INDEX,NAME,ANIMATION,BODY,BODY_TEX_1,IMPACT_RADIUS,SELECT_RADIUS,MODEL_ATTACK_SPEED,GUARD_TYPE,RIM_COLOR
40014,4星_羊力大仙_木,models/Monsters/coatlord/coatlord_anim,models/Monsters/coatlord/coatlord_4/coatlord_4,models/Monsters/coatlord/Textures/coatlord_4_green,0.5,1.5,1,1,0
40015,4星_羊力大仙_火,models/Monsters/coatlord/coatlord_anim,models/Monsters/coatlord/coatlord_4/coatlord_4,models/Monsters/coatlord/Textures/coatlord_4_red,0.5,1.5,1,1,0
40016,4星_专家级修仙者_火,models/Monsters/taoist_expert/taoist_expert_anim,models/Monsters/taoist_expert/taoist_expert_4/taoist_expert_4,models/Monsters/taoist_expert/Textures/taoist_expert_4_red,0.5,1.5,1,1,0
40017,4星_专家级修仙者_木,models/Monsters/taoist_expert/taoist_expert_anim,models/Monsters/taoist_expert/taoist_expert_4/taoist_expert_4,models/Monsters/taoist_expert/Textures/taoist_expert_4_green,0.5,1.5,1,1,0
40018,4星_专家级修仙者_水,models/Monsters/taoist_expert/taoist_expert_anim,models/Monsters/taoist_expert/taoist_expert_4/taoist_expert_4,models/Monsters/taoist_expert/Textures/taoist_expert_4_blue,0.5,1.5,1,1,0
40019,4星_专家级修仙者_阴,models/Monsters/taoist_expert/taoist_expert_anim,models/Monsters/taoist_expert/taoist_expert_4/taoist_expert_4,models/Monsters/taoist_expert/Textures/taoist_expert_4_shadow,0.5,1.5,1,1,0
40023,4星_干将_火,models/Monsters/jiang_gan/jiang_gan_anim,models/Monsters/jiang_gan/jiang_gan_4/jiang_gan_4,models/Monsters/jiang_gan/Textures/jiang_gan_4_red,0.5,1.5,1,1,0
40024,4星_干将_水,models/Monsters/jiang_gan/jiang_gan_anim,models/Monsters/jiang_gan/jiang_gan_4/jiang_gan_4,models/Monsters/jiang_gan/Textures/jiang_gan_4_blue,0.5,1.5,1,1,0
40025,4星_干将_木,models/Monsters/jiang_gan/jiang_gan_anim,models/Monsters/jiang_gan/jiang_gan_4/jiang_gan_4,models/Monsters/jiang_gan/Textures/jiang_gan_4_green,0.5,1.5,1,1,0
40026,4星_莫邪_火,models/Monsters/mo_ye/mo_ye_anim,models/Monsters/mo_ye/mo_ye_4/mo_ye_4,models/Monsters/mo_ye/Textures/mo_ye_4_red,0.5,1.5,1,1,0
40027,4星_莫邪_木,models/Monsters/mo_ye/mo_ye_anim,models/Monsters/mo_ye/mo_ye_4/mo_ye_4,models/Monsters/mo_ye/Textures/mo_ye_4_green,0.5,1.5,1,1,0
40028,4星_莫邪_阴,models/Monsters/mo_ye/mo_ye_anim,models/Monsters/mo_ye/mo_ye_4/mo_ye_4,models/Monsters/mo_ye/Textures/mo_ye_4_shadow,0.5,1.5,1,1,0
40029,4星_御剑魔_水,models/Monsters/sworddancer/sworddancer_anim,models/Monsters/sworddancer/sworddancer_4/sworddancer_6,models/Monsters/sworddancer/Textures/sworddancer_4_blue,0.5,1.5,1,1,0
40030,4星_御剑魔_木,models/Monsters/sworddancer/sworddancer_anim,models/Monsters/sworddancer/sworddancer_4/sworddancer_6,models/Monsters/sworddancer/Textures/sworddancer_4_green,0.5,1.5,1,1,0
40031,4星_御剑魔_火,models/Monsters/sworddancer/sworddancer_anim,models/Monsters/sworddancer/sworddancer_4/sworddancer_6,models/Monsters/sworddancer/Textures/sworddancer_4_red,0.5,1.5,1,1,0
40032,4星_天兵守卫_阳,models/Monsters/guard/guard_anim,models/Monsters/guard/guard_6/guard_6,models/Monsters/guard/Textures/guard_6_gold,0.5,1.5,1,0,0
40033,4星_天兵守卫_阴,models/Monsters/guard/guard_anim,models/Monsters/guard/guard_6/guard_6,models/Monsters/guard/Textures/guard_6_blue,0.5,1.5,1,0,0
40034,4星_鬼道士_水,models/Monsters/evilwizard/evilwizard_anim,models/Monsters/evilwizard/evilwizard_4/evilwizard_4,models/Monsters/evilwizard/Textures/evilwizard_4_blue,0.5,1.5,1,1,0
40035,4星_鬼道士_火,models/Monsters/evilwizard/evilwizard_anim,models/Monsters/evilwizard/evilwizard_4/evilwizard_4,models/Monsters/evilwizard/Textures/evilwizard_4_red,0.5,1.5,1,1,0
40036,4星_鬼道士_木,models/Monsters/evilwizard/evilwizard_anim,models/Monsters/evilwizard/evilwizard_4/evilwizard_4,models/Monsters/evilwizard/Textures/evilwizard_4_green,0.5,1.5,1,1,0
40037,4星_猿猴_火,models/Monsters/monkey/monkey_anim,models/Monsters/monkey/monkey_4/monkey_4,models/Monsters/monkey/Textures/monkey_4_red,0.5,1.5,1,1,0
40038,4星_猿猴_水,models/Monsters/monkey/monkey_anim,models/Monsters/monkey/monkey_4/monkey_4,models/Monsters/monkey/Textures/monkey_4_blue,0.5,1.5,1,1,0
40039,4星_猿猴_木,models/Monsters/monkey/monkey_anim,models/Monsters/monkey/monkey_4/monkey_4,models/Monsters/monkey/Textures/monkey_4_green,0.5,1.5,1,1,0
40040,4星_狐妖_水,models/Monsters/evilfox/evilfox_anim,models/Monsters/evilfox/evilfox_4/evilfox_4,models/Monsters/evilfox/Textures/evilfox_4_blue,0.5,1.5,1,1,0
40041,4星_狐妖_木,models/Monsters/evilfox/evilfox_anim,models/Monsters/evilfox/evilfox_4/evilfox_4,models/Monsters/evilfox/Textures/evilfox_4_green,0.5,1.5,1,1,0
40042,4星_狐妖_火,models/Monsters/evilfox/evilfox_anim,models/Monsters/evilfox/evilfox_4/evilfox_4,models/Monsters/evilfox/Textures/evilfox_4_red,0.5,1.5,1,1,0
40043,4星_狐妖_阳,models/Monsters/evilfox/evilfox_anim,models/Monsters/evilfox/evilfox_4/evilfox_4,models/Monsters/evilfox/Textures/evilfox_4_gold,0.5,1.5,1,1,0
40044,4星_狐妖_阴,models/Monsters/evilfox/evilfox_anim,models/Monsters/evilfox/evilfox_4/evilfox_4,models/Monsters/evilfox/Textures/evilfox_4_shadow,0.5,1.5,1,1,0
40045,4星_风伯_木,models/Monsters/windmaster/windmaster_anim,models/Monsters/windmaster/windmaster_4/windmaster_1,models/Monsters/windmaster/Textures/windmaster_4_green,0.5,1.5,1,0,0
40046,4星_雷震子女_阳,models/Monsters/lightningmaster/lightningmaster_anim,models/Monsters/lightningmaster/lightningmaster_4/lightningmaster_1,models/Monsters/lightningmaster/Textures/lightningmaster_4_gold,0.5,1.5,1,0,0
40047,4星_雨师_水,models/Monsters/rainmaster/rainmaster_anim,models/Monsters/rainmaster/rainmaster_4/rainmaster_1,models/Monsters/rainmaster/Textures/rainmaster_4_blue,0.5,1.5,1,0,0
40048,4星_牛头_火,models/Monsters/bullhead/bullhead_anim,models/Monsters/bullhead/bullhead_4/bullhead_fire_1,models/Monsters/bullhead/Textures/rainmaster_4_red,0.5,1.5,1,1,0
40049,4星_马面_木,models/Monsters/horsehead/horsehead_anim,models/Monsters/horsehead/horsehead_4/horsehead_1,models/Monsters/horsehead/Textures/horsehead_4_green,0.5,1.5,1,1,0
40050,4星_黑无常_阴,models/Monsters/ghostkeeper/ghostkeeper_anim,models/Monsters/ghostkeeper/ghostkeeper_4/ghostkeeper_1,models/Monsters/ghostkeeper/Textures/ghostkeeper_4_shadow,0.5,1.5,1,1,0
40051,4星_白无常_阴,models/Monsters/ghostkeeper/ghostkeeper_anim,models/Monsters/ghostkeeper/ghostkeeper_4/ghostkeeper_1,models/Monsters/ghostkeeper/Textures/ghostkeeper_4_gold,0.5,1.5,1,1,0
50001,5星_灵狐_火,models/Monsters/Spirit_Fox/Spirit_Fox_anim,models/Monsters/Spirit_Fox/Spirit_Fox_5/Spirit_Fox_5,models/Monsters/Spirit_Fox/Textures/Spirit_Fox_5_red,0.5,1.5,1,1,0
50002,5星_灵狐_阳,models/Monsters/Spirit_Fox/Spirit_Fox_anim,models/Monsters/Spirit_Fox/Spirit_Fox_5/Spirit_Fox_5,models/Monsters/Spirit_Fox/Textures/Spirit_Fox_5_gold,0.5,1.5,1,1,0
50003,5星_灵狐_阴,models/Monsters/Spirit_Fox/Spirit_Fox_anim,models/Monsters/Spirit_Fox/Spirit_Fox_5/Spirit_Fox_5,models/Monsters/Spirit_Fox/Textures/Spirit_Fox_5_shadow,0.5,1.5,1,1,0
50004,5星_虎力大仙_火,models/Monsters/tigerlord/tigerlord_anim,models/Monsters/tigerlord/tigerlord_5/tigerlord_5,models/Monsters/tigerlord/Textures/tigerlord_5_red,0.5,1.5,1,1,0
50005,5星_虎力大仙_木,models/Monsters/tigerlord/tigerlord_anim,models/Monsters/tigerlord/tigerlord_5/tigerlord_5,models/Monsters/tigerlord/Textures/tigerlord_5_green,0.5,1.5,1,1,0
50006,5星_虎力大仙_水,models/Monsters/tigerlord/tigerlord_anim,models/Monsters/tigerlord/tigerlord_5/tigerlord_5,models/Monsters/tigerlord/Textures/tigerlord_5_blue,0.5,1.5,1,1,0
50007,5星_虎力大仙_阳,models/Monsters/tigerlord/tigerlord_anim,models/Monsters/tigerlord/tigerlord_5/tigerlord_5,models/Monsters/tigerlord/Textures/tigerlord_5_gold,0.5,1.5,1,1,0
50008,5星_鹿力大仙_木,models/Monsters/deerlord/deerlord_anim,models/Monsters/deerlord/deerlord_5/deerlord_5,models/Monsters/deerlord/Textures/deerlord_5_green,0.5,1.5,1,1,0
50009,5星_鹿力大仙_水,models/Monsters/deerlord/deerlord_anim,models/Monsters/deerlord/deerlord_5/deerlord_5,models/Monsters/deerlord/Textures/deerlord_5_blue,0.5,1.5,1,1,0
50010,5星_鹿力大仙_阳,models/Monsters/deerlord/deerlord_anim,models/Monsters/deerlord/deerlord_5/deerlord_5,models/Monsters/deerlord/Textures/deerlord_5_gold,0.5,1.5,1,1,0
50011,5星_鹿力大仙_阴,models/Monsters/deerlord/deerlord_anim,models/Monsters/deerlord/deerlord_5/deerlord_5,models/Monsters/deerlord/Textures/deerlord_5_shadow,0.5,1.5,1,1,0
50012,5星_哪吒_火,models/Monsters/neza/neza_anim,models/Monsters/neza/neza_5/neza_5,models/Monsters/neza/Textures/neza_5_red,0.5,1.5,1,1,0
50013,5星_哪吒_阳,models/Monsters/neza/neza_anim,models/Monsters/neza/neza_5/neza_5,models/Monsters/neza/Textures/neza_5_gold,0.5,1.5,1,1,0
50014,5星_哪吒_阴,models/Monsters/neza/neza_anim,models/Monsters/neza/neza_5/neza_5,models/Monsters/neza/Textures/neza_5_shadow,0.5,1.5,1,1,0
50015,5星_羊力大仙_水,models/Monsters/coatlord/coatlord_anim,models/Monsters/coatlord/coatlord_5/coatlord_5,models/Monsters/coatlord/Textures/coatlord_5_blue,0.5,1.5,1,1,0
50016,5星_羊力大仙_木,models/Monsters/coatlord/coatlord_anim,models/Monsters/coatlord/coatlord_5/coatlord_5,models/Monsters/coatlord/Textures/coatlord_5_green,0.5,1.5,1,1,0
50017,5星_羊力大仙_火,models/Monsters/coatlord/coatlord_anim,models/Monsters/coatlord/coatlord_5/coatlord_5,models/Monsters/coatlord/Textures/coatlord_5_red,0.5,1.5,1,1,0
50018,5星_羊力大仙_阴,models/Monsters/coatlord/coatlord_anim,models/Monsters/coatlord/coatlord_5/coatlord_5,models/Monsters/coatlord/Textures/coatlord_5_shadow,0.5,1.5,1,1,0
50019,5星_专家级修仙者_阳,models/Monsters/taoist_expert/taoist_expert_anim,models/Monsters/taoist_expert/taoist_expert_5/taoist_expert_5,models/Monsters/taoist_expert/Textures/taoist_expert_5_gold,0.5,1.5,1,1,0
50020,5星_专家级修仙者_木,models/Monsters/taoist_expert/taoist_expert_anim,models/Monsters/taoist_expert/taoist_expert_5/taoist_expert_5,models/Monsters/taoist_expert/Textures/taoist_expert_5_green,0.5,1.5,1,1,0
50021,5星_专家级修仙者_水,models/Monsters/taoist_expert/taoist_expert_anim,models/Monsters/taoist_expert/taoist_expert_5/taoist_expert_5,models/Monsters/taoist_expert/Textures/taoist_expert_5_blue,0.5,1.5,1,1,0
50022,5星_虎_火,models/Monsters/tiger/tiger_anim,models/Monsters/tiger/tiger_5/tiger_5,models/Monsters/tiger/Textures/tiger_5_red,0.5,1.5,1,1,0
50023,5星_虎_水,models/Monsters/tiger/tiger_anim,models/Monsters/tiger/tiger_5/tiger_5,models/Monsters/tiger/Textures/tiger_5_blue,0.5,1.5,1,1,0
50024,5星_虎_阳,models/Monsters/tiger/tiger_anim,models/Monsters/tiger/tiger_5/tiger_5,models/Monsters/tiger/Textures/tiger_5_gold,0.5,1.5,1,1,0
50025,5星_干将_火,models/Monsters/jiang_gan/jiang_gan_anim,models/Monsters/jiang_gan/jiang_gan_5/jiang_gan_5,models/Monsters/jiang_gan/Textures/jiang_gan_5_red,0.5,1.5,1,1,0
50026,5星_干将_水,models/Monsters/jiang_gan/jiang_gan_anim,models/Monsters/jiang_gan/jiang_gan_5/jiang_gan_5,models/Monsters/jiang_gan/Textures/jiang_gan_5_blue,0.5,1.5,1,1,0
50027,5星_干将_木,models/Monsters/jiang_gan/jiang_gan_anim,models/Monsters/jiang_gan/jiang_gan_5/jiang_gan_5,models/Monsters/jiang_gan/Textures/jiang_gan_5_green,0.5,1.5,1,1,0
50028,5星_饕餮_木,models/Monsters/totie/totie_anim,models/Monsters/totie/totie_5/totie_5,models/Monsters/totie/Textures/totie_5_green,0.5,1.5,1,1,0
50029,5星_二郎神_阳,models/Monsters/threeeyes/threeeyes_anim,models/Monsters/threeeyes/threeeyes_5/threeeyes_5,models/Monsters/threeeyes/Textures/threeeyes_5_gold,0.5,1.5,1,0,0
50030,5星_风伯_木,models/Monsters/windmaster/windmaster_anim,models/Monsters/windmaster/windmaster_5/windmaster_wood_2,models/Monsters/windmaster/Textures/windmaster_5_green,0.5,1.5,1,0,0
50031,5星_雷震子女_阳,models/Monsters/lightningmaster/lightningmaster_anim,models/Monsters/lightningmaster/lightningmaster_5/lightningmaster_2,models/Monsters/lightningmaster/Textures/lightningmaster_5_gold,0.5,1.5,1,0,0
50032,5星_雨师_水,models/Monsters/rainmaster/rainmaster_anim,models/Monsters/rainmaster/rainmaster_5/rainmaster_2,models/Monsters/rainmaster/Textures/rainmaster_5_blue,0.5,1.5,1,0,0
50033,5星_黑无常_阴,models/Monsters/ghostkeeper/ghostkeeper_anim,models/Monsters/ghostkeeper/ghostkeeper_5/ghostkeeper_2,models/Monsters/ghostkeeper/Textures/ghostkeeper_5_shadow,0.5,1.5,1,1,0
50034,5星_白无常_阴,models/Monsters/ghostkeeper/ghostkeeper_anim,models/Monsters/ghostkeeper/ghostkeeper_5/ghostkeeper_2,models/Monsters/ghostkeeper/Textures/ghostkeeper_5_gold,0.5,1.5,1,1,0
50035,5星_牛头_火,models/Monsters/bullhead/bullhead_anim,models/Monsters/bullhead/bullhead_4/bullhead_fire_1,models/Monsters/bullhead/Textures/bullhead_5_red,0.5,1.5,1,1,0
50036,5星_马面_木,models/Monsters/horsehead/horsehead_anim,models/Monsters/horsehead/horsehead_4/horsehead_1,models/Monsters/horsehead/Textures/horsehead_5_green,0.5,1.5,1,1,0
60001,6星_灵狐_火,models/Monsters/Spirit_Fox/Spirit_Fox_anim,models/Monsters/Spirit_Fox/Spirit_Fox_6/Spirit_Fox_6,models/Monsters/Spirit_Fox/Textures/Spirit_Fox_6_red,0.5,1.5,1,1,0
60002,6星_灵狐_阳,models/Monsters/Spirit_Fox/Spirit_Fox_anim,models/Monsters/Spirit_Fox/Spirit_Fox_6/Spirit_Fox_6,models/Monsters/Spirit_Fox/Textures/Spirit_Fox_6_gold,0.5,1.5,1,1,0
60003,6星_灵狐_阴,models/Monsters/Spirit_Fox/Spirit_Fox_anim,models/Monsters/Spirit_Fox/Spirit_Fox_6/Spirit_Fox_6,models/Monsters/Spirit_Fox/Textures/Spirit_Fox_6_shadow,0.5,1.5,1,1,0
60004,6星_哪吒_火,models/Monsters/neza/neza_anim,models/Monsters/neza/neza_6/neza_6,models/Monsters/neza/Textures/neza_6_red,0.5,1.5,1,1,0
60005,6星_哪吒_阳,models/Monsters/neza/neza_anim,models/Monsters/neza/neza_6/neza_6,models/Monsters/neza/Textures/neza_6_gold,0.5,1.5,1,1,0
60006,6星_哪吒_阴,models/Monsters/neza/neza_anim,models/Monsters/neza/neza_6/neza_6,models/Monsters/neza/Textures/neza_6_shadow,0.5,1.5,1,1,0
60007,6星_虎_火,models/Monsters/tiger/tiger_anim,models/Monsters/tiger/tiger_6/tiger_6,models/Monsters/tiger/Textures/tiger_6_red,0.5,1.5,1,1,0
60008,6星_虎_水,models/Monsters/tiger/tiger_anim,models/Monsters/tiger/tiger_6/tiger_6,models/Monsters/tiger/Textures/tiger_6_blue,0.5,1.5,1,1,0
60009,6星_虎_阳,models/Monsters/tiger/tiger_anim,models/Monsters/tiger/tiger_6/tiger_6,models/Monsters/tiger/Textures/tiger_6_gold,0.5,1.5,1,1,0
60010,6星_干将_火,models/Monsters/jiang_gan/jiang_gan_anim,models/Monsters/jiang_gan/jiang_gan_6/jiang_gan_6,models/Monsters/jiang_gan/Textures/jiang_gan_6_red,0.5,1.5,1,1,0
60011,6星_干将_水,models/Monsters/jiang_gan/jiang_gan_anim,models/Monsters/jiang_gan/jiang_gan_6/jiang_gan_6,models/Monsters/jiang_gan/Textures/jiang_gan_6_blue,0.5,1.5,1,1,0
60012,6星_干将_木,models/Monsters/jiang_gan/jiang_gan_anim,models/Monsters/jiang_gan/jiang_gan_6/jiang_gan_6,models/Monsters/jiang_gan/Textures/jiang_gan_6_green,0.5,1.5,1,1,0
60013,6星_狻猊_火,models/Monsters/goldenlion_fire_1/goldenlion_fire_1_anim,models/Monsters/goldenlion_fire_1/goldenlion_fire_1/goldenlion_1,models/Monsters/goldenlion_fire_1/Textures/goldenlion_fire_1,0.5,1.5,1,1,0
60014,6星_武圣_阳,models/Monsters/guanyu_light/guanyu_light_anim,models/Monsters/guanyu_light/guanyu_light_6/guanyu_light_1,models/Monsters/guanyu_light/Textures/guanyu_light_6_gold,0.5,1.5,1,0,0
60015,6星_石矶_阴,models/Monsters/stonemister_dark/stonemister_dark_anim,models/Monsters/stonemister_dark/stonemister_dark_6/stonemister_dark,models/Monsters/stonemister_dark/Textures/stonemister_dark_6_shadow,0.5,1.5,1,1,0
60016,6星_巨擎_木,models/Monsters/mech_giant_wood/mech_giant_wood_anim,models/Monsters/mech_giant_wood/mech_giant_wood_6/mech_giant_wood,models/Monsters/mech_giant_wood/Textures/mech_giant_wood_6_green,0.5,1.5,1,0,0
90001,1阶女主角,models/Role/female_01/female_anim,models/Role/female_01/female_01,models/Role/Texture/Female_01,0.5,1.5,1,0,0
90002,2阶女主角,models/Role/female_01/female_anim,models/Role/female_02/female_02,models/Role/Texture/Female_02,0.5,1.5,1,0,0
90003,3阶女主角,models/Role/female_01/female_anim,models/Role/female_03/female_03,models/Role/Texture/Female_03,0.5,1.5,1,0,0
90007,1阶男主角,models/Role/Male_01/Male_anim,models/Role/Male_01/Male_01,models/Role/Texture/Male_01,0.5,1.5,1,0,0
90008,2阶男主角,models/Role/Male_01/Male_anim,models/Role/Male_02/Male_02,models/Role/Texture/Male_02,0.5,1.5,1,0,0
90009,3阶男主角,models/Role/Male_01/Male_anim,models/Role/Male_03/Male_03,models/Role/Texture/Male_03,0.5,1.5,1,0,0
90012,抽卡主角,models/Role/female_fu/female_fu_anim,models/Role/female_fu/renwu_01,models/Role/Texture/Female_01,0.5,1.5,1,0,0
90013,抽卡符,models/Role/fu/fu_anim,models/Role/fu/fu/fu,models/Role/fu/Textures/fu,0.5,1.5,1,0,0
90014,第三主角,models/Role/yingxuan_01/yingxuan_anim,models/Role/yingxuan_01/yingxuan_01,models/Role/Texture/yingxuan_01,0.5,1.5,1,0,0
50037,5星_刑天_阴,models/Monsters/gintan/gintan_anim,models/Monsters/gintan/gintan_1/gintan_1,models/Monsters/gintan/Textures/gintan_1_dark,0.5,1.5,1,0,0
50038,5星_青龙_水,models/Monsters/bluedragon/bluedragon_anim,models/Monsters/bluedragon/bluedragon/bluedragon_water_1,models/Monsters/bluedragon/Textures/bluedragon_water_1,0.5,1.5,1,1,0
50039,5星_麒麟_阳,models/Monsters/kirin/kirin_anim,models/Monsters/kirin/kirin/kirin_light_1,models/Monsters/kirin/Textures/kirin_light_1,0.5,1.5,1,1,0
50040,5星_朱雀_火,models/Monsters/redbird/redbird_anim,models/Monsters/redbird/redbird/redbird_fire_1,models/Monsters/redbird/Textures/redbird_fire_1,0.5,1.5,1,1,0
50041,5星_白虎_木,models/Monsters/whitetirger/whitetirger_anim,models/Monsters/whitetirger/whitetirger/whitetriger_wood_1,models/Monsters/whitetirger/Textures/whitetirger_wood_1,0.5,1.5,1,1,0
50042,5星_玄武_阴,models/Monsters/blackturtle/blackturtle_anim,models/Monsters/blackturtle/blackturtle/blackturtle,models/Monsters/blackturtle/Textures/blackturtle,0.5,1.5,1,0,0
60017,6星_寒冰妖王_水,models/Monsters/hydra/hydra_anim,models/Monsters/hydra/hydra/hydra_water_1,models/Monsters/hydra/Textures/hydra_water_1,0.5,1.5,1,1,0
20062,2星_鹰_水,models/Monsters/eagle/eagle_anim,models/Monsters/eagle/eagle_2/eagle_fire_1,models/Monsters/eagle/Textures/eagle_water_1,0.5,1.5,1,1,0
20063,2星_鹰_木,models/Monsters/eagle/eagle_anim,models/Monsters/eagle/eagle_2/eagle_fire_1,models/Monsters/eagle/Textures/eagle_wood_1,0.5,1.5,1,1,0
20064,2星_鹰_火,models/Monsters/eagle/eagle_anim,models/Monsters/eagle/eagle_2/eagle_fire_1,models/Monsters/eagle/Textures/eagle_fire_1,0.5,1.5,1,1,0
30064,3星_鹰_水,models/Monsters/eagle/eagle_anim,models/Monsters/eagle/eagle_3/eagle_fire_2,models/Monsters/eagle/Textures/eagle_water_1,0.5,1.5,1,1,0
30065,3星_鹰_木,models/Monsters/eagle/eagle_anim,models/Monsters/eagle/eagle_3/eagle_fire_2,models/Monsters/eagle/Textures/eagle_wood_1,0.5,1.5,1,1,0
30066,3星_鹰_火,models/Monsters/eagle/eagle_anim,models/Monsters/eagle/eagle_3/eagle_fire_2,models/Monsters/eagle/Textures/eagle_fire_1,0.5,1.5,1,1,0
30067,3星_树妖_水,models/Monsters/treeman/treeman_anim,models/Monsters/treeman/treeman_3/treeman_1,models/Monsters/treeman/Textures/treeman_water_1,0.5,1.5,1,0,0
30068,3星_树妖_木,models/Monsters/treeman/treeman_anim,models/Monsters/treeman/treeman_3/treeman_1,models/Monsters/treeman/Textures/treeman_wood_1,0.5,1.5,1,0,0
30069,3星_树妖_火,models/Monsters/treeman/treeman_anim,models/Monsters/treeman/treeman_3/treeman_1,models/Monsters/treeman/Textures/treeman_fire_1,0.5,1.5,1,0,0
40052,4星_树妖_水,models/Monsters/treeman/treeman_anim,models/Monsters/treeman/treeman_4/treeman_2,models/Monsters/treeman/Textures/treeman_water_2,0.5,1.5,1,0,0
40053,4星_树妖_木,models/Monsters/treeman/treeman_anim,models/Monsters/treeman/treeman_4/treeman_2,models/Monsters/treeman/Textures/treeman_wood_2,0.5,1.5,1,0,0
40054,4星_树妖_火,models/Monsters/treeman/treeman_anim,models/Monsters/treeman/treeman_4/treeman_2,models/Monsters/treeman/Textures/treeman_fire_2,0.5,1.5,1,0,0
30070,3星_仙女_阳,models/Monsters/fairy/fairy_anim,models/Monsters/fairy/fairy_1/fairy_1,models/Monsters/fairy/Textures/fairy_1_gold,0.5,1.5,1,1,0
30071,3星_仙女_阴,models/Monsters/fairy/fairy_anim,models/Monsters/fairy/fairy_1/fairy_1,models/Monsters/fairy/Textures/fairy_1_shadow,0.5,1.5,1,1,0
40055,4星_仙女_阳,models/Monsters/fairy/fairy_anim,models/Monsters/fairy/fairy_2/fairy_2,models/Monsters/fairy/Textures/fairy_2_gold,0.5,1.5,1,1,0
40056,4星_仙女_阴,models/Monsters/fairy/fairy_anim,models/Monsters/fairy/fairy_2/fairy_2,models/Monsters/fairy/Textures/fairy_2_shadow,0.5,1.5,1,1,0
30072,3星_蝴蝶精_水,models/Monsters/butterfly/butterfly_anim,models/Monsters/butterfly/butterfly_1/butterfly_1,models/Monsters/butterfly/Textures/butterfly_water_1,0.5,1.5,1,1,0
30073,3星_蝴蝶精_木,models/Monsters/butterfly/butterfly_anim,models/Monsters/butterfly/butterfly_1/butterfly_1,models/Monsters/butterfly/Textures/butterfly_wood_1,0.5,1.5,1,1,0
30074,3星_蝴蝶精_火,models/Monsters/butterfly/butterfly_anim,models/Monsters/butterfly/butterfly_1/butterfly_1,models/Monsters/butterfly/Textures/butterfly_fire_1,0.5,1.5,1,1,0
40057,4星_蝴蝶精_水,models/Monsters/butterfly/butterfly_anim,models/Monsters/butterfly/butterfly_2/butterfly_2,models/Monsters/butterfly/Textures/butterfly_water_2,0.5,1.5,1,1,0
40058,4星_蝴蝶精_木,models/Monsters/butterfly/butterfly_anim,models/Monsters/butterfly/butterfly_2/butterfly_2,models/Monsters/butterfly/Textures/butterfly_wood_2,0.5,1.5,1,1,0
40059,4星_蝴蝶精_火,models/Monsters/butterfly/butterfly_anim,models/Monsters/butterfly/butterfly_2/butterfly_2,models/Monsters/butterfly/Textures/butterfly_fire_2,0.5,1.5,1,1,0
30075,3星_鬼剑_水,models/Monsters/spiritsword/spiritsword_anim,models/Monsters/spiritsword/spiritsword_1/spiritsword_1,models/Monsters/spiritsword/Textures/spiritsword_1_blue,0.5,1.5,1,1,0
30076,3星_鬼剑_木,models/Monsters/spiritsword/spiritsword_anim,models/Monsters/spiritsword/spiritsword_1/spiritsword_1,models/Monsters/spiritsword/Textures/spiritsword_1_green,0.5,1.5,1,1,0
30077,3星_鬼剑_火,models/Monsters/spiritsword/spiritsword_anim,models/Monsters/spiritsword/spiritsword_1/spiritsword_1,models/Monsters/spiritsword/Textures/spiritsword_1_red,0.5,1.5,1,1,0
30078,3星_鬼剑_阳,models/Monsters/spiritsword/spiritsword_anim,models/Monsters/spiritsword/spiritsword_1/spiritsword_1,models/Monsters/spiritsword/Textures/spiritsword_1_gold,0.5,1.5,1,1,0
30079,3星_鬼剑_阴,models/Monsters/spiritsword/spiritsword_anim,models/Monsters/spiritsword/spiritsword_1/spiritsword_1,models/Monsters/spiritsword/Textures/spiritsword_1_shadow,0.5,1.5,1,1,0
40060,4星_鬼剑_水,models/Monsters/spiritsword/spiritsword_anim,models/Monsters/spiritsword/spiritsword_2/spiritsword_2,models/Monsters/spiritsword/Textures/spiritsword_2_blue,0.5,1.5,1,1,0
40061,4星_鬼剑_木,models/Monsters/spiritsword/spiritsword_anim,models/Monsters/spiritsword/spiritsword_2/spiritsword_2,models/Monsters/spiritsword/Textures/spiritsword_2_green,0.5,1.5,1,1,0
40062,4星_鬼剑_火,models/Monsters/spiritsword/spiritsword_anim,models/Monsters/spiritsword/spiritsword_2/spiritsword_2,models/Monsters/spiritsword/Textures/spiritsword_2_red,0.5,1.5,1,1,0
40063,4星_鬼剑_阳,models/Monsters/spiritsword/spiritsword_anim,models/Monsters/spiritsword/spiritsword_2/spiritsword_2,models/Monsters/spiritsword/Textures/spiritsword_2_gold,0.5,1.5,1,1,0
40064,4星_鬼剑_阴,models/Monsters/spiritsword/spiritsword_anim,models/Monsters/spiritsword/spiritsword_2/spiritsword_2,models/Monsters/spiritsword/Textures/spiritsword_2_shadow,0.5,1.5,1,1,0
30080,3星_蜘蛛精_水,models/Monsters/spider/spider_anim,models/Monsters/spider/spider_3/spider_fire_3,models/Monsters/spider/Textures/spider_water_3,0.5,1.5,1,1,0
30081,3星_蜘蛛精_木,models/Monsters/spider/spider_anim,models/Monsters/spider/spider_3/spider_fire_3,models/Monsters/spider/Textures/spider_wood_3,0.5,1.5,1,1,0
30082,3星_蜘蛛精_火,models/Monsters/spider/spider_anim,models/Monsters/spider/spider_3/spider_fire_3,models/Monsters/spider/Textures/spider_fire_3,0.5,1.5,1,1,0
