INT,STRING,INT,INT,INT,INT,INT,INT,INT,INT
5037,,190002,4,2,4,2,2,2,1
5038,,191000,3,2,3,2,3,1,4
5039,,191001,2,2,2,1,4,1,2
5040,,191002,1,1,1,1,5,1,3
5041,,190000,5,2,5,2,1,2,5
5042,,190001,4,2,4,2,2,1,1
5043,,190002,3,2,3,1,3,1,4
5044,,191000,2,1,2,1,4,1,2
5045,,191001,1,2,1,2,5,2,3
5046,,191002,5,2,5,2,1,1,5
5047,,190000,4,2,4,1,2,1,1
5048,,190001,3,1,3,1,3,1,4
5049,,190002,2,2,2,2,4,2,2
5050,,191000,1,2,1,2,5,1,3
5051,,191001,5,2,5,1,1,1,5
5052,,191002,4,1,4,1,2,1,1
5053,,190000,3,2,3,2,3,2,4
5054,,190001,2,2,2,2,4,1,2
5055,,190002,1,2,1,1,5,1,3
5056,,191000,5,1,5,1,1,1,5
5057,,191001,4,2,4,2,2,2,1
5058,,191002,3,2,3,2,3,1,4
5059,,190000,2,2,2,1,4,1,2
5060,,190001,1,1,1,1,5,1,3
5061,,190002,5,2,5,2,1,2,5
5062,,191000,4,2,4,2,2,1,1
5063,,191001,3,2,3,1,3,1,4
5064,,191002,2,1,2,1,4,1,2
5065,,190000,1,2,1,2,5,2,3
5066,,190001,5,2,5,2,1,1,5
5067,,190002,4,2,4,1,2,1,1
5068,,191000,3,1,3,1,3,1,4
5069,,191001,2,2,2,2,4,2,2
5070,,191002,1,2,1,2,5,1,3
5071,,190000,5,2,5,1,1,1,5
5072,,190001,4,1,4,1,2,1,1
5073,,190002,3,2,3,2,3,2,4
5074,,191000,2,2,2,2,4,1,2
5075,,191001,1,2,1,1,5,1,3
5076,,191002,5,1,5,1,1,1,5
5077,,190000,4,2,4,2,2,2,1
5078,,190001,3,2,3,2,3,1,4
5079,,190002,2,2,2,1,4,1,2
5080,,191000,1,1,1,1,5,1,3
5081,,191001,5,2,5,2,1,2,5
5082,,191002,4,2,4,2,2,1,1
5083,,190000,3,2,3,1,3,1,4
5084,,190001,2,1,2,1,4,1,2
5085,,190002,1,2,1,2,5,2,3
5086,,191000,5,2,5,2,1,1,5
5087,,191001,4,2,4,1,2,1,1
5088,,191002,3,1,3,1,3,1,4
5089,,190000,2,2,2,2,4,2,2
5090,,190001,1,2,1,2,5,1,3
5091,,190002,5,2,5,1,1,1,5
5092,,191000,4,1,4,1,2,1,1
5093,,191001,3,2,3,2,3,2,4
5094,,191002,2,2,2,2,4,1,2
5095,,190000,1,2,1,1,5,1,3
5096,,190001,5,1,5,1,1,1,5
5097,,190002,4,2,4,2,2,2,1
5098,,191000,3,2,3,2,3,1,4
5099,,191001,2,2,2,1,4,1,2
5100,,191002,1,1,1,1,5,1,3
5101,,190000,5,2,5,2,1,2,5
5102,,190001,4,2,4,2,2,1,1
5103,,190002,3,2,3,1,3,1,4
5104,,191000,2,1,2,1,4,1,2
5105,,191001,1,2,1,2,5,2,3
5106,,191002,5,2,5,2,1,1,5
5107,,190000,4,2,4,1,2,1,1
5108,,190001,3,1,3,1,3,1,4
5109,,190002,2,2,2,2,4,2,2
5110,,191000,1,2,1,2,5,1,3
5111,,191001,5,2,5,1,1,1,5
5112,,191002,4,1,4,1,2,1,1
5113,,190000,3,2,3,2,3,2,4
5114,,190001,2,2,2,2,4,1,2
5115,,190002,1,2,1,1,5,1,3
5116,,191000,5,1,5,1,1,1,5
5117,,191001,4,2,4,2,2,2,1
5118,,191002,3,2,3,2,3,1,4
5119,,190000,2,2,2,1,4,1,2
5120,,190001,1,1,1,1,5,1,3
5121,,190002,5,2,5,2,1,2,5
5122,,191000,4,2,4,2,2,1,1
5123,,191001,3,2,3,1,3,1,4
5124,,191002,2,1,2,1,4,1,2
5125,,190000,1,2,1,2,5,2,3
5126,,190001,5,2,5,2,1,1,5
5127,,190002,4,2,4,1,2,1,1
5128,,191000,3,1,3,1,3,1,4
5129,,191001,2,2,2,2,4,2,2
5130,,191002,1,2,1,2,5,1,3
5131,,190000,5,2,5,1,1,1,5
5132,,190001,4,1,4,1,2,1,1
5133,,190002,3,2,3,2,3,2,4
5134,,191000,2,2,2,2,4,1,2
5135,,191001,1,2,1,1,5,1,3
5136,,191002,5,1,5,1,1,1,5
5137,,190000,4,2,4,2,2,2,1
5138,,190001,3,2,3,2,3,1,4
5139,,190002,2,2,2,1,4,1,2
5140,,191000,1,1,1,1,5,1,3
5141,,191001,5,2,5,2,1,2,5
5142,,191002,4,2,4,2,2,1,1
5143,,190000,3,2,3,1,3,1,4
5144,,190001,2,1,2,1,4,1,2
5145,,190002,1,2,1,2,5,2,3
5146,,191000,5,2,5,2,1,1,5
5147,,191001,4,2,4,1,2,1,1
5148,,191002,3,1,3,1,3,1,4
5149,,190000,2,2,2,2,4,2,2
5150,,190001,1,2,1,2,5,1,3
5151,,190002,5,2,5,1,1,1,5
5152,,191000,4,1,4,1,2,1,1
5153,,191001,3,2,3,2,3,2,4
5154,,191002,2,2,2,2,4,1,2
5155,,190000,1,2,1,1,5,1,3
5156,,190001,5,1,5,1,1,1,5
5157,,190002,4,2,4,2,2,2,1
5158,,191000,3,2,3,2,3,1,4
5159,,191001,2,2,2,1,4,1,2
5160,,191002,1,1,1,1,5,1,3
5161,,190000,5,2,5,2,1,2,5
5162,,190001,4,2,4,2,2,1,1
5163,,190002,3,2,3,1,3,1,4
5164,,191000,2,1,2,1,4,1,2
5165,,191001,1,2,1,2,5,2,3
5166,,191002,5,2,5,2,1,1,5
5167,,190000,4,2,4,1,2,1,1
5168,,190001,3,1,3,1,3,1,4
5169,,190002,2,2,2,2,4,2,2
5170,,191000,1,2,1,2,5,1,3
5171,,191001,5,2,5,1,1,1,5
5172,,191002,4,1,4,1,2,1,1
5173,,190000,3,2,3,2,3,2,4
5174,,190001,2,2,2,2,4,1,2
5175,,190002,1,2,1,1,5,1,3
5176,,191000,5,1,5,1,1,1,5
5177,,191001,4,2,4,2,2,2,1
5178,,191002,3,2,3,2,3,1,4
5179,,190000,2,2,2,1,4,1,2
5180,,190001,1,1,1,1,5,1,3
5181,,190002,5,2,5,2,1,2,5
5182,,191000,4,2,4,2,2,1,1
5183,,191001,3,2,3,1,3,1,4
5184,,191002,2,1,2,1,4,1,2
5185,,190000,1,2,1,2,5,2,3
5186,,190001,5,2,5,2,1,1,5
5187,,190002,4,2,4,1,2,1,1
5188,,191000,3,1,3,1,3,1,4
5189,,191001,2,2,2,2,4,2,2
5190,,191002,1,2,1,2,5,1,3
5191,,190000,5,2,5,1,1,1,5
5192,,190001,4,1,4,1,2,1,1
5193,,190002,3,2,3,2,3,2,4
5194,,191000,2,2,2,2,4,1,2
5195,,191001,1,2,1,1,5,1,3
5196,,191002,5,1,5,1,1,1,5
5197,,190000,4,2,4,2,2,2,1
5198,,190001,3,2,3,2,3,1,4
5199,,190002,2,2,2,1,4,1,2
5200,,191000,1,1,1,1,5,1,3
5201,,191001,5,2,5,2,1,2,5
5202,,191002,4,2,4,2,2,1,1
5203,,190000,3,2,3,1,3,1,4
5204,,190001,2,1,2,1,4,1,2
5205,,190002,1,2,1,2,5,2,3
5206,,191000,5,2,5,2,1,1,5
5207,,191001,4,2,4,1,2,1,1
5208,,191002,3,1,3,1,3,1,4
5209,,190000,2,2,2,2,4,2,2
5210,,190001,1,2,1,2,5,1,3
5211,,190002,5,2,5,1,1,1,5
5212,,191000,4,1,4,1,2,1,1
5213,,191001,3,2,3,2,3,2,4
5214,,191002,2,2,2,2,4,1,2
5215,,190000,1,2,1,1,5,1,3
5216,,190001,5,1,5,1,1,1,5
5217,,190002,4,2,4,2,2,2,1
5218,,191000,3,2,3,2,3,1,4
5219,,191001,2,2,2,1,4,1,2
5220,,191002,1,1,1,1,5,1,3
5221,,190000,5,2,5,2,1,2,5
5222,,190001,4,2,4,2,2,1,1
5223,,190002,3,2,3,1,3,1,4
5224,,191000,2,1,2,1,4,1,2
5225,,191001,1,2,1,2,5,2,3
5226,,191002,5,2,5,2,1,1,5
5227,,190000,4,2,4,1,2,1,1
5228,,190001,3,1,3,1,3,1,4
5229,,190002,2,2,2,2,4,2,2
5230,,191000,1,2,1,2,5,1,3
5231,,191001,5,2,5,1,1,1,5
5232,,191002,4,1,4,1,2,1,1
5233,,190000,3,2,3,2,3,2,4
5234,,190001,2,2,2,2,4,1,2
5235,,190002,1,2,1,1,5,1,3
5236,,191000,5,1,5,1,1,1,5
5237,,191001,4,2,4,2,2,2,1
5238,,191002,3,2,3,2,3,1,4
5239,,190000,2,2,2,1,4,1,2
5240,,190001,1,1,1,1,5,1,3
5241,,190002,5,2,5,2,1,2,5
5242,,191000,4,2,4,2,2,1,1
5243,,191001,3,2,3,1,3,1,4
5244,,191002,2,1,2,1,4,1,2
5245,,190000,1,2,1,2,5,2,3
5246,,190001,5,2,5,2,1,1,5
5247,,190002,4,2,4,1,2,1,1
5248,,191000,3,1,3,1,3,1,4
5249,,191001,2,2,2,2,4,2,2
5250,,191002,1,2,1,2,5,1,3
5251,,190000,5,2,5,1,1,1,5
5252,,190001,4,1,4,1,2,1,1
5253,,190002,3,2,3,2,3,2,4
5254,,191000,2,2,2,2,4,1,2
5255,,191001,1,2,1,1,5,1,3
5256,,191002,5,1,5,1,1,1,5
5257,,190000,4,2,4,2,2,2,1
5258,,190001,3,2,3,2,3,1,4
5259,,190002,2,2,2,1,4,1,2
5260,,191000,1,1,1,1,5,1,3
5261,,191001,5,2,5,2,1,2,5
5262,,191002,4,2,4,2,2,1,1
5263,,190000,3,2,3,1,3,1,4
5264,,190001,2,1,2,1,4,1,2
5265,,190002,1,2,1,2,5,2,3
5266,,191000,5,2,5,2,1,1,5
5267,,191001,4,2,4,1,2,1,1
5268,,191002,3,1,3,1,3,1,4
5269,,190000,2,2,2,2,4,2,2
5270,,190001,1,2,1,2,5,1,3
5271,,190002,5,2,5,1,1,1,5
5272,,191000,4,1,4,1,2,1,1
5273,,191001,3,2,3,2,3,2,4
5274,,191002,2,2,2,2,4,1,2
5275,,190000,1,2,1,1,5,1,3
5276,,190001,5,1,5,1,1,1,5
5277,,190002,4,2,4,2,2,2,1
5278,,191000,3,2,3,2,3,1,4
5279,,191001,2,2,2,1,4,1,2
5280,,191002,1,1,1,1,5,1,3
5281,,190000,5,2,5,2,1,2,5
5282,,190001,4,2,4,2,2,1,1
5283,,190002,3,2,3,1,3,1,4
5284,,191000,2,1,2,1,4,1,2
5285,,191001,1,2,1,2,5,2,3
5286,,191002,5,2,5,2,1,1,5
5287,,190000,4,2,4,1,2,1,1
5288,,190001,3,1,3,1,3,1,4
5289,,190002,2,2,2,2,4,2,2
5290,,191000,1,2,1,2,5,1,3
5291,,191001,5,2,5,1,1,1,5
5292,,191002,4,1,4,1,2,1,1
5293,,190000,3,2,3,2,3,2,4
5294,,190001,2,2,2,2,4,1,2
5295,,190002,1,2,1,1,5,1,3
5296,,191000,5,1,5,1,1,1,5
5297,,191001,4,2,4,2,2,2,1
5298,,191002,3,2,3,2,3,1,4
5299,,190000,2,2,2,1,4,1,2
5300,,190001,1,1,1,1,5,1,3
5301,,190002,5,2,5,2,1,2,5
5302,,191000,4,2,4,2,2,1,1
5303,,191001,3,2,3,1,3,1,4
5304,,191002,2,1,2,1,4,1,2
5305,,190000,1,2,1,2,5,2,3
5306,,190001,5,2,5,2,1,1,5
5307,,190002,4,2,4,1,2,1,1
5308,,191000,3,1,3,1,3,1,4
5309,,191001,2,2,2,2,4,2,2
5310,,191002,1,2,1,2,5,1,3
5311,,190000,5,2,5,1,1,1,5
5312,,190001,4,1,4,1,2,1,1
5313,,190002,3,2,3,2,3,2,4
5314,,191000,2,2,2,2,4,1,2
5315,,191001,1,2,1,1,5,1,3
5316,,191002,5,1,5,1,1,1,5
5317,,190000,4,2,4,2,2,2,1
5318,,190001,3,2,3,2,3,1,4
5319,,190002,2,2,2,1,4,1,2
5320,,191000,1,1,1,1,5,1,3
5321,,191001,5,2,5,2,1,2,5
5322,,191002,4,2,4,2,2,1,1
5323,,190000,3,2,3,1,3,1,4
5324,,190001,2,1,2,1,4,1,2
5325,,190002,1,2,1,2,5,2,3
5326,,191000,5,2,5,2,1,1,5
5327,,191001,4,2,4,1,2,1,1
5328,,191002,3,1,3,1,3,1,4
5329,,190000,2,2,2,2,4,2,2
5330,,190001,1,2,1,2,5,1,3
5331,,190002,5,2,5,1,1,1,5
5332,,191000,4,1,4,1,2,1,1
5333,,191001,3,2,3,2,3,2,4
5334,,191002,2,2,2,2,4,1,2
5335,,190000,1,2,1,1,5,1,3
5336,,190001,5,1,5,1,1,1,5
5337,,190002,4,2,4,2,2,2,1
5338,,191000,3,2,3,2,3,1,4
5339,,191001,2,2,2,1,4,1,2
5340,,191002,1,1,1,1,5,1,3
5341,,190000,5,2,5,2,1,2,5
5342,,190001,4,2,4,2,2,1,1
5343,,190002,3,2,3,1,3,1,4
5344,,191000,2,1,2,1,4,1,2
5345,,191001,1,2,1,2,5,2,3
5346,,191002,5,2,5,2,1,1,5
5347,,190000,4,2,4,1,2,1,1
5348,,190001,3,1,3,1,3,1,4
5349,,190002,2,2,2,2,4,2,2
5350,,191000,1,2,1,2,5,1,3
5351,,191001,5,2,5,1,1,1,5
5352,,191002,4,1,4,1,2,1,1
5353,,190000,3,2,3,2,3,2,4
5354,,190001,2,2,2,2,4,1,2
5355,,190002,1,2,1,1,5,1,3
5356,,191000,5,1,5,1,1,1,5
5357,,191001,4,2,4,2,2,2,1
5358,,191002,3,2,3,2,3,1,4
5359,,190000,2,2,2,1,4,1,2
5360,,190001,1,1,1,1,5,1,3
5361,,190002,5,2,5,2,1,2,5
5362,,191000,4,2,4,2,2,1,1
5363,,191001,3,2,3,1,3,1,4
5364,,191002,2,1,2,1,4,1,2
5365,,190000,1,2,1,2,5,2,3
5366,,190001,5,2,5,2,1,1,5
5367,,190002,4,2,4,1,2,1,1
5368,,191000,3,1,3,1,3,1,4
5369,,191001,2,2,2,2,4,2,2
5370,,191002,1,2,1,2,5,1,3
5371,,190000,5,2,5,1,1,1,5
5372,,190001,4,1,4,1,2,1,1
5373,,190002,3,2,3,2,3,2,4
5374,,191000,2,2,2,2,4,1,2
5375,,191001,1,2,1,1,5,1,3
5376,,191002,5,1,5,1,1,1,5
5377,,190000,4,2,4,2,2,2,1
5378,,190001,3,2,3,2,3,1,4
5379,,190002,2,2,2,1,4,1,2
5380,,191000,1,1,1,1,5,1,3
5381,,191001,5,2,5,2,1,2,5
5382,,191002,4,2,4,2,2,1,1
5383,,190000,3,2,3,1,3,1,4
5384,,190001,2,1,2,1,4,1,2
5385,,190002,1,2,1,2,5,2,3
5386,,191000,5,2,5,2,1,1,5
5387,,191001,4,2,4,1,2,1,1
5388,,191002,3,1,3,1,3,1,4
5389,,190000,2,2,2,2,4,2,2
5390,,190001,1,2,1,2,5,1,3
5391,,190002,5,2,5,1,1,1,5
5392,,191000,4,1,4,1,2,1,1
5393,,191001,3,2,3,2,3,2,4
5394,,191002,2,2,2,2,4,1,2
5395,,190000,1,2,1,1,5,1,3
5396,,190001,5,1,5,1,1,1,5
5397,,190002,4,2,4,2,2,2,1
5398,,191000,3,2,3,2,3,1,4
5399,,191001,2,2,2,1,4,1,2
5400,,191002,1,1,1,1,5,1,3
5401,,190000,5,2,5,2,1,2,5
5402,,190001,4,2,4,2,2,1,1
5403,,190002,3,2,3,1,3,1,4
5404,,191000,2,1,2,1,4,1,2
5405,,191001,1,2,1,2,5,2,3
5406,,191002,5,2,5,2,1,1,5
5407,,190000,4,2,4,1,2,1,1
5408,,190001,3,1,3,1,3,1,4
5409,,190002,2,2,2,2,4,2,2
5410,,191000,1,2,1,2,5,1,3
5411,,191001,5,2,5,1,1,1,5
5412,,191002,4,1,4,1,2,1,1
5413,,190000,3,2,3,2,3,2,4
5414,,190001,2,2,2,2,4,1,2
5415,,190002,1,2,1,1,5,1,3
5416,,191000,5,1,5,1,1,1,5
5417,,191001,4,2,4,2,2,2,1
5418,,191002,3,2,3,2,3,1,4
5419,,190000,2,2,2,1,4,1,2
5420,,190001,1,1,1,1,5,1,3
5421,,190002,5,2,5,2,1,2,5
5422,,191000,4,2,4,2,2,1,1
5423,,191001,3,2,3,1,3,1,4
5424,,191002,2,1,2,1,4,1,2
5425,,190000,1,2,1,2,5,2,3
5426,,190001,5,2,5,2,1,1,5
5427,,190002,4,2,4,1,2,1,1
5428,,191000,3,1,3,1,3,1,4
5429,,191001,2,2,2,2,4,2,2
5430,,191002,1,2,1,2,5,1,3
5431,,190000,5,2,5,1,1,1,5
5432,,190001,4,1,4,1,2,1,1
5433,,190002,3,2,3,2,3,2,4
5434,,191000,2,2,2,2,4,1,2
5435,,191001,1,2,1,1,5,1,3
5436,,191002,5,1,5,1,1,1,5
5437,,190000,4,2,4,2,2,2,1
5438,,190001,3,2,3,2,3,1,4
5439,,190002,2,2,2,1,4,1,2
5440,,191000,1,1,1,1,5,1,3
5441,,191001,5,2,5,2,1,2,5
5442,,191002,4,2,4,2,2,1,1
5443,,190000,3,2,3,1,3,1,4
5444,,190001,2,1,2,1,4,1,2
5445,,190002,1,2,1,2,5,2,3
5446,,191000,5,2,5,2,1,1,5
5447,,191001,4,2,4,1,2,1,1
5448,,191002,3,1,3,1,3,1,4
5449,,190000,2,2,2,2,4,2,2
5450,,190001,1,2,1,2,5,1,3
5451,,190002,5,2,5,1,1,1,5
5452,,191000,4,1,4,1,2,1,1
5453,,191001,3,2,3,2,3,2,4
5454,,191002,2,2,2,2,4,1,2
5455,,190000,1,2,1,1,5,1,3
5456,,190001,5,1,5,1,1,1,5
5457,,190002,4,2,4,2,2,2,1
5458,,191000,3,2,3,2,3,1,4
5459,,191001,2,2,2,1,4,1,2
5460,,191002,1,1,1,1,5,1,3
5461,,190000,5,2,5,2,1,2,5
5462,,190001,4,2,4,2,2,1,1
5463,,190002,3,2,3,1,3,1,4
5464,,191000,2,1,2,1,4,1,2
5465,,191001,1,2,1,2,5,2,3
5466,,191002,5,2,5,2,1,1,5
5467,,190000,4,2,4,1,2,1,1
5468,,190001,3,1,3,1,3,1,4
5469,,190002,2,2,2,2,4,2,2
5470,,191000,1,2,1,2,5,1,3
5471,,191001,5,2,5,1,1,1,5
5472,,191002,4,1,4,1,2,1,1
5473,,190000,3,2,3,2,3,2,4
5474,,190001,2,2,2,2,4,1,2
5475,,190002,1,2,1,1,5,1,3
5476,,191000,5,1,5,1,1,1,5
5477,,191001,4,2,4,2,2,2,1
5478,,191002,3,2,3,2,3,1,4
5479,,190000,2,2,2,1,4,1,2
5480,,190001,1,1,1,1,5,1,3
5481,,190002,5,2,5,2,1,2,5
5482,,191000,4,2,4,2,2,1,1
5483,,191001,3,2,3,1,3,1,4
5484,,191002,2,1,2,1,4,1,2
5485,,190000,1,2,1,2,5,2,3
5486,,190001,5,2,5,2,1,1,5
5487,,190002,4,2,4,1,2,1,1
5488,,191000,3,1,3,1,3,1,4
5489,,191001,2,2,2,2,4,2,2
5490,,191002,1,2,1,2,5,1,3
5491,,190000,5,2,5,1,1,1,5
5492,,190001,4,1,4,1,2,1,1
5493,,190002,3,2,3,2,3,2,4
5494,,191000,2,2,2,2,4,1,2
5495,,191001,1,2,1,1,5,1,3
5496,,191002,5,1,5,1,1,1,5
5497,,190000,4,2,4,2,2,2,1
5498,,190001,3,2,3,2,3,1,4
5499,,190002,2,2,2,1,4,1,2
5500,,191000,1,1,1,1,5,1,3
5501,,191001,5,2,5,2,1,2,5
5502,,191002,4,2,4,2,2,1,1
5503,,190000,3,2,3,1,3,1,4
5504,,190001,2,1,2,1,4,1,2
5505,,190002,1,2,1,2,5,2,3
5506,,191000,5,2,5,2,1,1,5
5507,,191001,4,2,4,1,2,1,1
5508,,191002,3,1,3,1,3,1,4
5509,,190000,2,2,2,2,4,2,2
5510,,190001,1,2,1,2,5,1,3
5511,,190002,5,2,5,1,1,1,5
5512,,191000,4,1,4,1,2,1,1
5513,,191001,3,2,3,2,3,2,4
5514,,191002,2,2,2,2,4,1,2
5515,,190000,1,2,1,1,5,1,3
5516,,190001,5,1,5,1,1,1,5
5517,,190002,4,2,4,2,2,2,1
5518,,191000,3,2,3,2,3,1,4
5519,,191001,2,2,2,1,4,1,2
5520,,191002,1,1,1,1,5,1,3
5521,,190000,5,2,5,2,1,2,5
5522,,190001,4,2,4,2,2,1,1
5523,,190002,3,2,3,1,3,1,4
5524,,191000,2,1,2,1,4,1,2
5525,,191001,1,2,1,2,5,2,3
5526,,191002,5,2,5,2,1,1,5
5527,,190000,4,2,4,1,2,1,1
5528,,190001,3,1,3,1,3,1,4
5529,,190002,2,2,2,2,4,2,2
5530,,191000,1,2,1,2,5,1,3
5531,,191001,5,2,5,1,1,1,5
5532,,191002,4,1,4,1,2,1,1
5533,,190000,3,2,3,2,3,2,4
5534,,190001,2,2,2,2,4,1,2
5535,,190002,1,2,1,1,5,1,3
5536,,191000,5,1,5,1,1,1,5
5537,,191001,4,2,4,2,2,2,1
5538,,191002,3,2,3,2,3,1,4
5539,,190000,2,2,2,1,4,1,2
5540,,190001,1,1,1,1,5,1,3
5541,,190002,5,2,5,2,1,2,5
5542,,191000,4,2,4,2,2,1,1
5543,,191001,3,2,3,1,3,1,4
5544,,191002,2,1,2,1,4,1,2
5545,,190000,1,2,1,2,5,2,3
5546,,190001,5,2,5,2,1,1,5
5547,,190002,4,2,4,1,2,1,1
5548,,191000,3,1,3,1,3,1,4
5549,,191001,2,2,2,2,4,2,2
5550,,191002,1,2,1,2,5,1,3
5551,,190000,5,2,5,1,1,1,5
5552,,190001,4,1,4,1,2,1,1
5553,,190002,3,2,3,2,3,2,4
5554,,191000,2,2,2,2,4,1,2
5555,,191001,1,2,1,1,5,1,3
5556,,191002,5,1,5,1,1,1,5
5557,,190000,4,2,4,2,2,2,1
5558,,190001,3,2,3,2,3,1,4
5559,,190002,2,2,2,1,4,1,2
5560,,191000,1,1,1,1,5,1,3
5561,,191001,5,2,5,2,1,2,5
5562,,191002,4,2,4,2,2,1,1
5563,,190000,3,2,3,1,3,1,4
5564,,190001,2,1,2,1,4,1,2
5565,,190002,1,2,1,2,5,2,3
5566,,191000,5,2,5,2,1,1,5
5567,,191001,4,2,4,1,2,1,1
5568,,191002,3,1,3,1,3,1,4
5569,,190000,2,2,2,2,4,2,2
5570,,190001,1,2,1,2,5,1,3
5571,,190002,5,2,5,1,1,1,5
5572,,191000,4,1,4,1,2,1,1
5573,,191001,3,2,3,2,3,2,4
5574,,191002,2,2,2,2,4,1,2
5575,,190000,1,2,1,1,5,1,3
5576,,190001,5,1,5,1,1,1,5
5577,,190002,4,2,4,2,2,2,1
5578,,191000,3,2,3,2,3,1,4
5579,,191001,2,2,2,1,4,1,2
5580,,191002,1,1,1,1,5,1,3
5581,,190000,5,2,5,2,1,2,5
5582,,190001,4,2,4,2,2,1,1
5583,,190002,3,2,3,1,3,1,4
5584,,191000,2,1,2,1,4,1,2
5585,,191001,1,2,1,2,5,2,3
5586,,191002,5,2,5,2,1,1,5
5587,,190000,4,2,4,1,2,1,1
5588,,190001,3,1,3,1,3,1,4
5589,,190002,2,2,2,2,4,2,2
5590,,191000,1,2,1,2,5,1,3
5591,,191001,5,2,5,1,1,1,5
5592,,191002,4,1,4,1,2,1,1
5593,,190000,3,2,3,2,3,2,4
5594,,190001,2,2,2,2,4,1,2
5595,,190002,1,2,1,1,5,1,3
5596,,191000,5,1,5,1,1,1,5
5597,,191001,4,2,4,2,2,2,1
5598,,191002,3,2,3,2,3,1,4
5599,,190000,2,2,2,1,4,1,2
5600,,190001,1,1,1,1,5,1,3
5601,,190002,5,2,5,2,1,2,5
5602,,191000,4,2,4,2,2,1,1
5603,,191001,3,2,3,1,3,1,4
5604,,191002,2,1,2,1,4,1,2
5605,,190000,1,2,1,2,5,2,3
5606,,190001,5,2,5,2,1,1,5
5607,,190002,4,2,4,1,2,1,1
5608,,191000,3,1,3,1,3,1,4
5609,,191001,2,2,2,2,4,2,2
5610,,191002,1,2,1,2,5,1,3
5611,,190000,5,2,5,1,1,1,5
5612,,190001,4,1,4,1,2,1,1
5613,,190002,3,2,3,2,3,2,4
5614,,191000,2,2,2,2,4,1,2
5615,,191001,1,2,1,1,5,1,3
5616,,191002,5,1,5,1,1,1,5
5617,,190000,4,2,4,2,2,2,1
5618,,190001,3,2,3,2,3,1,4
5619,,190002,2,2,2,1,4,1,2
5620,,191000,1,1,1,1,5,1,3
5621,,191001,5,2,5,2,1,2,5
5622,,191002,4,2,4,2,2,1,1
5623,,190000,3,2,3,1,3,1,4
5624,,190001,2,1,2,1,4,1,2
5625,,190002,1,2,1,2,5,2,3
5626,,191000,5,2,5,2,1,1,5
5627,,191001,4,2,4,1,2,1,1
5628,,191002,3,1,3,1,3,1,4
5629,,190000,2,2,2,2,4,2,2
5630,,190001,1,2,1,2,5,1,3
5631,,190002,5,2,5,1,1,1,5
5632,,191000,4,1,4,1,2,1,1
5633,,191001,3,2,3,2,3,2,4
5634,,191002,2,2,2,2,4,1,2
5635,,190000,1,2,1,1,5,1,3
5636,,190001,5,1,5,1,1,1,5
5637,,190002,4,2,4,2,2,2,1
5638,,191000,3,2,3,2,3,1,4
5639,,191001,2,2,2,1,4,1,2
5640,,191002,1,1,1,1,5,1,3
5641,,190000,5,2,5,2,1,2,5
5642,,190001,4,2,4,2,2,1,1
5643,,190002,3,2,3,1,3,1,4
5644,,191000,2,1,2,1,4,1,2
5645,,191001,1,2,1,2,5,2,3
5646,,191002,5,2,5,2,1,1,5
5647,,190000,4,2,4,1,2,1,1
5648,,190001,3,1,3,1,3,1,4
5649,,190002,2,2,2,2,4,2,2
5650,,191000,1,2,1,2,5,1,3
5651,,191001,5,2,5,1,1,1,5
5652,,191002,4,1,4,1,2,1,1
5653,,190000,3,2,3,2,3,2,4
5654,,190001,2,2,2,2,4,1,2
5655,,190002,1,2,1,1,5,1,3
5656,,191000,5,1,5,1,1,1,5
5657,,191001,4,2,4,2,2,2,1
5658,,191002,3,2,3,2,3,1,4
5659,,190000,2,2,2,1,4,1,2
5660,,190001,1,1,1,1,5,1,3
5661,,190002,5,2,5,2,1,2,5
5662,,191000,4,2,4,2,2,1,1
5663,,191001,3,2,3,1,3,1,4
5664,,191002,2,1,2,1,4,1,2
5665,,190000,1,2,1,2,5,2,3
5666,,190001,5,2,5,2,1,1,5
5667,,190002,4,2,4,1,2,1,1
5668,,191000,3,1,3,1,3,1,4
5669,,191001,2,2,2,2,4,2,2
5670,,191002,1,2,1,2,5,1,3
5671,,190000,5,2,5,1,1,1,5
5672,,190001,4,1,4,1,2,1,1
5673,,190002,3,2,3,2,3,2,4
5674,,191000,2,2,2,2,4,1,2
5675,,191001,1,2,1,1,5,1,3
5676,,191002,5,1,5,1,1,1,5
5677,,190000,4,2,4,2,2,2,1
5678,,190001,3,2,3,2,3,1,4
5679,,190002,2,2,2,1,4,1,2
5680,,191000,1,1,1,1,5,1,3
5681,,191001,5,2,5,2,1,2,5
5682,,191002,4,2,4,2,2,1,1
5683,,190000,3,2,3,1,3,1,4
5684,,190001,2,1,2,1,4,1,2
5685,,190002,1,2,1,2,5,2,3
5686,,191000,5,2,5,2,1,1,5
5687,,191001,4,2,4,1,2,1,1
5688,,191002,3,1,3,1,3,1,4
5689,,190000,2,2,2,2,4,2,2
5690,,190001,1,2,1,2,5,1,3
5691,,190002,5,2,5,1,1,1,5
5692,,191000,4,1,4,1,2,1,1
5693,,191001,3,2,3,2,3,2,4
5694,,191002,2,2,2,2,4,1,2
5695,,190000,1,2,1,1,5,1,3
5696,,190001,5,1,5,1,1,1,5
5697,,190002,4,2,4,2,2,2,1
5698,,191000,3,2,3,2,3,1,4
5699,,191001,2,2,2,1,4,1,2
5700,,191002,1,1,1,1,5,1,3
5701,,190000,5,2,5,2,1,2,5
