INDEX,ISLEFT,DIALOG,NEXT,MODEL,SCALE,OFFSET,BACKUP,SOUND
5002005,0,哼！你们这些凡人蝼蚁怎么会懂得[ff9900]星相石[FFFFFF]的神奇！又怎么能体会它所带来的力量！,0,30109,1,0,0,0
5002006,1,不好，花卿姐姐执念入心，受到[ff9900]星相石[FFFFFF]反噬， 竟已入魔了！,5002007,50001,1.6,0,0,0
5002007,1,无双，她现在已经不是你的花卿姐姐，而是群妖之首，万魔之尊的阴姬。,5002008,50101,1.6,0,0,0
5002008,1,必须阻止她强行炼化[ff9900]星相石[FFFFFF]之力，否则花卿姐姐将永坠魔道！,5002009,50001,1.6,0,0,0
5002009,0,不自量力！,5002010,30109,1,0,0,0
5002010,0,现在我[ff9900]星相石[FFFFFF]在手，就凭你们，也想阻止我么？,0,30109,1,0,0,0
5002011,0,你们...冥顽不灵！我不过是想要我的槐郎回来！,5002012,30109,1,0,0,0
5002012,0,花卿姐姐，天道轮回，生死有序，[ff9900]星相石[FFFFFF]虽有无穷威能，却也无法让槐夙哥哥死而复生啊！,5002013,50001,1.6,0,0,0
5002013,0,哈哈哈！（她绝望的笑了起来…）我不信…,5002014,30109,1,0,0,0
5002014,0,没了槐郎的五境世界，还有什么意义？（星相石在她手中发出刺眼的光芒。）,5002015,30109,1,0,0,0
5002015,0,既然不能同生…那便共死吧！！,0,30109,1,0,0,Sound/dub/jiang01
5000001,0,无双姐姐快醒醒，大事不好了！,5000002,30053,1.6,0,0,0
5000002,1,咦？僵僵，你怎么从封灵符中出来了？出什么大事了？,5000003,50001,1.6,0,0,Sound/dub/jiang02
5000003,0,阴姬强行炼化[FF9900]星相石[FFFFFF]，被星相神力反噬坠入了魔道，号令天下妖魔，将五境大陆搅得天翻地覆。,5000004,30053,1.6,0,0,0
5000004,1,五境竟有这样的大妖魔？！为何宗门中一点消息也没有收到？僵僵，你是从何得知的？,5000005,50001,1.6,0,0,0
5000005,0,无双姐姐，我是另一个世界僵僵的魂体。而那个世界的五境大陆已经被阴姬引爆[FF9900]星相石[FFFFFF]摧毁了。,5000006,30053,1.6,0,0,0
5000006,1,怎么可能！？五境大陆居然能被摧毁？！[FF9900]星相石[FFFFFF]究竟是什么，居然有如此威力？！,5000007,50001,1.6,0,0,0
5000007,0,[FF9900]星相石[FFFFFF]乃是混沌初开时凝结天地之灵的本源精华，阴姬引爆它引起整个世界灵气动荡，五境大陆就…就崩溃了...（远处传来隆隆之声）…,5000008,30053,1.6,0,0,0
5000008,0,哎呀！糟糕！那个世界的妖魔竟也穿过了时空间隙，追击到了这里！,0,30053,1.6,0,0,Sound/dub/jiang03
5000009,0,这些妖物已魔化，暴虐无比，必须向封灵盟请求高阶封灵师的支援！（向空中发出一枚耀眼的飞书符）,5000010,30053,1.6,0,0,0
5000010,0,尔等发书求助所谓何事？咦~！这镇中魔气弥漫，竟是魔化妖物！,5000011,30098,1.6,0,0,0
5000011,0,灵师莫慌，吾辈三人攻守兼备，必可助灵师封妖除魔！,5000012,30098,1.6,0,0,0
5000012,1,虽然听不懂你在说什么，但封妖除魔乃是封灵师职责所在，无双定当尽力！,5000013,50001,1.6,0,0,0
5000013,0,点击即可移动到前方的位置！！,5000014,30053,1.6,0,0,0
5000014,0,吾乃火岩之躯，防御力极高，在前为各位挡住对方攻击，御火剑使负责攻击输出，辅助补充就交给天师了！我们上！,0,30098,1.6,0,0,0
5000015,1,魔化的妖魔果然相当棘手，若不是有诸位相助，无双恐怕难以应付。,5000016,50001,1.6,0,0,0
5000016,0,此等小事不足挂齿。不过小姑娘，封灵师没有灵将可不行哦！,5000017,30117,1.6,0,0,0
5000017,1,多谢提点，无双谨记！（目送对方离开）,5000018,50001,1.6,0,0,0
5000018,0,无双姐姐！这...这妖魔居然掉落了[FF9900]星相石碎片[FFFFFF]！,5000019,30053,1.6,0,0,0
5000019,0,原来如此！封灵盟的封灵师们耗尽修为，也只能把僵僵的魂体送来这个世界，而这些妖魔融合了[FF9900]星相石碎片[FFFFFF]在体内，竟能以本体穿过时空间隙。,5000020,30053,1.6,0,0,0
5000020,0,无双姐姐，这些妖魔很快就会被[FF9900]星相石碎片[FFFFFF]反噬，变得更加暴虐，我们不能纵虎归山！,5000021,30053,1.6,0,0,0
5000021,1,你不说，我也不打算放过这些肆虐的妖魔！,0,50001,1.6,0,0,0
5000022,0,无双姐姐，僵僵现在是魂体，无法上阵作战，你需要新的灵将作为帮手。,0,30053,1.6,0,0,0
5000023,0,封灵盟在各大城市都设有专供封灵师召唤灵将的商城，可以凭借各类符令快速召唤灵将！连传说中的[FF9900]橙色灵将[FFFFFF]也有机会获得哦！,5000024,30053,1.6,0,0,0
5000024,1,[FF9900]橙色灵将[FFFFFF]！那可是上古神魔之灵，是每个封灵师梦寐以求的灵将！封灵盟真是厉害啊！,5000025,50001,1.6,0,0,0
5000025,1,可惜我没有金符令，这高阶召唤恐怕…,5000026,50001,1.6,0,0,0
5000026,0,无双姐姐别担心！元宝可以购买高阶召唤的次数，而且十连召唤必得[FF9900]橙色灵将[FFFFFF]或紫色灵将噢！,5000027,30053,1.6,0,0,0
5000027,0,不过封灵盟对首次进入商城的封灵师免费开放一次召唤灵将的机会，无双姐姐快去试试吧！,0,30053,1.6,0,0,0
5000028,0,哇！无双姐姐真棒！召唤到了紫色灵将！它们是仅次于[FF9900]橙色灵将[FFFFFF]的高阶灵将呢！,5000029,30053,1.6,0,0,0
5000029,0,主人，在下是五境三仙之一的虎力大仙，最大的特长就是防御力不错！,5000030,30079,1.6,0,0,0
5000030,0,哈哈，无双姐姐，虎力大仙是盾型灵将，俗称T或坦克，是队伍不可或缺的坚实盾牌，他会为你挡住敌方的枪林弹雨的！,5000031,30053,1.6,0,0,0
5000031,0,快让他上阵吧！,0,30053,1.6,0,0,0
5000032,0,无双姐姐快看！战斗力刷刷的就上去了！灵将果然是封灵师力量之源！,5000033,30053,1.6,0,0,0
5000033,0,虎力大仙虽然是盾型灵将，攻击力比输出型灵将稍逊一筹，但比辅助型的奶妈…,5000034,30053,1.6,0,0,0
5000034,0,哼！如果让我和[FF9900][cc33ff]鹿力大仙[ffffff][FFFFFF]同时上阵，战斗力可是会提升不少的！,5000035,30079,1.6,0,0,0
5000035,0,没错没错！灵将之间有非常微妙的[FF9900]缘分[FFFFFF]联系。,5000036,30053,1.6,0,0,0
5000036,0,上阵灵将和缘分助战的灵将恰好是相互有[FF9900]缘分[FFFFFF]联系时，战斗力又会得到提升！,5000037,30053,1.6,0,0,0
5000037,1,原来还有这么多讲究！只是这两位大仙要从何而得呢？,5000038,50001,1.6,0,0,0
5000038,0,主人，[FF9900][cc33ff]鹿力大仙[ffffff][FFFFFF]本是我好友，我愿前往说服他。若能得它成为灵将，我们又可多一位助力！,5000039,30079,1.6,0,0,0
5000039,1,如此甚好！不知它现在何处？,5000098,50001,1.6,0,0,0
5000098,0,我与他联系时，他正在深处密林【1-4】，不过他的状态有些奇怪。,5000099,30079,1.6,0,0,0
5000099,0,莫非受到了妖魔的袭击，事不宜迟，我们现在就去找[FF9900][cc33ff]鹿力大仙[ffffff][FFFFFF]！,0,50001,1.6,0,0,0
5000040,0,无双姐姐你看，有了灵将上阵后，你就获得了他们的主体技能！再也不用像以前那样和妖魔肉搏了！,5000041,30053,1.6,0,0,Sound/dub/jiang06
5000041,1,这才是封灵师该有的战斗手段嘛！,5000042,50001,1.6,0,0,0
5000042,0,如果是[FF9900]橙色灵将[FFFFFF]，这个技能就更加了不得了，那可是传说中的法宝技！战斗力超群！,5000043,30053,1.6,0,0,0
5000043,1,嘿嘿，千里之行始于足下，馒头会有的，[FF9900]橙色灵将[FFFFFF]也会有的！,0,50001,1.6,0,0,0
5000044,0,哈哈！三星！无双姐姐不愧是最强封灵师！,5000045,30053,1.6,0,0,0
5000045,1,什么三星？,5000046,50001,1.6,0,0,0
5000046,0,战斗三星啊！封灵盟根据封灵师封妖除魔的完成程度划分了战斗完成星级，获得的星级越高，拿到的星级宝箱越多，奖励也越丰厚呢！,5000047,30053,1.6,0,0,0
5000047,1,僵僵，按顺序讲事情，星级宝箱又是什么？,5000048,50001,1.6,0,0,0
5000048,0,嘿嘿，星级宝箱是封灵盟为了鼓励封灵师们不断提高自身修为而设立的奖励宝箱，只有优秀的封灵师才能拿到。,5000049,30053,1.6,0,0,0
5000049,0,将成为最强封灵师的无双姐姐，快打开宝箱看看有什么奖励吧！,0,30053,1.6,0,0,Sound/dub/jiang07
5000050,0,主人，请为在下升级吧！,5000051,30079,1.6,0,0,0
5000051,1,咦？灵将可以升级么？,5000052,50001,1.6,0,0,0
5000052,0,当然可以呀！灵将除了天生的品质和类型外，是可以通过后天的培养获得提升，变得更强。,5000053,30053,1.6,0,0,0
5000053,0,比如灵将可以通过吞噬升级，升级后的灵将当然也会更加厉害！,0,30053,1.6,0,0,0
5000054,0,吼！我感觉到了力量的涌动！,0,30079,1.6,0,0,0
5000055,1,看来虎力大仙已经等不及要去给那些妖魔一个教训了！,0,50001,1.6,0,0,0
5000056,1,咦，似乎又可以领取一个星级宝箱了，和之前那个不太一样呢。,5000057,50001,1.6,0,0,0
5000057,0,封灵盟在各个地方都设立了三个等级的星级宝箱，只有最棒的封灵师才能全部获得！,5000058,30053,1.6,0,0,0
5000058,1,那我可要加油了！,0,50001,1.6,0,0,0
5000059,0,哇！封灵盟真是大手笔啊，居然拿突破石作为奖励！,5000060,30053,1.6,0,0,0
5000060,0,快！无双姐姐，现在有了突破石，我们可以突破啦！,5000061,30053,1.6,0,0,0
5000061,1,突破？莫非又是灵将的一种培养？,5000062,50001,1.6,0,0,0
5000062,0,灵将当然需要培养，但是封灵师本身的提升也很重要。否则灵将受到封灵师等级的限制，也很难有提升的余地。,5000063,30053,1.6,0,0,0
5000063,0,所以还是无双姐姐先突破吧！突破后战斗力会有大幅提升哦！,0,30053,1.6,0,0,0
5000064,1,这…这突破果然好厉害，我觉得修为似乎精进了一层！,5000065,50001,1.6,0,0,0
5000065,0,恭喜主人修为大进！,5000066,30079,1.6,0,0,0
5000066,1,哈哈哈，虎力大仙这是在羡慕呢！,5000067,50001,1.6,0,0,0
5000067,0,嘻嘻，下次就给大仙突破！现在我要去镇外试试这突破的效果！,0,30053,1.6,0,0,0
5000068,0,封灵师？真是大补之物啊！正好填补本大仙的五脏庙了！,5000069,30082,1.6,0,0,0
5000069,0,[cc33ff]鹿力大仙[ffffff]！你…你怎么变成这副模样？,5000070,30079,1.6,0,0,0
5000070,0,不好了，[cc33ff]鹿力大仙[ffffff]受到了[FF9900]星相石碎片[FFFFFF]的反噬，走火入魔了！无双姐姐，我们要不要飞书封灵盟？,5000071,30053,1.6,0,0,0
5000071,0,虽说是魔化的妖物，我们二人难道还没有一战之力么？,5000072,50001,1.6,0,0,0
5000072,0,此妖物魔化的已十分厉害，二位最好不要以身犯险。,5000073,30099,1.6,0,0,0
5000073,0,还好我等接到封灵盟此处分部的传讯，在此巡逻，否则这魔物还不知道要作孽多久呢！,5000100,30102,1.6,0,0,0
5000100,0,没错，这妖魔已然有了魔化之躯，皮粗肉糙的程度远超你们预料，还是让我们这种专业的持续破防攻击队伍助二人一臂之力吧！,5000101,30111,1.6,0,0,0
5000101,0,老白放诅咒！[FF9900]傀儡魔甲[FFFFFF]破防！我来给他们放点血~这妖魔虽然防御力高，但是吾等技能伤害正是无视防御的，遇到我们三人算他大限已到！,0,30099,1.6,0,0,0
5000074,1,果然不出所料，这些赤目凶残的妖物都是受到了[FF9900]星相石碎片[FFFFFF]反噬而逐渐魔化的。,5000075,50001,1.6,0,0,0
5000075,0,小小的一片[FF9900]星相石碎片[FFFFFF]就有这般威能，想想都觉得可怕。,5000076,30053,1.6,0,0,0
5000076,1,所以它才是我们阻止阴姬的依仗！我们必须收集够一百零八枚！,5000077,50001,1.6,0,0,0
5000077,0,这[FF9900]星相石碎片[FFFFFF]端的霸道，我竟无法挣脱它的反噬，多亏上师搭救，本仙愿奉上师为主。,5000078,30082,1.6,0,0,0
5000078,0,[cc33ff]鹿力大仙[ffffff]既然自愿认主，那待吾等交付任务后，会以灵将宝箱的形式奖励与你，莫要担心。,5000079,30111,1.6,0,0,0
5000079,0,此事已了，吾等就不再久留！最近妖魔作乱，灵师只有一位灵将可有点危险啊，要多加小心咯！告辞！,5000102,30099,1.6,0,0,0
5000102,0,多谢三位仙君相助！,0,50001,1.6,0,0,0
5000080,0,像这样魔化的妖物不知还有多少...无双姐姐，你一定要阻止阴姬，挽救五境大陆。,5000081,30053,1.6,0,0,0
5000081,0,五境将毁，人人责无旁贷，但我只是一名初级封灵师，怎么能阻止阴姬那样的大妖魔？,5000082,30053,1.6,0,0,0
5000082,1,无双姐姐很厉害的，会成为最强封灵师！况且现在我们还有了[FF9900]星相石碎片[FFFFFF]！,5000083,50001,1.6,0,0,0
5000083,0,只要收集足够一百零八枚[FF9900]星相石碎片[FFFFFF]，就可以获得星相神力，阻止阴姬肯定不在话下！,5000084,30053,1.6,0,0,0
5000084,0,还有封灵盟！封灵盟中的众多封灵师们绝不会坐视不理。无双姐姐，你不是一个人战斗哦！,5000085,30053,1.6,0,0,0
5000085,0,封灵盟？那是什么？,5000086,30053,1.6,0,0,0
5000086,0,封灵盟是十分古老的封灵师组织，以镇魔卫道为宗旨，一旦妖魔作乱，封灵盟便发布相应的除魔任务！只要完成任务，就可以领取丰厚的奖励！,5000087,50001,1.6,0,0,0
5000087,0,我们正好完成了一个任务，快去领取任务奖励吧！,5000088,30053,1.6,0,0,0
5000088,1,任务奖励果然是灵将宝箱呢！！看来我们又要有一位伙伴加入了！,5000089,50001,1.6,0,0,0
5000089,0,快打开看看是不是[cc33ff]鹿力大仙[ffffff]吧！,0,30053,1.6,0,0,0
5000090,1,哈哈，说曹操，曹操到，果然是[cc33ff]鹿力大仙[ffffff]！它可是位奶妈，这下不愁补充血量啦！,5000091,50001,1.6,0,0,0
5000091,0,真是太棒啦！不过无双姐姐，同时召唤两位灵将需要封灵师[FF9900]9级[FFFFFF]，我们还需要更加努力啊！,0,30053,1.6,0,0,0
5000092,0,无双姐姐，下一个任务也非常适合我们呢！会奖励一件武器呢！,5000093,30053,1.6,0,0,0
5000093,1,真的么？没有趁手的武器确实能难发挥实力，如果拿到这件武器，可就解了我的燃眉之急。,5000094,50001,1.6,0,0,0
5000094,0,完成任务的地点恰巧是赤壁谷道【2-3】，我与猫道长约好，就在那里汇合，他会带着上官哥哥来。距这里仅三站地啦！,5000095,30053,1.6,0,0,0
5000095,1,猫道长？上官？那是你的朋友么？,5000096,50001,1.6,0,0,0
5000096,0,是我们未来战斗必不可少的小伙伴，可靠的战友！,5000097,30053,1.6,0,0,0
5000097,1,原来如此！那我就边打怪升级边等他们吧！,0,50001,1.6,0,0,Sound/dub/jiang01
5000501,0,上官快醒醒，大事不好了！,5000502,30026,1.6,0,0,0
5000502,1,咦？猫道长，你怎么从封灵符中出来了？出什么大事了？,5000503,50101,1.6,0,0,Sound/dub/jiang02
5000503,0,花卿强行炼化[FF9900]星相石[FFFFFF]，被星相神力反噬坠入了魔道，以阴姬之名号令天下妖魔，将五境大陆被搅得天翻地覆。,5000504,30026,1.6,0,0,0
5000504,1,五境竟有这样的大妖魔？！那些封灵宗门怎么一点反应也没有？猫道长，你是从何得知的？,5000505,50101,1.6,0,0,0
5000505,0,我是另一个世界猫道长的魂体，而那个世界的五境大陆已经被阴姬引爆[FF9900]星相石[FFFFFF]摧毁了。,5000506,30026,1.6,0,0,0
5000506,1,怎么可能！？五境大陆居然能被摧毁？！[FF9900]星相石[FFFFFF]究竟是什么，居然有如此威力？！,5000507,50101,1.6,0,0,0
5000507,0,[FF9900]星相石[FFFFFF]乃是混沌初开时凝结天地之灵的本源精华，阴姬引爆它引起整个世界灵气动荡，五境大陆因此而毁...（远处传来隆隆之声）…,5000508,30026,1.6,0,0,0
5000508,0,糟糕！那个世界的妖魔竟也穿过了时空间隙，追击到了这里！,0,30026,1.6,0,0,Sound/dub/jiang03
5000509,0,这些妖物已魔化，暴虐无比，必须向封灵盟请求高阶封灵师的支援！（向空中发出一枚耀眼的飞书符）,5000510,30026,1.6,0,0,0
5000510,0,尔等发书求助所谓何事？咦~！这镇中魔气弥漫，竟是魔化妖物！,5000511,30098,1.6,0,0,0
5000511,0,灵师莫慌，吾辈三人攻守兼备，必可助灵师封妖除魔！,5000512,30098,1.6,0,0,0
5000512,1,虽然听不懂你在说什么，但佑安镇可是我家，这些妖魔敢来我家门口撒野，必须收拾了他们！,5000513,50101,1.6,0,0,0
5000513,0,点击即可移动到前方的位置！！,5000514,30026,1.6,0,0,0
5000514,0,吾乃火岩之躯，防御力极高，在前为各位挡住对方攻击，御火剑使负责攻击输出，辅助补充就交给天师了！我们上！,0,30098,1.6,0,0,0
5000515,1,魔化的妖物真是棘手，还好有诸位仙君相助，否则我可就栽了，多谢各位了！,5000516,50101,1.6,0,0,0
5000516,0,此等小事不足挂齿。不过小家伙，封灵师没有灵将可不行哦！,5000517,30117,1.6,0,0,0
5000517,1,嘿嘿，仙君说的是！（目送对方离开）,5000518,50101,1.6,0,0,0
5000518,0,上官！你看这！这...这是[FF9900]星相石碎片[FFFFFF]！,5000519,30026,1.6,0,0,0
5000519,0,原来如此！封灵盟的封灵师们耗尽修为，也只能将我的魂体送来这个世界，而这些妖魔融合了[FF9900]星相石碎片[FFFFFF]在体内，竟能以本体穿过时空间隙。,5000520,30026,1.6,0,0,0
5000520,0,上官，这些妖魔很快就会被[FF9900]星相石碎片[FFFFFF]反噬，变得更加暴虐，我们不能纵虎归山！,5000521,30026,1.6,0,0,0
5000521,0,你不说，我也不打算放过这些嚣张的妖魔！,0,50101,1.6,0,0,0
5000522,0,上官，我现在是魂体，无法上阵作战，你需要新的灵将作为帮手。,0,30026,1.6,0,0,0
5000523,0,封灵盟在各大城市都设有专供封灵师召唤灵将的商城，可以凭借各类符令快速召唤灵将！连传说中的[FF9900]橙色灵将[FFFFFF]也有机会获得！,5000524,30026,1.6,0,0,0
5000524,1,[FF9900]橙色灵将[FFFFFF]！那可是上古神魔之灵，是每个封灵师梦寐以求的灵将！封灵盟真是厉害啊！,5000525,50101,1.6,0,0,0
5000525,1,可惜我没有金符令，这高阶召唤恐怕…,5000526,50101,1.6,0,0,0
5000526,0,别担心！元宝可以购买高阶召唤的次数，而且十连召唤必得[FF9900]橙色灵将[FFFFFF]或紫色灵将！,5000527,30026,1.6,0,0,0
5000527,0,不过封灵盟对首次进入商城的封灵师免费开放一次召唤灵将的机会，快去试试吧！,0,30026,1.6,0,0,0
5000528,0,很好！召唤到了紫色灵将！它们是仅次于[FF9900]橙色灵将[FFFFFF]的高阶灵将！,5000529,30026,1.6,0,0,0
5000529,0,主人，在下是五境三仙之一的虎力大仙，最大的特长就是防御力不错！,5000530,30079,1.6,0,0,0
5000530,0,哈哈，上官，虎力大仙是盾型灵将，俗称T或坦克，是队伍不可或缺的坚实盾牌，他会为你挡住敌方的枪林弹雨的！,5000531,30026,1.6,0,0,0
5000531,0,快让他上阵吧！,0,30026,1.6,0,0,0
5000532,0,上官快看！战斗力刷刷的就上去了！灵将果然是封灵师力量之源！,5000533,30026,1.6,0,0,0
5000533,0,虎力大仙虽然是盾型灵将，攻击力比输出型灵将稍逊一筹，但比辅助型的奶妈…,5000534,30026,1.6,0,0,0
5000534,0,哼！如果让我和[FF9900][cc33ff]鹿力大仙[ffffff][FFFFFF]同时上阵，战斗力可是会提升不少的！,5000535,30079,1.6,0,0,0
5000535,0,不错！灵将之间有非常微妙的[FF9900]缘分[FFFFFF]联系。,5000536,30026,1.6,0,0,0
5000536,0,上阵灵将和缘分助战的灵将恰好是相互有[FF9900]缘分[FFFFFF]联系时，战斗力又会得到提升！,5000537,30026,1.6,0,0,0
5000537,1,原来还有这么多讲究！只是这两位大仙要从何而得呢？,5000538,50101,1.6,0,0,0
5000538,0,主人，[FF9900][cc33ff]鹿力大仙[ffffff][FFFFFF]本是我好友，我愿前往说服他。若能得它成为灵将，我们又可多一位助力！,5000539,30079,1.6,0,0,0
5000539,0,如此甚好！不知它现在何处？,5000598,30026,1.6,0,0,0
5000598,0,我与他联系时，他正在深处密林【1-4】，不过他的状态有些奇怪。,5000599,30079,1.6,0,0,0
5000599,0,莫非受到了妖魔的袭击，事不宜迟，我们现在就去找[FF9900][cc33ff]鹿力大仙[ffffff][FFFFFF]！,0,30026,1.6,0,0,0
5000540,0,有了灵将上阵后，你就获得了他们的主体技能！再也不用像以前那样和妖魔肉搏了！,5000541,30026,1.6,0,0,Sound/dub/jiang06
5000541,1,这才是封灵师该有的战斗手段嘛！,5000542,50101,1.6,0,0,0
5000542,0,如果是[FF9900]橙色灵将[FFFFFF]，这个技能就更加了不得了，那可是传说中的法宝技！战斗力超群！,5000543,30026,1.6,0,0,0
5000543,1,嘿嘿，千里之行始于足下，馒头会有的，[FF9900]橙色灵将[FFFFFF]也会有的！,0,50101,1.6,0,0,0
5000544,0,漂亮！三星！,5000545,30026,1.6,0,0,0
5000545,1,什么三星？,5000546,50101,1.6,0,0,0
5000546,0,战斗三星！封灵盟根据封灵师封妖除魔的完成程度划分了战斗完成星级，获得的星级越高，拿到的星级宝箱越多，奖励也越丰厚！,5000547,30026,1.6,0,0,0
5000547,1,猫道长万事通，星级宝箱又是什么？,5000548,50101,1.6,0,0,0
5000548,0,嘿嘿，星级宝箱是封灵盟为了鼓励封灵师们不断提高自身修为而设立的奖励宝箱，只有优秀的封灵师才能拿到。,5000549,30026,1.6,0,0,0
5000549,0,将成为最强封灵师的上官，快打开宝箱看看有什么奖励吧！,0,30026,1.6,0,0,Sound/dub/jiang07
5000550,0,主人，请为在下升级吧！,5000551,30079,1.6,0,0,0
5000551,1,咦？灵将可以升级么？,5000552,50101,1.6,0,0,0
5000552,0,当然可以呀！灵将除了天生的品质和类型外，是可以通过后天的培养获得提升，变得更强。,5000553,30026,1.6,0,0,0
5000553,0,比如灵将可以通过吞噬升级，升级后的灵将当然也会更加厉害！,0,30026,1.6,0,0,0
5000554,0,吼！我感觉到了力量的涌动！,0,30079,1.6,0,0,0
5000555,1,看来虎力大仙已经等不及要去给那些妖魔一个教训了！,0,50101,1.6,0,0,0
5000556,1,咦，似乎又可以领取一个星级宝箱了，和之前那个不太一样呢。,5000557,50101,1.6,0,0,0
5000557,0,封灵盟在各个地方都设立了三个等级的星级宝箱，只有最棒的封灵师才能全部获得！,5000558,30026,1.6,0,0,0
5000558,1,那我可要加油了！,0,50101,1.6,0,0,0
5000559,0,啧啧！封灵盟真是大手笔啊，居然拿突破石作为奖励！,5000560,30026,1.6,0,0,0
5000560,0,快！上官，现在有了突破石，我们可以突破啦！,5000561,30026,1.6,0,0,0
5000561,1,突破？莫非又是灵将的一种培养？,5000562,50101,1.6,0,0,0
5000562,0,灵将当然需要培养，但是封灵师本身的提升也很重要。否则灵将受到封灵师等级的限制，也很难有提升的余地。,5000563,30026,1.6,0,0,0
5000563,0,所以还是你先突破吧！突破后战斗力会有大幅提升！,0,30026,1.6,0,0,0
5000564,1,这…这突破果然好厉害，我觉得修为似乎精进了一层！,5000565,50101,1.6,0,0,0
5000565,0,恭喜主人修为大进！,5000566,30079,1.6,0,0,0
5000566,0,哈哈哈，虎力大仙这是在羡慕呢！,5000567,30026,1.6,0,0,0
5000567,1,嘻嘻，下次就给大仙突破！现在我要去镇外试试这突破的效果！,0,50101,1.6,0,0,0
5000568,0,不好！这也是魔化妖物！上官！发信给封灵盟！,5000569,30026,1.6,0,0,0
5000569,0,[cc33ff]鹿力大仙[ffffff]！你…你怎么变成这副模样？,5000570,30079,1.6,0,0,0
5000570,0,不好了，[cc33ff]鹿力大仙[ffffff]受到了[FF9900]星相石碎片[FFFFFF]的反噬，走火入魔了！上官，要不要飞书封灵盟？,5000571,30026,1.6,0,0,0
5000571,0,有要叫外援么？现在我们可有两个人了，难道还没有一战之力么？,5000572,50101,1.6,0,0,0
5000572,0,此妖物魔化的已十分厉害，二位最好不要以身犯险。,5000573,30099,1.6,0,0,0
5000573,0,还好我等接到封灵盟此处分部的传讯，在此巡逻，否则这魔物还不知道要作孽多久呢！,5000600,30102,1.6,0,0,0
5000600,0,没错，这妖魔已然有了魔化之躯，皮粗肉糙的程度远超你们预料，还是让我们这种专业的持续破防攻击队伍助二人一臂之力吧！,5000601,30111,1.6,0,0,0
5000601,0,老白放诅咒！[FF9900]傀儡魔甲[FFFFFF]破防！我来给他们放点血~这妖魔虽然防御力高，但是吾等技能伤害正是无视防御的，遇到我们三人算他大限已到！,0,30099,1.6,0,0,0
5000574,0,果然不出所料，这些赤目凶残的妖物都是受到了[FF9900]星相石碎片[FFFFFF]反噬而逐渐魔化的。,5000575,30026,1.6,0,0,0
5000575,1,小小的一片[FF9900]星相石碎片[FFFFFF]就有这般威能，想想都觉得可怕。,5000576,50101,1.6,0,0,0
5000576,0,所以它才是我们阻止阴姬的依仗！我们必须收集够一百零八枚！,5000577,30026,1.6,0,0,0
5000577,0,这[FF9900]星相石碎片[FFFFFF]端的霸道，我竟无法挣脱它的反噬，多亏上师搭救，本仙愿奉上师为主。,5000578,30082,1.6,0,0,0
5000578,0,[cc33ff]鹿力大仙[ffffff]既然自愿认主，那待吾等交付任务后，会以灵将宝箱的形式奖励与你，莫要担心。,5000579,30111,1.6,0,0,0
5000579,0,此事已了，吾等就不再久留！最近妖魔作乱，灵师只有一位灵将可有点危险啊，要多加小心咯！告辞！,5000602,30099,1.6,0,0,0
5000602,0,多谢三位仙君相助！,0,50101,1.6,0,0,0
5000580,0,我身负那个世界所有封灵师的希望，上官，你一定要阻止阴姬，挽救五境大陆。,5000581,30026,1.6,0,0,0
5000581,1,我倒是想做救世大英雄，但我只是一名初级封灵师，怎么能阻止阴姬那样的大妖魔？,5000582,50101,1.6,0,0,0
5000582,0,你资质本就逆天，将会成为最强封灵师！况且现在我们还有了[FF9900]星相石碎片[FFFFFF]！,5000583,30026,1.6,0,0,0
5000583,0,只要收集足够一百零八枚[FF9900]星相石碎片[FFFFFF]，就可以获得星相神力，阻止阴姬肯定不在话下！,5000584,30026,1.6,0,0,0
5000584,0,还有封灵盟！封灵盟中的众多封灵师们绝不会坐视不理。上官，你不是一个人在战斗！,5000585,30026,1.6,0,0,0
5000585,0,封灵盟？那是什么？,5000586,50101,1.6,0,0,0
5000586,0,封灵盟是十分古老的封灵师组织，以镇魔卫道为宗旨，一旦妖魔作乱，封灵盟便发布相应的除魔任务！只要完成任务，就可以领取丰厚的奖励！,5000587,30026,1.6,0,0,0
5000587,0,我们正好完成了一个任务，快去领取任务奖励吧！,5000588,30026,1.6,0,0,0
5000588,1,任务奖励果然是灵将宝箱呢！！看来我们又要有一位伙伴加入了！,5000589,50101,1.6,0,0,0
5000589,0,快打开看看是不是[cc33ff]鹿力大仙[ffffff]吧！,0,30026,1.6,0,0,0
5000590,1,哈哈，说曹操，曹操到，果然是[cc33ff]鹿力大仙[ffffff]！它可是位奶妈，这下不愁补充血量啦！,5000591,50101,1.6,0,0,0
5000591,0,恩，很不错！不过同时召唤两位灵将需要封灵师[FF9900]9级[FFFFFF]，上官，你可不能偷懒，要加油啊！,0,30026,1.6,0,0,0
5000592,0,嘿！这任务不错！会奖励一件武器呢！你终于可以抛弃你的砍柴刀了！,5000593,30026,1.6,0,0,0
5000593,1,哇哦！太棒了！拿到这件武器，那些妖魔还不是小菜一碟！我们快去做任务！,0,50101,1.6,0,0,0
5000594,0,莫慌！完成任务的地点恰巧是赤壁谷道【2-3】，距这里不过三站之地，而且我与僵僵约好，就在那里汇合，他会带着无双前来。,0,30026,1.6,0,0,0
5000595,1,僵僵？无双？那是你的朋友么？,0,50101,1.6,0,0,0
5000596,0,是我们未来战斗必不可少的小伙伴，可靠的战友！,0,30026,1.6,0,0,0
