INDEX,NAME,TXT,DESCRIBE,PET_TYPE,FIRST_SHOW,RENDER_TYPE,CLASS,INFO,MODEL,POS_Y,ROTATION_Y,HEAD_ATLAS_NAME,HEAD_SPRITE_NAME,IS_TUJIAN_SHOW,SCALE,UI_SCALE,STAR_LEVEL,APTITUDE_LEVEL,ELEMENT_INDEX,MOVE_SPEED,LOOKBOUND,AI_TIME,SKILL_COOLDOWN,ATTACK_SKILL,BASE_ATTACK,ADD_ATTACK,BASE_BREAK_ATTACK,BREAK_ATTACK,BASE_HP,ADD_HP,BASE_BREAK_HP,BREAK_HP,BASE_MP,ADD_MP,BASE_BREAK_MP,BREAK_MP,BASE_PHYSICAL_DEFENCE,ADD_PHYSICAL_DEFENCE,BASE_BREAK_PHYSICAL_DEFENCE,BREAK_PHYSICAL_DEFENCE,BASE_MAGIC_DEFENCE,ADD_MAGIC_DEFENCE,BASE_BREAK_MAGIC_DEFENCE,BREAK_MAGIC_DEFENCE,HIT,DODGE,CRITICAL_STRIKE,CRITICAL_DERATE,ATTACK_DAMAGE,MITIGATIONG,PET_SKILL_1,PET_SKILL_2,PET_SKILL_3,PET_SKILL_4,SKILL_ACTIVE_LEVEL_1,SKILL_ACTIVE_LEVEL_2,SKILL_ACTIVE_LEVEL_3,SKILL_ACTIVE_LEVEL_4,SKILL_DESCRIPTOR,DROP_EXP,MODEL_2,MAXMANA,MATTACK_DAMAGE,SKILL,EFFECT,UI_EFFECT,SKILLPOINTS,MAX_LEVEL,MAX_LEVEL_BREAK,MAX_STRENGTH,EXP_MULRIPLE,EXP_ELEMENT_MULRIPLE,SUMMON_TIME,ACTIVE_TIME,PUNISH_TIME,LEVEL_BERAK_FLAG,ATTACK_TYPE,BASE_MAGIC_DEF,ADD_MAGIC_DEF,RELATE_ID_1,RELATE_ID_2,RELATE_ID_3,RELATE_ID_4,RELATE_ID_5,RELATE_ID_6,RELATE_ID_7,RELATE_ID_8,RELATE_ID_9,RELATE_ID_10,RELATE_ID_11,RELATE_ID_12,RELATE_ID_13,RELATE_ID_14,RELATE_ID_15,SELL_PRICE,AUTO_HP,AUTO_MP,CRITICAL_STRIKE_DAMAGE,CRITICAL_DAMAGE_DERATE,CHARM_DEF,FEAR_DEF,FREEZE_DEF,STUN_DEF,BEATBACK_DEF,KNOCKDOWN_DEF,GREEN_REDUCTION,RED_REDUCTION,BLUE_REDUCTION,SHADOW_REDUCTION,GOLD_REDUCTION,DROP_HP_MAX_NUM,DROP_HP,DROP_MP_MAX_NUM,DROP_MP,ATTACKSPEED,ATTACK_STATE_1,ATTACK_STATE_2,ATTACK_STATE_3,AFFECT_BUFFER_1,AFFECT_BUFFER_2,AFFECT_BUFFER_3,GROUP_ID,EVOLUTION_ID,EVOLUTION_GET,STORE_GET
30477,魔化武士,魔化武士,生前秉持的武士信念，死后仍未抛弃，以致执念入魔。,2,0,0,PET,4星阴,11084,0,0,AvatarAtlas,icon_mohuawushi_4_shui,0,1.1,1.1,4,10,1,5.4,11,0.05,0.95,400050,2072,0,0,0,22493,0,0,0,0,0,0,0,799,0,0,0,800,0,0,0,11000,0,0,0,0,0,101084,102084,0,0,0,0,0,0,0,0,monster_devil,200,0,0,0,0,0,120,15,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000002#3000,0,2,20000,0,0,0,0,0,0,0,0,0,0,0,0,1,20,1,10,0,0,0,0,0,0,0,0,0,0,0
30478,魔化武士,魔化武士,生前秉持的武士信念，死后仍未抛弃，以致执念入魔。,2,0,0,PET,4星阴,11084,0,0,AvatarAtlas,icon_mohuawushi_4_shui,0,1.1,1.1,4,10,1,5.4,11,0.05,0.95,400050,2239,0,0,0,21278,0,0,0,0,0,0,0,756,0,0,0,757,0,0,0,11000,0,0,0,0,0,101084,102084,0,0,0,0,0,0,0,0,monster_devil,200,0,0,0,0,0,120,15,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000002#3000,0,2,20000,0,0,0,0,0,0,0,0,0,0,0,0,1,20,1,10,0,0,0,0,0,0,0,0,0,0,0
30479,三头怪鸟,三头怪鸟,火境守卫的神兽，传说曾因为过于逆天而被天神砍掉了七个脑袋，剩下三只。,1,0,0,PET,4星火,11085,0.4,0,AvatarAtlas,icon_guainia_4_huo,0,0.9,0.9,4,10,0,5.4,11,0.05,0.95,400053,114,0,0,0,750,0,0,0,0,0,0,0,37,0,0,0,38,0,0,0,11000,0,0,0,0,0,101085,102085,0,0,0,0,0,0,0,0,monster_devil,200,0,0,0,0,0,120,15,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000002#3000,0,2,20000,0,0,0,0,0,0,0,0,0,0,0,0,1,20,1,10,0,0,0,0,0,0,0,0,0,0,0
30480,三头怪鸟,三头怪鸟,火境守卫的神兽，传说曾因为过于逆天而被天神砍掉了七个脑袋，剩下三只。,1,0,0,PET,4星火,11085,0.4,0,AvatarAtlas,icon_guainia_4_huo,0,0.9,0.9,4,10,0,5.4,11,0.05,0.95,400053,154,0,0,0,750,0,0,0,0,0,0,0,37,0,0,0,38,0,0,0,11000,0,0,0,0,0,101085,102085,0,0,0,0,0,0,0,0,monster_devil,200,0,0,0,0,0,120,15,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000002#3000,0,2,20000,0,0,0,0,0,0,0,0,0,0,0,0,1,20,1,10,0,0,0,0,0,0,0,0,0,0,0
30481,三头怪鸟,三头怪鸟,火境守卫的神兽，传说曾因为过于逆天而被天神砍掉了七个脑袋，剩下三只。,1,0,0,PET,4星火,11085,0.4,0,AvatarAtlas,icon_guainia_4_huo,0,0.9,0.9,4,10,0,5.4,11,0.05,0.95,400053,138,0,0,0,1350,0,0,0,0,0,0,0,68,0,0,0,68,0,0,0,11000,0,0,0,0,0,101085,102085,0,0,0,0,0,0,0,0,monster_devil,200,0,0,0,0,0,120,15,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000002#3000,0,2,20000,0,0,0,0,0,0,0,0,0,0,0,0,1,20,1,10,0,0,0,0,0,0,0,0,0,0,0
30482,三头怪鸟,三头怪鸟,火境守卫的神兽，传说曾因为过于逆天而被天神砍掉了七个脑袋，剩下三只。,1,0,0,PET,4星火,11085,0.4,0,AvatarAtlas,icon_guainia_4_huo,0,0.9,0.9,4,10,0,5.4,11,0.05,0.95,400053,258,0,0,0,2350,0,0,0,0,0,0,0,144,0,0,0,68,0,0,0,11000,0,0,0,0,0,101085,102085,0,0,0,0,0,0,0,0,monster_devil,200,0,0,0,0,0,120,15,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000002#3000,0,2,20000,0,0,0,0,0,0,0,0,0,0,0,0,1,20,1,10,0,0,0,0,0,0,0,0,0,0,0
30483,三头怪鸟,三头怪鸟,火境守卫的神兽，传说曾因为过于逆天而被天神砍掉了七个脑袋，剩下三只。,1,0,0,PET,4星火,11085,0.4,0,AvatarAtlas,icon_guainia_4_huo,0,0.9,0.9,4,10,0,5.4,11,0.05,0.95,400053,273,0,0,0,2550,0,0,0,0,0,0,0,154,0,0,0,78,0,0,0,11000,0,0,0,0,0,101085,102085,0,0,0,0,0,0,0,0,monster_devil,200,0,0,0,0,0,120,15,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000002#3000,0,2,20000,0,0,0,0,0,0,0,0,0,0,0,0,1,20,1,10,0,0,0,0,0,0,0,0,0,0,0
30484,三头怪鸟,三头怪鸟,火境守卫的神兽，传说曾因为过于逆天而被天神砍掉了七个脑袋，剩下三只。,1,0,0,PET,4星火,11085,0.4,0,AvatarAtlas,icon_guainia_4_huo,0,0.9,0.9,4,10,0,5.4,11,0.05,0.95,400053,661,0,0,0,7048,0,0,0,0,0,0,0,272,0,0,0,273,0,0,0,11000,0,0,0,0,0,101085,102085,0,0,0,0,0,0,0,0,monster_devil,200,0,0,0,0,0,120,15,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000002#3000,0,2,20000,0,0,0,0,0,0,0,0,0,0,0,0,1,20,1,10,0,0,0,0,0,0,0,0,0,0,0
30485,三头怪鸟,三头怪鸟,火境守卫的神兽，传说曾因为过于逆天而被天神砍掉了七个脑袋，剩下三只。,1,0,0,PET,4星火,11085,0.4,0,AvatarAtlas,icon_guainia_4_huo,0,0.9,0.9,4,10,0,5.4,11,0.05,0.95,400053,777,0,0,0,8728,0,0,0,0,0,0,0,346,0,0,0,347,0,0,0,11000,0,0,0,0,0,101085,102085,0,0,0,0,0,0,0,0,monster_devil,200,0,0,0,0,0,120,15,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000002#3000,0,2,20000,0,0,0,0,0,0,0,0,0,0,0,0,1,20,1,10,0,0,0,0,0,0,0,0,0,0,0
30486,三头怪鸟,三头怪鸟,火境守卫的神兽，传说曾因为过于逆天而被天神砍掉了七个脑袋，剩下三只。,1,0,0,PET,4星火,11085,0.4,0,AvatarAtlas,icon_guainia_4_huo,0,0.9,0.9,4,10,0,5.4,11,0.05,0.95,400053,923,0,0,0,11258,0,0,0,0,0,0,0,400,0,0,0,401,0,0,0,11000,0,0,0,0,0,101085,102085,0,0,0,0,0,0,0,0,monster_devil,200,0,0,0,0,0,120,15,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000002#3000,0,2,20000,0,0,0,0,0,0,0,0,0,0,0,0,1,20,1,10,0,0,0,0,0,0,0,0,0,0,0
30487,三头怪鸟,三头怪鸟,火境守卫的神兽，传说曾因为过于逆天而被天神砍掉了七个脑袋，剩下三只。,1,0,0,PET,4星火,11085,0.4,0,AvatarAtlas,icon_guainia_4_huo,0,0.9,0.9,4,10,0,5.4,11,0.05,0.95,400053,871,0,0,0,10498,0,0,0,0,0,0,0,377,0,0,0,368,0,0,0,11000,0,0,0,0,0,101085,102085,0,0,0,0,0,0,0,0,monster_devil,200,0,0,0,0,0,120,15,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000002#3000,0,2,20000,0,0,0,0,0,0,0,0,0,0,0,0,1,20,1,10,0,0,0,0,0,0,0,0,0,0,0
30488,三头怪鸟,三头怪鸟,火境守卫的神兽，传说曾因为过于逆天而被天神砍掉了七个脑袋，剩下三只。,1,0,0,PET,4星火,11085,0.4,0,AvatarAtlas,icon_guainia_4_huo,0,0.9,0.9,4,10,0,5.4,11,0.05,0.95,400053,819,0,0,0,9738,0,0,0,0,0,0,0,354,0,0,0,335,0,0,0,11000,0,0,0,0,0,101085,102085,0,0,0,0,0,0,0,0,monster_devil,200,0,0,0,0,0,120,15,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000002#3000,0,2,20000,0,0,0,0,0,0,0,0,0,0,0,0,1,20,1,10,0,0,0,0,0,0,0,0,0,0,0
30489,三头怪鸟,三头怪鸟,火境守卫的神兽，传说曾因为过于逆天而被天神砍掉了七个脑袋，剩下三只。,1,0,0,PET,4星火,11085,0.4,0,AvatarAtlas,icon_guainia_4_huo,0,0.9,0.9,4,10,0,5.4,11,0.05,0.95,400053,1095,0,0,0,13513,0,0,0,0,0,0,0,515,0,0,0,506,0,0,0,11000,0,0,0,0,0,101085,102085,0,0,0,0,0,0,0,0,monster_devil,200,0,0,0,0,0,120,15,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000002#3000,0,2,20000,0,0,0,0,0,0,0,0,0,0,0,0,1,20,1,10,0,0,0,0,0,0,0,0,0,0,0
30490,三头怪鸟,三头怪鸟,火境守卫的神兽，传说曾因为过于逆天而被天神砍掉了七个脑袋，剩下三只。,1,0,0,PET,4星火,11085,0.4,0,AvatarAtlas,icon_guainia_4_huo,0,0.9,0.9,4,10,0,5.4,11,0.05,0.95,400053,1370,0,0,0,17288,0,0,0,0,0,0,0,676,0,0,0,677,0,0,0,11000,0,0,0,0,0,101085,102085,0,0,0,0,0,0,0,0,monster_devil,200,0,0,0,0,0,120,15,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000002#3000,0,2,20000,0,0,0,0,0,0,0,0,0,0,0,0,1,20,1,10,0,0,0,0,0,0,0,0,0,0,0
30491,三头怪鸟,三头怪鸟,火境守卫的神兽，传说曾因为过于逆天而被天神砍掉了七个脑袋，剩下三只。,1,0,0,PET,4星火,11085,0.4,0,AvatarAtlas,icon_guainia_4_huo,0,0.9,0.9,4,10,0,5.4,11,0.05,0.95,400053,1708,0,0,0,19812,0,0,0,0,0,0,0,738,0,0,0,739,0,0,0,11000,0,0,0,0,0,101085,102085,0,0,0,0,0,0,0,0,monster_devil,200,0,0,0,0,0,120,15,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000002#3000,0,2,20000,0,0,0,0,0,0,0,0,0,0,0,0,1,20,1,10,0,0,0,0,0,0,0,0,0,0,0
30492,三头怪鸟,三头怪鸟,火境守卫的神兽，传说曾因为过于逆天而被天神砍掉了七个脑袋，剩下三只。,1,0,0,PET,4星火,11085,0.4,0,AvatarAtlas,icon_guainia_4_huo,0,0.9,0.9,4,10,0,5.4,11,0.05,0.95,400053,2072,0,0,0,22493,0,0,0,0,0,0,0,799,0,0,0,800,0,0,0,11000,0,0,0,0,0,101085,102085,0,0,0,0,0,0,0,0,monster_devil,200,0,0,0,0,0,120,15,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000002#3000,0,2,20000,0,0,0,0,0,0,0,0,0,0,0,0,1,20,1,10,0,0,0,0,0,0,0,0,0,0,0
30493,三头怪鸟,三头怪鸟,火境守卫的神兽，传说曾因为过于逆天而被天神砍掉了七个脑袋，剩下三只。,1,0,0,PET,4星火,11085,0.4,0,AvatarAtlas,icon_guainia_4_huo,0,0.9,0.9,4,10,0,5.4,11,0.05,0.95,400053,2239,0,0,0,21278,0,0,0,0,0,0,0,756,0,0,0,757,0,0,0,11000,0,0,0,0,0,101085,102085,0,0,0,0,0,0,0,0,monster_devil,200,0,0,0,0,0,120,15,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000002#3000,0,2,20000,0,0,0,0,0,0,0,0,0,0,0,0,1,20,1,10,0,0,0,0,0,0,0,0,0,0,0
30494,吞天兽,吞天兽,天地之物无所不吃无所不食，可饮尽五境之海，可吞山峰之巅。,0,0,0,PET,4星木,11113,0,0,AvatarAtlas,icon_totie_4_mu,0,0.9,0.9,4,10,2,6,11,0.2,1,400107,1404,0,0,0,21350,0,0,0,0,0,0,0,914,0,0,0,915,0,0,0,11000,0,0,0,0,0,101113,102113,0,0,0,0,0,0,0,0,monster_devil,200,0,0,0,0,0,120,15,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000002#3000,0,2,20000,0,0,0,0,0,0,0,0,0,0,0,0,1,20,1,10,0,0,0,0,0,0,0,0,0,0,0
30495,吞天兽,吞天兽,天地之物无所不吃无所不食，可饮尽五境之海，可吞山峰之巅。,0,0,0,PET,4星木,11113,0,0,AvatarAtlas,icon_totie_4_mu,0,0.9,0.9,4,10,2,6,11,0.2,1,400107,1577,0,0,0,24088,0,0,0,0,0,0,0,975,0,0,0,976,0,0,0,11000,0,0,0,0,0,101113,102113,0,0,0,0,0,0,0,0,monster_devil,200,0,0,0,0,0,120,15,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000002#3000,0,2,20000,0,0,0,0,0,0,0,0,0,0,0,0,1,20,1,10,0,0,0,0,0,0,0,0,0,0,0
30496,吞天兽,吞天兽,天地之物无所不吃无所不食，可饮尽五境之海，可吞山峰之巅。,0,0,0,PET,4星木,11113,0,0,AvatarAtlas,icon_totie_4_mu,0,0.9,0.9,4,10,2,6,11,0.2,1,400107,1653,0,0,0,25522,0,0,0,0,0,0,0,905,0,0,0,906,0,0,0,11000,0,0,0,0,0,101113,102113,0,0,0,0,0,0,0,0,monster_devil,200,0,0,0,0,0,120,15,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000002#3000,0,2,20000,0,0,0,0,0,0,0,0,0,0,0,0,1,20,1,10,0,0,0,0,0,0,0,0,0,0,0
30497,吞天兽,吞天兽,天地之物无所不吃无所不食，可饮尽五境之海，可吞山峰之巅。,0,0,0,PET,4星木,11113,0,0,AvatarAtlas,icon_totie_4_mu,0,0.9,0.9,4,10,2,6,11,0.2,1,400107,1714,0,0,0,25606,0,0,0,0,0,0,0,909,0,0,0,910,0,0,0,11000,0,0,0,0,0,101113,102113,0,0,0,0,0,0,0,0,monster_devil,200,0,0,0,0,0,120,15,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000002#3000,0,2,20000,0,0,0,0,0,0,0,0,0,0,0,0,1,20,1,10,0,0,0,0,0,0,0,0,0,0,0
30498,吞天兽,吞天兽,天地之物无所不吃无所不食，可饮尽五境之海，可吞山峰之巅。,0,0,0,PET,4星木,11113,0,0,AvatarAtlas,icon_totie_4_mu,0,0.9,0.9,4,10,2,6,11,0.2,1,400107,2247,0,0,0,33122,0,0,0,0,0,0,0,1023,0,0,0,1024,0,0,0,11000,0,0,0,0,0,101113,102113,0,0,0,0,0,0,0,0,monster_devil,200,0,0,0,0,0,120,15,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000002#3000,0,2,20000,0,0,0,0,0,0,0,0,0,0,0,0,1,20,1,10,0,0,0,0,0,0,0,0,0,0,0
30499,向阳菊仙,向阳菊仙,天生的古道热肠。,2,0,0,PET,4星阳,11087,0,0,AvatarAtlas,icon_qiuju_4_yang,0,1.1,1.1,4,10,3,5.4,11,0.2,0.8,400059,114,0,0,0,750,0,0,0,0,0,0,0,37,0,0,0,38,0,0,0,11000,0,0,0,0,0,101087,102087,0,0,0,0,0,0,0,0,monster_devil,200,0,0,0,0,0,120,15,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000002#3000,0,2,20000,0,0,0,0,0,0,0,0,0,0,0,0,1,20,1,10,0,0,0,0,0,0,0,0,0,0,0
30500,向阳菊仙,向阳菊仙,天生的古道热肠。,2,0,0,PET,4星阳,11087,0,0,AvatarAtlas,icon_qiuju_4_yang,0,1.1,1.1,4,10,3,5.4,11,0.2,0.8,400059,154,0,0,0,750,0,0,0,0,0,0,0,37,0,0,0,38,0,0,0,11000,0,0,0,0,0,101087,102087,0,0,0,0,0,0,0,0,monster_devil,200,0,0,0,0,0,120,15,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000002#3000,0,2,20000,0,0,0,0,0,0,0,0,0,0,0,0,1,20,1,10,0,0,0,0,0,0,0,0,0,0,0
30501,向阳菊仙,向阳菊仙,天生的古道热肠。,2,0,0,PET,4星阳,11087,0,0,AvatarAtlas,icon_qiuju_4_yang,0,1.1,1.1,4,10,3,5.4,11,0.2,0.8,400059,138,0,0,0,1350,0,0,0,0,0,0,0,68,0,0,0,68,0,0,0,11000,0,0,0,0,0,101087,102087,0,0,0,0,0,0,0,0,monster_devil,200,0,0,0,0,0,120,15,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000002#3000,0,2,20000,0,0,0,0,0,0,0,0,0,0,0,0,1,20,1,10,0,0,0,0,0,0,0,0,0,0,0
30502,向阳菊仙,向阳菊仙,天生的古道热肠。,2,0,0,PET,4星阳,11087,0,0,AvatarAtlas,icon_qiuju_4_yang,0,1.1,1.1,4,10,3,5.4,11,0.2,0.8,400059,258,0,0,0,2350,0,0,0,0,0,0,0,144,0,0,0,68,0,0,0,11000,0,0,0,0,0,101087,102087,0,0,0,0,0,0,0,0,monster_devil,200,0,0,0,0,0,120,15,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000002#3000,0,2,20000,0,0,0,0,0,0,0,0,0,0,0,0,1,20,1,10,0,0,0,0,0,0,0,0,0,0,0
30503,向阳菊仙,向阳菊仙,天生的古道热肠。,2,0,0,PET,4星阳,11087,0,0,AvatarAtlas,icon_qiuju_4_yang,0,1.1,1.1,4,10,3,5.4,11,0.2,0.8,400059,273,0,0,0,2550,0,0,0,0,0,0,0,154,0,0,0,78,0,0,0,11000,0,0,0,0,0,101087,102087,0,0,0,0,0,0,0,0,monster_devil,200,0,0,0,0,0,120,15,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000002#3000,0,2,20000,0,0,0,0,0,0,0,0,0,0,0,0,1,20,1,10,0,0,0,0,0,0,0,0,0,0,0
30504,向阳菊仙,向阳菊仙,天生的古道热肠。,2,0,0,PET,4星阳,11087,0,0,AvatarAtlas,icon_qiuju_4_yang,0,1.1,1.1,4,10,3,5.4,11,0.2,0.8,400059,661,0,0,0,7048,0,0,0,0,0,0,0,272,0,0,0,273,0,0,0,11000,0,0,0,0,0,101087,102087,0,0,0,0,0,0,0,0,monster_devil,200,0,0,0,0,0,120,15,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000002#3000,0,2,20000,0,0,0,0,0,0,0,0,0,0,0,0,1,20,1,10,0,0,0,0,0,0,0,0,0,0,0
30505,向阳菊仙,向阳菊仙,天生的古道热肠。,2,0,0,PET,4星阳,11087,0,0,AvatarAtlas,icon_qiuju_4_yang,0,1.1,1.1,4,10,3,5.4,11,0.2,0.8,400059,777,0,0,0,8728,0,0,0,0,0,0,0,346,0,0,0,347,0,0,0,11000,0,0,0,0,0,101087,102087,0,0,0,0,0,0,0,0,monster_devil,200,0,0,0,0,0,120,15,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000002#3000,0,2,20000,0,0,0,0,0,0,0,0,0,0,0,0,1,20,1,10,0,0,0,0,0,0,0,0,0,0,0
30506,向阳菊仙,向阳菊仙,天生的古道热肠。,2,0,0,PET,4星阳,11087,0,0,AvatarAtlas,icon_qiuju_4_yang,0,1.1,1.1,4,10,3,5.4,11,0.2,0.8,400059,923,0,0,0,11258,0,0,0,0,0,0,0,400,0,0,0,401,0,0,0,11000,0,0,0,0,0,101087,102087,0,0,0,0,0,0,0,0,monster_devil,200,0,0,0,0,0,120,15,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000002#3000,0,2,20000,0,0,0,0,0,0,0,0,0,0,0,0,1,20,1,10,0,0,0,0,0,0,0,0,0,0,0
30507,向阳菊仙,向阳菊仙,天生的古道热肠。,2,0,0,PET,4星阳,11087,0,0,AvatarAtlas,icon_qiuju_4_yang,0,1.1,1.1,4,10,3,5.4,11,0.2,0.8,400059,871,0,0,0,10498,0,0,0,0,0,0,0,377,0,0,0,368,0,0,0,11000,0,0,0,0,0,101087,102087,0,0,0,0,0,0,0,0,monster_devil,200,0,0,0,0,0,120,15,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000002#3000,0,2,20000,0,0,0,0,0,0,0,0,0,0,0,0,1,20,1,10,0,0,0,0,0,0,0,0,0,0,0
30508,向阳菊仙,向阳菊仙,天生的古道热肠。,2,0,0,PET,4星阳,11087,0,0,AvatarAtlas,icon_qiuju_4_yang,0,1.1,1.1,4,10,3,5.4,11,0.2,0.8,400059,819,0,0,0,9738,0,0,0,0,0,0,0,354,0,0,0,335,0,0,0,11000,0,0,0,0,0,101087,102087,0,0,0,0,0,0,0,0,monster_devil,200,0,0,0,0,0,120,15,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000002#3000,0,2,20000,0,0,0,0,0,0,0,0,0,0,0,0,1,20,1,10,0,0,0,0,0,0,0,0,0,0,0
30509,向阳菊仙,向阳菊仙,天生的古道热肠。,2,0,0,PET,4星阳,11087,0,0,AvatarAtlas,icon_qiuju_4_yang,0,1.1,1.1,4,10,3,5.4,11,0.2,0.8,400059,1095,0,0,0,13513,0,0,0,0,0,0,0,515,0,0,0,506,0,0,0,11000,0,0,0,0,0,101087,102087,0,0,0,0,0,0,0,0,monster_devil,200,0,0,0,0,0,120,15,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000002#3000,0,2,20000,0,0,0,0,0,0,0,0,0,0,0,0,1,20,1,10,0,0,0,0,0,0,0,0,0,0,0
30510,向阳菊仙,向阳菊仙,天生的古道热肠。,2,0,0,PET,4星阳,11087,0,0,AvatarAtlas,icon_qiuju_4_yang,0,1.1,1.1,4,10,3,5.4,11,0.2,0.8,400059,1370,0,0,0,17288,0,0,0,0,0,0,0,676,0,0,0,677,0,0,0,11000,0,0,0,0,0,101087,102087,0,0,0,0,0,0,0,0,monster_devil,200,0,0,0,0,0,120,15,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000002#3000,0,2,20000,0,0,0,0,0,0,0,0,0,0,0,0,1,20,1,10,0,0,0,0,0,0,0,0,0,0,0
30511,向阳菊仙,向阳菊仙,天生的古道热肠。,2,0,0,PET,4星阳,11087,0,0,AvatarAtlas,icon_qiuju_4_yang,0,1.1,1.1,4,10,3,5.4,11,0.2,0.8,400059,1708,0,0,0,19812,0,0,0,0,0,0,0,738,0,0,0,739,0,0,0,11000,0,0,0,0,0,101087,102087,0,0,0,0,0,0,0,0,monster_devil,200,0,0,0,0,0,120,15,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000002#3000,0,2,20000,0,0,0,0,0,0,0,0,0,0,0,0,1,20,1,10,0,0,0,0,0,0,0,0,0,0,0
30512,向阳菊仙,向阳菊仙,天生的古道热肠。,2,0,0,PET,4星阳,11087,0,0,AvatarAtlas,icon_qiuju_4_yang,0,1.1,1.1,4,10,3,5.4,11,0.2,0.8,400059,2072,0,0,0,22493,0,0,0,0,0,0,0,799,0,0,0,800,0,0,0,11000,0,0,0,0,0,101087,102087,0,0,0,0,0,0,0,0,monster_devil,200,0,0,0,0,0,120,15,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000002#3000,0,2,20000,0,0,0,0,0,0,0,0,0,0,0,0,1,20,1,10,0,0,0,0,0,0,0,0,0,0,0
