INDEX,TYPE,DIFFICULTY,NAME,DESC,SCENE_NAME,ROLE_BIRTH_POINT,MODEL_COLOR,BACK_MUSIC,MUSIC_VOLUME,START_SOUND,WIN_SOUND,LOST_SOUND,BOSS_SOUND,START_X,START_Z,END_X,END_Z,MINIMAP_TEXTURE,MINIMAP_TEXTURE_W,MINIMAP_TEXTURE_H,STAGENUMBER,DROP_FRIST,DROPGROUPID,GROUP_PLOT,LOOT_PREVEIW,DROPMIN,DROPMAX,FRONT_INDEX,FRONT_INDEX_1,FRONT_INDEX_2,AFTER_INDEX_1,AFTER_INDEX_2,DIALOG,CHECK_TIME,CHECK_BATTLE,RENFERENCE_BATTLE,BOSS_ACTIVE_RATE,HEADICON,BOSS_MONEY,ADDSTAR_0,ADDSTAR_1,ADDSTAR_2,CHALLENGE_NUM,SWEEP_TIME,CAMERA_PATH,DRAMA_PARAM,STAGE_TIME,AWARD_TYPE_1,AWARD_1,AWARD_TYPE_2,AWARD_2,AWARD_TYPE_3,AWARD_3,KEEPLINE,MONSTER_MONEY,MONSTER_EXP,BOSS_EXP,MONSTER_COUNT,DIFFICULT,STATUS,OPENTIME,OPENDAY,OPENMONTH,STAGELIMIT,EVENT_OPEN_COST,EVENT_EXTRA_COST,STAGE_TYPE,DESC_MJ,PLAYER_EXP,EXP_TIME,NEED_BATTLE,DIFFICULTY_NUM,ROLE_BIRTH_DIRECTION
21051,2,2,木之境,苍叶白虎在埋伏了不少妖魔，做好准备击败他吧！,loyalismwood_2,57 0 -20,0 0 0 255,Sound/Stage/green_stage_bgm,0.7,0,Sound/new/GK_win,Sound/new/GK_lost,Sound/dub/whitetirger_boss_cute,-93.9,-46.2,79.6,51.3,textures/minimap/loyalismwood_2,1136,639,6-1,,0,6000101|6000201|6000301|6000401|6000501,0,2,3,21050,21050,0,21052,0,40097,3,3300,33000,2000,74273,0,0,2001,2002,99,1,0,,180,0,0,0,0,0,0,1,15,5,100,25,1,1,0,0,0,0,0,0,1,0,15,3,33000,0,0
21052,2,2,木之境,藏树狐妖在中的某个角落中准备将你一击致命！,loyalismwood_3,-61 0 -10,60 130 190 160,Sound/Stage/green_stage_bgm,0.7,0,Sound/new/GK_win,Sound/new/GK_lost,Sound/dub/deerlord_boss_cute,-92.2,-50.7,78,55.8,textures/minimap/loyalismwood_3,854,480,6-2,,0,6000101|6000201|6000301|6000401|6000501,0,2,3,21051,21051,0,21053,0,0,3,3400,33200,2000,74278,0,0,2001,2002,99,1,0,,180,0,0,0,0,0,0,1,5,2,100,25,1,0,0,0,0,0,0,0,1,0,15,3,33200,0,0
21053,2,2,木之境,羊力大仙在里已经做好了准备，就等你自投罗网了！,loyalismwood_1,21 0 -15,0 0 0 255,Sound/Stage/blue_stage_bgm,0.7,0,Sound/new/GK_win,Sound/new/GK_lost,Sound/dub/coatlord_boss_cute,-80.3,-38.6,66,43.7,textures/minimap/loyalismwood_1,1136,639,6-3,,0,6000101|6000201|6000301|6000401|6000501,0,2,3,21052,21052,0,21054,0,0,3,3400,33400,2000,74284,0,0,2001,2002,10,1,0,,180,0,0,0,0,0,0,1,8,3,100,25,1,0,0,0,0,0,0,0,1,0,15,3,33400,0,0
21054,2,2,木之境,羊力大仙在疯狂地寻找着猎物，你可要当心了！,loyalismwood_1,-31 -2 24,0 0 0 255,Sound/Stage/green_stage_bgm,0.7,0,Sound/new/GK_win,Sound/new/GK_lost,Sound/dub/coatlord_boss_cute,-80.3,-38.6,66,43.7,textures/minimap/loyalismwood_1,1136,639,6-4,,0,6000101|6000201|6000301|6000401|6000501,0,2,3,21053,21053,0,21055,0,0,3,3700,36200,2000,74284,0,0,2001,2002,99,1,0,,180,0,0,0,0,0,0,1,8,2,100,25,1,0,0,0,0,0,0,0,1,0,15,3,36200,0,0
21055,2,2,木之境,六根道人在中潜伏着，快去寻找他吧！,loyalismwood_3,41 0 17,60 130 190 160,Sound/Stage/green_stage_bgm,0.7,0,Sound/new/GK_win,Sound/new/GK_lost,Sound/dub/windmaster_boss_cute,-92.2,-50.7,78,55.8,textures/minimap/loyalismwood_3,854,480,6-5,,0,6000101|6000201|6000301|6000401|6000501,0,2,3,21054,21054,0,21056,0,40001,3,3900,38900,2000,74290,0,0,2001,2002,99,1,0,,180,0,0,0,0,0,0,1,10,4,100,25,1,0,0,0,0,0,0,0,1,0,15,3,38900,0,0
21056,2,2,火之境,虎力大仙在埋伏了不少妖魔，做好准备击败他吧！,lava_core_1,56 0 1,255 0 0 200,Sound/Stage/red_stage_bgm,0.7,0,Sound/new/GK_win,Sound/new/GK_lost,Sound/dub/tigerlord_boss_cute,-114.2,-57.7,99.9,62.7,textures/minimap/lava_core_1,1136,639,6-6,,0,6000101|6000201|6000301|6000401|6000501,0,2,3,21055,21055,0,21057,0,40014,3,4000,39100,2000,74296,0,0,2001,2002,10,1,0,,180,0,0,0,0,0,0,1,8,3,100,25,1,1,0,0,0,0,0,0,1,0,15,3,39100,0,0
21057,2,2,火之境,狂炎木在中的某个角落中准备将你一击致命！,lava_core_1,56 0 1,255 0 0 200,Sound/Stage/shadow_stage_bgm,0.7,0,Sound/new/GK_win,Sound/new/GK_lost,Sound/dub/monkey_boss_cute,-114.2,-57.7,99.9,62.7,textures/minimap/lava_core_1,1136,639,6-7,,0,6000101|6000201|6000301|6000401|6000501,0,2,3,21056,21056,0,21058,0,0,3,4000,39300,2000,74301,0,0,2001,2002,99,1,0,,180,0,0,0,0,0,0,1,10,3,100,25,1,1,0,0,0,0,0,0,1,0,15,3,39300,0,0
21058,2,2,火之境,纵火大盗在里已经做好了准备，就等你自投罗网了！,lava_core_1,2 0 -16,255 0 0 200,Sound/Stage/shadow_stage_bgm,0.7,0,Sound/new/GK_win,Sound/new/GK_lost,Sound/dub/flower_boss_cute,-114.2,-57.7,99.9,62.7,textures/minimap/lava_core_1,1136,639,6-8,,0,6000101|6000201|6000301|6000401|6000501,0,2,3,21057,21057,0,21059,0,0,3,4200,41400,2000,74307,0,0,2001,2002,99,1,0,,180,0,0,0,0,0,0,1,13,4,100,25,1,1,0,0,0,0,0,0,1,0,15,3,41400,0,0
21059,2,2,火之境,烈碳符人在守护着，击败他离获得[ff9900]星相石碎片[ffffff]又近了一步,lava_core_3,70 5 28,255 0 0 200,Sound/Stage/blue_stage_bgm,0.7,0,Sound/new/GK_win,Sound/new/GK_lost,Sound/dub/monkey_boss_cute,-121.6,-61.8,107.3,66.9,textures/minimap/lava_core_3,1136,639,6-9,,0,6000101|6000201|6000301|6000401|6000501,0,2,3,21058,21058,0,21060,0,0,3,4400,43500,2000,74310,0,0,2001,2002,10,1,0,,180,0,0,0,0,0,0,1,13,4,100,25,1,1,0,0,0,0,0,0,1,0,15,3,43500,0,0
21060,2,2,火之境,霞光朱雀在中等待着你的到来，击杀他，获得更多的[ff9900]星相石碎片[ffffff]！,lava_core_2,-74 5 35,255 0 0 200,Sound/Stage/shadow_stage_bgm,0.7,0,Sound/new/GK_win,Sound/new/GK_lost,Sound/dub/deerlord_boss_cute,-120.6,-61.3,106.4,66.3,textures/minimap/lava_core_2,854,480,6-10,2000012#1,0,6000101|6000201|6000301|6000401|6000501,0,2,3,21059,21059,0,21061,0,40019,3,4700,46900,2000,74317,0,0,2001,2002,5,1,0,astrology_tip=集齐一百零八块星相石碎片，就能窥探五境本源秘密！|astrology_num=星相石碎片*1,180,0,0,0,0,0,0,1,15,5,100,25,1,1,0,0,0,0,0,0,1,0,15,3,46900,0,0
21061,2,2,水之境,鹿力大仙在的深处静静的观察着你的一举一动！,Lonng_Water01,-27 0 30,0 0 0 255,Sound/Stage/blue_stage_bgm,0.7,0,Sound/new/GK_win,Sound/new/GK_lost,Sound/dub/deerlord_boss_cute,-90,-44.1,75.7,49.1,textures/minimap/Lonng_Water01,1136,639,7-1,,0,6000101|6000201|6000301|6000401|6000501,0,2,3,21060,21060,0,21062,0,40026,3,4700,46900,2000,74322,0,0,2001,2002,99,1,0,,180,0,0,0,0,0,0,1,10,3,100,25,1,2,0,0,0,0,0,0,1,0,15,3,46900,0,0
21062,2,2,水之境,游云青龙在的深处静静的观察着你的一举一动！,Lonng_Water03,-60 0 -13,60 130 190 160,Sound/Stage/blue_stage_bgm,0.7,0,Sound/new/GK_win,Sound/new/GK_lost,Sound/dub/monkey_boss_cute,-73.5,-34.8,59.2,39.9,textures/minimap/Lonng_Water03,1136,639,7-2,,0,6000101|6000201|6000301|6000401|6000501,0,2,3,21061,21061,0,21063,0,0,3,5100,50100,2000,74327,0,0,2001,2002,99,1,0,,180,0,0,0,0,0,0,1,10,3,100,25,1,2,0,0,0,0,0,0,1,0,15,3,50100,0,0
21063,2,2,水之境,双面毒蛛在里已经做好了准备，就等你自投罗网了！,Lonng_Water01,15 -9 28,0 0 0 255,Sound/Stage/green_stage_bgm,0.7,0,Sound/new/GK_win,Sound/new/GK_lost,Sound/dub/spider_boss_cute,-90,-44.1,75.7,49.1,textures/minimap/Lonng_Water01,1136,639,7-3,,0,6000101|6000201|6000301|6000401|6000501,0,2,3,21062,21062,0,21064,0,0,3,5400,53400,2000,74333,0,0,2001,2002,10,1,0,,180,0,0,0,0,0,0,1,13,4,100,25,1,2,0,0,0,0,0,0,1,0,15,3,53400,0,0
21064,2,2,水之境,鹿力大仙在中已经饥饿难耐！,Lonng_Water02,-40 0 51,0 0 0 255,Sound/Stage/blue_stage_bgm,0.7,0,Sound/new/GK_win,Sound/new/GK_lost,Sound/dub/deerlord_boss_cute,-117,-59.2,102.7,64.3,textures/minimap/Lonng_Water02,1136,639,7-4,,0,6000101|6000201|6000301|6000401|6000501,0,2,3,21063,21063,0,21065,0,0,3,5400,53600,2000,74339,0,0,2001,2002,99,1,0,,180,0,0,0,0,0,0,1,13,3,100,25,1,2,0,0,0,0,0,0,1,0,15,3,53600,0,0
21065,2,2,水之境,游云青龙在里已经做好了准备，就等你自投罗网了！,Lonng_Water02,-40 0 51,0 0 0 255,Sound/Stage/blue_stage_bgm,0.7,0,Sound/new/GK_win,Sound/new/GK_lost,Sound/dub/monkey_boss_cute,-117,-59.2,102.7,64.3,textures/minimap/Lonng_Water02,1136,639,7-5,,0,6000101|6000201|6000301|6000401|6000501,0,2,3,21064,21064,0,21066,0,40035,3,5400,53900,2000,74341,0,0,2001,2002,99,1,0,,180,0,0,0,0,0,0,1,15,4,100,25,1,2,0,0,0,0,0,0,1,0,15,3,53900,0,0
21066,2,2,阳之境,向阳菊仙在埋伏了不少妖魔，做好准备击败他吧！,Immortal_cliff_3,-9 0 30,0 0 0 255,Sound/Stage/light_stage_bgm,0.7,0,Sound/new/GK_win,Sound/new/GK_lost,Sound/dub/qiuju_boss_cute,-117.3,-59.4,103.1,64.5,textures/minimap/Immortal_cliff_3,1225,689,7-6,,0,6000101|6000201|6000301|6000401|6000501,0,2,3,21065,21065,0,21067,0,40043,3,5700,56700,2000,74347,0,0,2001,2002,10,1,0,,180,0,0,0,0,0,0,1,10,3,100,25,1,4,0,0,0,0,0,0,1,0,15,3,56700,0,0
21067,2,2,阳之境,迷踪影狐在中的某个角落中准备将你一击致命！,Immortal_cliff_3,-9 0 30,0 0 0 255,Sound/Stage/red_stage_bgm,0.7,0,Sound/new/GK_win,Sound/new/GK_lost,Sound/dub/deerlord_boss_cute,-117.3,-59.4,103.1,64.5,textures/minimap/Immortal_cliff_3,1225,689,7-7,,0,6000101|6000201|6000301|6000401|6000501,0,2,3,21066,21066,0,21068,0,0,3,6000,59600,2000,74351,0,0,2001,2002,99,1,0,,180,0,0,0,0,0,0,1,13,4,100,25,1,4,0,0,0,0,0,0,1,0,15,3,59600,0,0
21068,2,2,阳之境,雷震童子在的深处静静的观察着你的一举一动！,Immortal_cliff_2,-57 0 -21,0 0 0 255,Sound/Stage/light_stage_bgm,0.7,0,Sound/new/GK_win,Sound/new/GK_lost,Sound/dub/lightningmaster_boss_cute,-106.7,-53.5,92.4,58.5,textures/minimap/Immortal_cliff_2,1618,910,7-8,,0,6000101|6000201|6000301|6000401|6000501,0,2,3,21067,21067,0,21069,0,0,3,6000,59800,2000,74357,0,0,2001,2002,99,1,0,,180,0,0,0,0,0,0,1,15,4,100,25,1,4,0,0,0,0,0,0,1,0,15,3,59800,0,0
21069,2,2,阳之境,向阳菊仙在守护着，击败他离获得[ff9900]星相石碎片[ffffff]又近了一步,Immortal_cliff_2,47 0 -3,0 0 0 255,Sound/Stage/light_stage_bgm,0.7,0,Sound/new/GK_win,Sound/new/GK_lost,Sound/dub/qiuju_boss_cute,-106.7,-53.5,92.4,58.5,textures/minimap/Immortal_cliff_2,1618,910,7-9,,0,6000101|6000201|6000301|6000401|6000501,0,2,3,21068,21068,0,21070,0,0,3,6100,60100,2000,74362,0,0,2001,2002,10,1,0,,180,0,0,0,0,0,0,1,18,4,100,25,1,4,0,0,0,0,0,0,1,0,15,3,60100,0,0
21070,2,2,阳之境,点赞圣手在中等待着你的到来，击杀他，获得更多的[ff9900]星相石碎片[ffffff]！,Immortal_cliff_2,-57 0 -21,0 0 0 255,Sound/Stage/light_stage_bgm,0.7,0,Sound/new/GK_win,Sound/new/GK_lost,Sound/dub/monkey_boss_cute,-106.7,-53.5,92.4,58.5,textures/minimap/Immortal_cliff_2,1618,910,7-10,2000012#1,0,6000101|6000201|6000301|6000401|6000501,0,2,3,21069,21069,0,21071,0,40051,3,6500,67200,2000,74367,0,0,2001,2002,5,1,0,astrology_tip=集齐一百零八块星相石碎片，就能窥探五境本源秘密！|astrology_num=星相石碎片*1,180,0,0,0,0,0,0,1,23,6,100,25,1,4,0,0,0,0,0,0,1,0,15,3,67200,0,0
21071,2,2,阴之境,冥界战将在中已经饥饿难耐！,thebot_door02,-44 0 -22,60 130 190 160,Sound/Stage/shadow_stage_bgm,0.7,0,Sound/new/GK_win,Sound/new/GK_lost,Sound/dub/mingjiezhanjiang_boss_cute,-129.2,-66.1,114.9,71.2,textures/minimap/thebot_door02,1136,639,8-1,,0,6000101|6000201|6000301|6000401|6000501,0,2,3,21070,21070,0,21072,0,40067,3,6500,67200,2000,74373,0,0,2001,2002,99,1,0,,180,0,0,0,0,0,0,1,15,4,100,25,1,3,0,0,0,0,0,0,1,0,15,3,67200,0,0
21072,2,2,阴之境,黑无常在中的某个角落中准备将你一击致命！,thebot_door02,50 0 34,60 130 190 160,Sound/Stage/red_stage_bgm,0.7,0,Sound/new/GK_win,Sound/new/GK_lost,Sound/dub/ghostkeeper_black_boss_cute,-129.2,-66.1,114.9,71.2,textures/minimap/thebot_door02,1136,639,8-2,,0,6000101|6000201|6000301|6000401|6000501,0,2,3,21071,21071,0,21073,0,0,3,6500,68300,2000,74378,0,0,2001,2002,99,1,0,,180,0,0,0,0,0,0,1,18,5,100,25,1,3,0,0,0,0,0,0,1,0,15,3,68300,0,0
21073,2,2,阴之境,双尾幽鬼在里已经做好了准备，就等你自投罗网了！,thebot_door02,-44 0 -22,60 130 190 160,Sound/Stage/shadow_stage_bgm,0.7,0,Sound/new/GK_win,Sound/new/GK_lost,Sound/dub/shuangweiyouhun_boss_cute,-129.2,-66.1,114.9,71.2,textures/minimap/thebot_door02,1136,639,8-3,,0,6000101|6000201|6000301|6000401|6000501,0,2,3,21072,21072,0,21074,0,0,3,6500,69300,2000,74384,0,0,2001,2002,10,1,0,,180,0,0,0,0,0,0,1,21,7,100,25,1,3,0,0,0,0,0,0,1,0,15,3,69300,0,0
21074,2,2,阴之境,双尾幽鬼在里已经做好了准备，就等你自投罗网了！,thebot_door01,8 0 16,60 130 190 160,Sound/Stage/red_stage_bgm,0.7,0,Sound/new/GK_win,Sound/new/GK_lost,Sound/dub/shuangweiyouhun_boss_cute,-109.7,-55.2,95.4,60.2,textures/minimap/thebot_door01,1136,639,8-4,,0,6000101|6000201|6000301|6000401|6000501,0,2,3,21073,21073,0,21075,0,0,3,6500,71700,2000,74384,0,0,2001,2002,99,1,0,,180,0,0,0,0,0,0,1,23,6,100,25,1,3,0,0,0,0,0,0,1,0,15,3,71700,0,0
21075,2,2,阴之境,双尾幽鬼在中已经饥饿难耐！,thebot_door02,50 0 34,60 130 190 160,Sound/Stage/red_stage_bgm,0.7,0,Sound/new/GK_win,Sound/new/GK_lost,Sound/dub/shuangweiyouhun_boss_cute,-129.2,-66.1,114.9,71.2,textures/minimap/thebot_door02,1136,639,8-5,,0,6000101|6000201|6000301|6000401|6000501,0,2,3,21074,21074,0,21076,0,40072,3,6500,74000,2000,74384,0,0,2001,2002,99,1,0,,180,0,0,0,0,0,0,1,28,7,100,25,1,3,0,0,0,0,0,0,1,0,15,3,74000,0,0
21076,2,2,木之境,真武马面在埋伏了不少妖魔，做好准备击败他吧！,loyalismwood_1,-31 -2 24,0 0 0 255,Sound/Stage/shadow_stage_bgm,0.7,0,Sound/new/GK_win,Sound/new/GK_lost,Sound/dub/horsehead_boss_cute,-80.3,-38.6,66,43.7,textures/minimap/loyalismwood_1,1136,639,8-6,,0,6000101|6000201|6000301|6000401|6000501,0,2,3,21075,21075,0,21077,0,40080,3,6500,76200,2000,74393,0,0,2001,2002,10,1,0,,180,0,0,0,0,0,0,1,15,4,100,25,1,0,0,0,0,0,0,0,1,0,15,3,76200,0,0
21077,2,2,木之境,翠翅蝶在的深处静静的观察着你的一举一动！,loyalismwood_3,41 0 17,60 130 190 160,Sound/Stage/red_stage_bgm,0.7,0,Sound/new/GK_win,Sound/new/GK_lost,Sound/dub/monkey_boss_cute,-92.2,-50.7,78,55.8,textures/minimap/loyalismwood_3,854,480,8-7,,0,6000101|6000201|6000301|6000401|6000501,0,2,3,21076,21076,0,21078,0,0,3,6500,78400,2000,74399,0,0,2001,2002,99,1,0,,180,0,0,0,0,0,0,1,18,6,100,25,1,0,0,0,0,0,0,0,1,0,15,3,78400,0,0
21078,2,2,木之境,爆木符人在里已经做好了准备，就等你自投罗网了！,loyalismwood_3,-61 0 -10,60 130 190 160,Sound/Stage/shadow_stage_bgm,0.7,0,Sound/new/GK_win,Sound/new/GK_lost,Sound/dub/monkey_boss_cute,-92.2,-50.7,78,55.8,textures/minimap/loyalismwood_3,854,480,8-8,,0,6000101|6000201|6000301|6000401|6000501,0,2,3,21077,21077,0,21079,0,0,3,6500,83300,2000,74405,0,0,2001,2002,99,1,0,,180,0,0,0,0,0,0,1,21,6,100,25,1,0,0,0,0,0,0,0,1,0,15,3,83300,0,0
21079,2,2,木之境,诸乘射手在守护着，击败他离获得[ff9900]星相石碎片[ffffff]又近了一步,loyalismwood_3,-61 0 -10,60 130 190 160,Sound/Stage/shadow_stage_bgm,0.7,0,Sound/new/GK_win,Sound/new/GK_lost,Sound/dub/huaqingting_boss_cute,-92.2,-50.7,78,55.8,textures/minimap/loyalismwood_3,854,480,8-9,,0,6000101|6000201|6000301|6000401|6000501,0,2,3,21078,21078,0,21080,0,0,3,6500,88000,2000,74408,0,0,2001,2002,10,1,0,,180,0,0,0,0,0,0,1,23,6,100,25,1,0,0,0,0,0,0,0,1,0,15,3,88000,0,0
21080,2,2,木之境,诸乘射手在中等待着你的到来，击杀他，获得更多的[ff9900]星相石碎片[ffffff]！,loyalismwood_2,5 0 33,0 0 0 255,Sound/Stage/shadow_stage_bgm,0.7,0,Sound/new/GK_win,Sound/new/GK_lost,Sound/dub/huaqingting_boss_cute,-93.9,-46.2,79.6,51.3,textures/minimap/loyalismwood_2,1136,639,8-10,2000012#1,0,6000101|6000201|6000301|6000401|6000501,0,2,3,21079,21079,0,21081,0,40088,3,6500,95500,2000,74414,0,0,2001,2002,5,1,0,astrology_tip=集齐一百零八块星相石碎片，就能窥探五境本源秘密！|astrology_num=星相石碎片*1,180,0,0,0,0,0,0,1,28,9,100,25,1,0,0,0,0,0,0,0,1,0,15,3,95500,0,0
21081,2,2,火之境,三头怪鸟在疯狂地寻找着猎物，你可要当心了！,lava_core_3,-4 0 -33,255 0 0 200,Sound/Stage/green_stage_bgm,0.7,0,Sound/new/GK_win,Sound/new/GK_lost,Sound/dub/guainia_boss_cute,-121.6,-61.8,107.3,66.9,textures/minimap/lava_core_3,1136,639,9-1,,0,6000101|6000201|6000301|6000401|6000501,0,2,3,21080,21080,0,21082,0,40097,3,6500,95500,2000,74422,0,0,2001,2002,99,1,0,,180,0,0,0,0,0,0,1,15,5,100,25,1,1,0,0,0,0,0,0,1,0,15,3,95500,0,0
21082,2,2,火之境,光明闪蝶在中潜伏着，快去寻找他吧！,lava_core_2,19 6 -32,255 0 0 200,Sound/Stage/red_stage_bgm,0.7,0,Sound/new/GK_win,Sound/new/GK_lost,Sound/dub/deerlord_boss_cute,-120.6,-61.3,106.4,66.3,textures/minimap/lava_core_2,854,480,9-2,,0,6000101|6000201|6000301|6000401|6000501,0,2,3,21081,21081,0,21083,0,0,3,6500,98800,2000,74428,0,0,2001,2002,99,1,0,,180,0,0,0,0,0,0,1,18,4,100,25,1,1,0,0,0,0,0,0,1,0,15,3,98800,0,0
21083,2,2,火之境,独孤求败在里已经做好了准备，就等你自投罗网了！,lava_core_2,-74 5 35,255 0 0 200,Sound/Stage/green_stage_bgm,0.7,0,Sound/new/GK_win,Sound/new/GK_lost,Sound/dub/jianke_boss_cute,-120.6,-61.3,106.4,66.3,textures/minimap/lava_core_2,854,480,9-3,,0,6000101|6000201|6000301|6000401|6000501,0,2,3,21082,21082,0,21084,0,0,3,6500,102100,2000,74434,0,0,2001,2002,10,1,0,,180,0,0,0,0,0,0,1,21,5,100,25,1,1,0,0,0,0,0,0,1,0,15,3,102100,0,0
21084,2,2,火之境,霞光朱雀在疯狂地寻找着猎物，你可要当心了！,lava_core_2,-74 5 35,255 0 0 200,Sound/Stage/green_stage_bgm,0.7,0,Sound/new/GK_win,Sound/new/GK_lost,Sound/dub/deerlord_boss_cute,-120.6,-61.3,106.4,66.3,textures/minimap/lava_core_2,854,480,9-4,,0,6000101|6000201|6000301|6000401|6000501,0,2,3,21083,21083,0,21085,0,0,3,6500,103500,2000,74440,0,0,2001,2002,99,1,0,,180,0,0,0,0,0,0,1,23,5,100,25,1,1,0,0,0,0,0,0,1,0,15,3,103500,0,0
21085,2,2,火之境,三头怪鸟在埋伏了不少妖魔，做好准备击败他吧！,lava_core_1,2 0 -16,255 0 0 200,Sound/Stage/green_stage_bgm,0.7,0,Sound/new/GK_win,Sound/new/GK_lost,Sound/dub/guainia_boss_cute,-114.2,-57.7,99.9,62.7,textures/minimap/lava_core_1,1136,639,9-5,,0,6000101|6000201|6000301|6000401|6000501,0,2,3,21084,21084,0,21086,0,40101,3,6500,105000,2000,74447,0,0,2001,2002,99,1,0,,180,0,0,0,0,0,0,1,28,7,100,25,1,1,0,0,0,0,0,0,1,0,15,3,105000,0,0
21086,2,2,水之境,执伞浪人在埋伏了不少妖魔，做好准备击败他吧！,Lonng_Water03,-60 0 -13,60 130 190 160,Sound/Stage/light_stage_bgm,0.7,0,Sound/new/GK_win,Sound/new/GK_lost,Sound/dub/rainmaster_boss_cute,-73.5,-34.8,59.2,39.9,textures/minimap/Lonng_Water03,1136,639,9-6,,0,6000101|6000201|6000301|6000401|6000501,0,2,3,21085,21085,0,21087,0,40113,3,6500,110900,2000,74453,0,0,2001,2002,10,1,0,,180,0,0,0,0,0,0,1,15,4,100,25,1,2,0,0,0,0,0,0,1,0,15,3,110900,0,0
21087,2,2,水之境,浴雨狐妖在的深处静静的观察着你的一举一动！,Lonng_Water02,-40 0 51,0 0 0 255,Sound/Stage/blue_stage_bgm,0.7,0,Sound/new/GK_win,Sound/new/GK_lost,Sound/dub/deerlord_boss_cute,-117,-59.2,102.7,64.3,textures/minimap/Lonng_Water02,1136,639,9-7,,0,6000101|6000201|6000301|6000401|6000501,0,2,3,21086,21086,0,21088,0,0,3,6500,116500,2000,74458,0,0,2001,2002,99,1,0,,180,0,0,0,0,0,0,1,18,5,100,25,1,2,0,0,0,0,0,0,1,0,15,3,116500,0,0
21088,2,2,水之境,浴雨狐妖在的深处静静的观察着你的一举一动！,Lonng_Water02,-40 0 51,0 0 0 255,Sound/Stage/light_stage_bgm,0.7,0,Sound/new/GK_win,Sound/new/GK_lost,Sound/dub/deerlord_boss_cute,-117,-59.2,102.7,64.3,textures/minimap/Lonng_Water02,1136,639,9-8,,0,6000101|6000201|6000301|6000401|6000501,0,2,3,21087,21087,0,21089,0,0,3,6500,118100,2000,74464,0,0,2001,2002,99,1,0,,180,0,0,0,0,0,0,1,21,6,100,25,1,2,0,0,0,0,0,0,1,0,15,3,118100,0,0
21089,2,2,水之境,游云青龙在守护着，击败他离获得[ff9900]星相石碎片[ffffff]又近了一步,Lonng_Water01,-27 0 30,0 0 0 255,Sound/Stage/light_stage_bgm,0.7,0,Sound/new/GK_win,Sound/new/GK_lost,Sound/dub/monkey_boss_cute,-90,-44.1,75.7,49.1,textures/minimap/Lonng_Water01,1136,639,9-9,,0,6000101|6000201|6000301|6000401|6000501,0,2,3,21088,21088,0,21090,0,0,3,6500,119700,2000,74469,0,0,2001,2002,10,1,0,,180,0,0,0,0,0,0,1,23,6,100,25,1,2,0,0,0,0,0,0,1,0,15,3,119700,0,0
21090,2,2,水之境,泽月罗仙在中等待着你的到来，击杀他，获得更多的[ff9900]星相石碎片[ffffff]！,Lonng_Water02,-40 0 51,0 0 0 255,Sound/Stage/light_stage_bgm,0.7,0,Sound/new/GK_win,Sound/new/GK_lost,Sound/dub/hydra_boss_cute,-117,-59.2,102.7,64.3,textures/minimap/Lonng_Water02,1136,639,9-10,2000012#1,0,6000101|6000201|6000301|6000401|6000501,0,2,3,21089,21089,0,21091,0,40119,3,6500,126800,2000,74475,0,0,2001,2002,5,1,0,astrology_tip=集齐一百零八块星相石碎片，就能窥探五境本源秘密！|astrology_num=星相石碎片*1,180,0,0,0,0,0,0,1,28,7,100,25,1,2,0,0,0,0,0,0,1,0,15,3,126800,0,0
21091,2,2,阳之境,大王蛇女在埋伏了不少妖魔，做好准备击败他吧！,Immortal_cliff_2,47 0 -3,0 0 0 255,Sound/Stage/blue_stage_bgm,0.7,0,Sound/new/GK_win,Sound/new/GK_lost,Sound/dub/evilsnake_boss_cute,-106.7,-53.5,92.4,58.5,textures/minimap/Immortal_cliff_2,1618,910,10-1,,0,6000101|6000201|6000301|6000401|6000501,0,2,3,21090,21090,0,21092,0,40125,3,6500,126800,2000,74481,0,0,2001,2002,99,1,0,,180,0,0,0,0,0,0,1,23,7,100,25,1,4,0,0,0,0,0,0,1,0,15,3,126800,0,0
21092,2,2,阳之境,雷震童子在中的某个角落中准备将你一击致命！,Immortal_cliff_3,-9 0 30,0 0 0 255,Sound/Stage/green_stage_bgm,0.7,0,Sound/new/GK_win,Sound/new/GK_lost,Sound/dub/lightningmaster_boss_cute,-117.3,-59.4,103.1,64.5,textures/minimap/Immortal_cliff_3,1225,689,10-2,,0,6000101|6000201|6000301|6000401|6000501,0,2,3,21091,21091,0,21093,0,0,3,6500,132700,2000,74486,0,0,2001,2002,99,1,0,,180,0,0,0,0,0,0,1,26,8,100,25,1,4,0,0,0,0,0,0,1,0,15,3,132700,0,0
21093,2,2,阳之境,猫天师在里已经做好了准备，就等你自投罗网了！,Immortal_cliff_3,2 -1 -48,0 0 0 255,Sound/Stage/blue_stage_bgm,0.7,0,Sound/new/GK_win,Sound/new/GK_lost,Sound/dub/catimp_boss_cute,-117.3,-59.4,103.1,64.5,textures/minimap/Immortal_cliff_3,1225,689,10-3,,0,6000101|6000201|6000301|6000401|6000501,0,2,3,21092,21092,0,21094,0,0,3,6500,138700,2000,74492,0,0,2001,2002,10,1,0,,180,0,0,0,0,0,0,1,28,8,100,25,1,4,0,0,0,0,0,0,1,0,15,3,138700,0,0
