INDEX,NAME,CLASS,INFO,MODEL,RENDER_TYPE,HEAD_ATLAS_NAME,HEAD_SPRITE_NAME,ELEMENT_INDEX,STAR_LEVEL,SCALE,UI_SCALE,MOVE_SPEED,LOOKBOUND,AI_TIME,SKILL_COOLDOWN,ATTACK_SKILL,BASE_ATTACK,BASE_HP,PHYSICAL_DEFENCE,MAGIC_DEFENCE,HIT,DODGE,ATTACKSPEED,CRITICAL_STRIKE,CHARM_DEF,FEAR_DEF,FREEZE_DEF,STUN_DEF,BEATBACK_DEF,KNOCKDOWN_DEF,HIT_RATE,MITIGATIONG,DROP_HP_MAX_NUM,DROP_HP,DROP_MP_MAX_NUM,DROP_MP,PET_SKILL_1,PET_SKILL_2,PET_SKILL_3,PET_SKILL_4,EFFECT,GREEN_REDUCTION,RED_REDUCTION,BLUE_REDUCTION,SHADOW_REDUCTION,GOLD_REDUCTION,DEFENCE_CRITICAL_STRIKE,CRITICAL_STRIKE_DAMAGE,CRITICAL_DAMAGE_DERATE,AUTO_HP,AUTO_MP,ATTACK_STATE_1,ATTACK_STATE_2,ATTACK_STATE_3,AFFECT_BUFFER_1,AFFECT_BUFFER_2,AFFECT_BUFFER_3,BELOW_HP_RATE,HP_SKILL,SKILL,PET_CD_1,PET_CD_2,PET_CD_3,PET_CD_4,FULING_ID
70236,烈碳符人,BOSS,3星火,11061,0,AvatarAtlas,icon_uncontrolmech_3_huo,0,3,1.2,0.8,6.3,11,0.05,0.9,400024,948,152547,0,0,9500,0,0,400,0,0,0,0,0,0,120,120,1,500,1,50,109061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30061
70237,江洋大盗,MONSTER,3星水,11018,0,AvatarAtlas,icon_flower_3_shui,1,3,0.9,0.9,5.9399999999999995,11,0.05,1,400010,703,58600,0,0,9500,0,0,400,0,0,0,0,0,0,120,120,1,5,1,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30018
70238,鹿力大仙,BOSS,4星水,11082,0,AvatarAtlas,icon_deerlord_4_shui,1,4,1.2,0.8,6.3,11,0.05,0.9,400046,859,234402,0,0,9500,0,0,400,0,0,0,0,0,0,120,120,1,5,1,50,109082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30082
70239,攀枝猿,MONSTER,3星水,11047,0,AvatarAtlas,icon_monkey_3_shui,1,3,0.9,0.9,6.3,11,0.05,1,400020,0,0,0,0,9500,0,0,400,0,0,0,0,0,0,120,120,1,500,1,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30047
70240,双面毒蛛,MONSTER,3星水,11071,0,AvatarAtlas,icon_spider_3_shui,1,3,0.9,0.9,4.680000000000001,11,0.2,1,400029,0,0,0,0,9500,0,0,400,0,0,0,0,0,0,120,120,1,500,1,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30071
70241,栖岸龟,MONSTER,1星水,11005,0,AvatarAtlas,icon_wugui_1_shui,1,1,0.9,0.9,5.58,11,0.05,1,400005,707,55810,0,0,9500,0,0,400,0,0,0,0,0,0,120,120,1,500,1,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30005
70242,碧波蝶,BOSS,3星水,11049,0,AvatarAtlas,icon_butterfly_3_shui,1,3,1.2,0.8,4.680000000000001,11,0.2,1,400021,872,223240,0,0,9500,0,0,400,0,0,0,0,0,0,120,120,1,500,1,50,109049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30049
70243,栖岸龟,MONSTER,1星水,11005,0,AvatarAtlas,icon_wugui_1_shui,1,1,0.9,0.9,5.58,11,0.05,1,400005,751,35455,0,0,9500,0,0,400,0,0,0,0,0,0,200,200,1,500,1,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30005
70244,涴沙浣熊,MONSTER,2星水,11009,0,AvatarAtlas,icon_civet_2_shui,1,2,0.8,0.8,5.58,11,0.05,1,400007,776,26591,0,0,9500,0,0,400,0,0,0,0,0,0,200,200,1,500,1,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30009
70245,涴沙浣熊,MONSTER,2星水,11009,0,AvatarAtlas,icon_civet_2_shui,1,2,0.8,0.8,5.58,11,0.05,1,400007,720,46508,0,0,9500,0,0,400,0,0,0,0,0,0,200,200,1,500,1,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30009
70246,沼泽木,BOSS,3星水,11064,0,AvatarAtlas,icon_treeman_3_shui,1,3,1.4,0.9,5.4,11,0.2,0.8,400026,927,186033,0,0,9500,0,0,400,0,0,0,0,0,0,200,200,1,500,1,50,109064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30064
70247,碧波蝶,MONSTER,3星水,11049,0,AvatarAtlas,icon_butterfly_3_shui,1,3,0.8,0.8,4.680000000000001,11,0.2,1,400021,719,49298,0,0,9500,0,0,400,0,0,0,0,0,0,200,200,1,5,1,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30049
70248,魔化武士,BOSS,4星阴,11084,0,AvatarAtlas,icon_mohuawushi_4_shui,4,4,1.7,1.1,5.1,11,0.05,0.95,400050,922,197195,0,0,9500,0,0,400,0,0,0,0,0,0,200,200,1,5,1,50,109084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30084
70249,沸水符人,MONSTER,3星水,11059,0,AvatarAtlas,icon_uncontrolmech_3_shui,1,3,0.8,0.8,5.4,11,0.2,0.8,400024,712,61391,0,0,9500,0,0,400,0,0,0,0,0,0,200,200,1,5,1,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30059
70250,珠贝仙子,BOSS,5星水,11094,0,AvatarAtlas,icon_zhubeixianzi_5_shui,1,5,2,1.3,5.9399999999999995,11,0.05,0.7,400072,893,245564,0,0,9500,0,0,400,0,0,0,0,0,0,200,200,1,5,1,50,109094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30094
70251,灼风熊哥,MONSTER,2星火,11041,0,AvatarAtlas,icon_panda_2_huo,0,2,0.9,1,6.3,11,0.05,1.3,400016,741,32730,0,0,9500,0,0,400,0,0,0,0,0,0,200,200,1,500,1,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30041
70252,烈烈雀,MONSTER,2星火,11038,0,AvatarAtlas,icon_maque_2_huo,0,2,0.6,0.6,5.9399999999999995,11,0.05,0.8,400013,764,24547,0,0,9500,0,0,400,0,0,0,0,0,0,200,200,1,500,1,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30038
70253,清水灵狐,MONSTER,2星阳,11006,0,AvatarAtlas,icon_fox_2_yang,3,2,0.9,0.9,5.58,11,0.2,1,400006,714,42504,0,0,9500,0,0,400,0,0,0,0,0,0,200,200,1,500,1,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30006
70254,点赞圣手,BOSS,3星阳,11044,0,AvatarAtlas,icon_spirit_3_yang,3,3,1.4,0.9,4.680000000000001,11,0.2,1,400017,902,170016,0,0,9500,0,0,400,0,0,0,0,0,0,200,200,1,500,1,50,109044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30044
70255,纵火大盗,MONSTER,3星火,11020,0,AvatarAtlas,icon_flower_3_huo,0,3,0.9,0.9,6.3,11,0.05,1,400010,741,34094,0,0,9500,0,0,400,0,0,0,0,0,0,200,200,1,500,1,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30020
70256,光明闪蝶,MONSTER,3星火,11051,0,AvatarAtlas,icon_butterfly_3_huo,0,3,0.8,0.8,6.3,11,0.05,1.3,400021,764,25570,0,0,9500,0,0,400,0,0,0,0,0,0,200,200,1,500,1,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30051
70257,天师喵,MONSTER,2星阳,11026,0,AvatarAtlas,icon_catimp_2_yang,3,2,0.8,0.8,4.680000000000001,11,0.2,0.9,400012,713,45402,0,0,9500,0,0,400,0,0,0,0,0,0,200,200,1,500,1,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30026
70258,双尾圣灵,BOSS,3星阳,11067,0,AvatarAtlas,icon_shuangweiyouhun_3_yang,3,3,1.7,1.1,5.58,11,0.05,1,400027,896,181608,0,0,9500,0,0,400,0,0,0,0,0,0,200,200,1,500,1,50,109067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30067
70259,吉祥仙女,MONSTER,3星阳,11069,0,AvatarAtlas,icon_fairy_3_yang,3,3,0.9,0.9,5.58,11,0.05,1,400028,700,61824,0,0,9500,0,0,400,0,0,0,0,0,0,200,200,1,5,1,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30069
70260,天翼隼,BOSS,4星阳,11089,0,AvatarAtlas,icon_tianyi_4_yang,3,4,1.4,0.9,5.4,11,0.2,0.8,400063,847,247296,0,0,9500,0,0,400,0,0,0,0,0,0,200,200,1,5,1,50,109089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30089
70261,点赞圣手,MONSTER,3星阳,11044,0,AvatarAtlas,icon_spirit_3_yang,3,3,0.9,0.9,4.680000000000001,11,0.2,1,400017,742,35457,0,0,9500,0,0,400,0,0,0,0,0,0,200,200,1,500,1,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30044
70262,戏火小狐,MONSTER,2星火,11008,0,AvatarAtlas,icon_fox_2_huo,0,2,0.9,0.9,6.3,11,0.05,0.95,400006,765,26593,0,0,9500,0,0,400,0,0,0,0,0,0,200,200,1,500,1,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30008
70263,福运童子,MONSTER,3星阳,11052,0,AvatarAtlas,icon_zombie_2_yang,3,2,0.9,0.9,6.3,11,0.05,1,400022,714,46368,0,0,9500,0,0,400,0,0,0,0,0,0,200,200,1,500,1,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30052
70264,吉祥仙女,BOSS,3星阳,11069,0,AvatarAtlas,icon_fairy_3_yang,3,3,1.4,0.9,5.58,11,0.05,1,400028,902,185472,0,0,9500,0,0,400,0,0,0,0,0,0,200,200,1,500,1,50,109069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30069
70265,狂炎木,MONSTER,3星火,11066,0,AvatarAtlas,icon_treeman_3_huo,0,3,0.9,0.9,5.58,11,0.2,1,400026,750,34094,0,0,9500,0,0,400,0,0,0,0,0,0,200,200,1,500,1,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30066
70266,清水灵狐,MONSTER,2星阳,11006,0,AvatarAtlas,icon_fox_2_yang,3,2,0.9,0.9,5.58,11,0.2,1,400006,775,25570,0,0,9500,0,0,400,0,0,0,0,0,0,200,200,1,500,1,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30006
70267,冲天虎,MONSTER,2星阳,11024,0,AvatarAtlas,icon_hu_2_yang,3,2,0.9,0.9,5.58,11,0.05,1,400011,719,45402,0,0,9500,0,0,400,0,0,0,0,0,0,200,200,1,500,1,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30024
70268,迷踪影狐,BOSS,3星阳,11057,0,AvatarAtlas,icon_evilfox_3_yang,3,3,1.4,0.9,5.4,11,0.2,0.8,400023,920,181608,0,0,9500,0,0,400,0,0,0,0,0,0,200,200,1,500,1,50,109057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30057
70269,幽冥虎,MONSTER,2星阴,11025,0,AvatarAtlas,icon_hu_2_yin,4,2,0.9,0.9,6.3,11,0.05,1,400011,701,64229,0,0,9500,0,0,400,0,0,0,0,0,0,200,200,1,5,1,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30025
70270,夺魄,BOSS,4星阴,11078,0,AvatarAtlas,icon_duopo_4_yin,4,4,1.5,1,5.4,11,0.2,1,400038,850,256916,0,0,9500,0,0,400,0,0,0,0,0,0,200,200,1,5,1,50,109078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30078
70271,破土符妖,MONSTER,2星阴,11032,0,AvatarAtlas,icon_runeimp_2_yin,4,2,0.6,0.6,5.9399999999999995,11,0.05,0.7,400003,0,0,0,0,9500,0,0,400,0,0,0,0,0,0,200,200,1,500,1,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30032
70272,鬼探喵,MONSTER,2星阴,11027,0,AvatarAtlas,icon_catimp_2_yin,4,2,0.8,0.8,5.4,11,0.2,1.2,400012,0,0,0,0,9500,0,0,400,0,0,0,0,0,0,200,200,1,500,1,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30027
70273,松子鼠,MONSTER,1星阴,11004,0,AvatarAtlas,icon_fox_1_yin,4,1,0.9,0.9,5.9399999999999995,11,0.05,1,400004,705,62282,0,0,9500,0,0,400,0,0,0,0,0,0,200,200,1,500,1,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30004
70274,点赞狂魔,BOSS,3星阴,11045,0,AvatarAtlas,icon_spirit_3_yin,4,3,1.4,0.9,5.9399999999999995,11,0.05,1,400017,865,249130,0,0,9500,0,0,400,0,0,0,0,0,0,200,200,1,500,1,50,109045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30045
70275,幽火熊哥,MONSTER,2星阴,11043,0,AvatarAtlas,icon_panda_2_yin,4,2,0.9,1,5.4,11,0.2,0.8,400016,751,37094,0,0,9500,0,0,400,0,0,0,0,0,0,280,280,1,500,1,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30043
70276,九尾冥狐,MONSTER,3星阴,11058,0,AvatarAtlas,icon_evilfox_3_yin,4,3,0.9,0.9,4.680000000000001,11,0.2,1,400023,776,27821,0,0,9500,0,0,400,0,0,0,0,0,0,280,280,1,500,1,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30058
70277,僵尸娃娃,MONSTER,3星阴,11053,0,AvatarAtlas,icon_zombie_2_yin,4,2,0.9,0.9,5.4,11,0.2,0.8,400022,719,49631,0,0,9500,0,0,400,0,0,0,0,0,0,280,280,1,500,1,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,30053
70278,九尾冥狐,BOSS,3星阴,11058,0,AvatarAtlas,icon_evilfox_3_yin,4,3,1.4,0.9,4.680000000000001,11,0.2,1,400023,922,198526,0,0,9500,0,0,400,0,0,0,0,0,0,280,280,1,500,1,50,109058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30058
70279,九尾冥狐,MONSTER,3星阴,11058,0,AvatarAtlas,icon_evilfox_3_yin,4,3,0.9,0.9,4.680000000000001,11,0.2,1,400023,930,54450,0,0,9500,0,0,400,0,0,0,0,0,0,280,280,1,5,1,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30058
70280,冥界战将,BOSS,4星阴,11083,0,AvatarAtlas,icon_mingjiezhanjiang_4_yin,4,4,1.4,0.9,6.3,11,0.05,0.9,400049,1164,217800,0,0,9500,0,0,400,0,0,0,0,0,0,280,280,1,5,1,50,109083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30083
70281,九尾冥狐,MONSTER,3星阴,11058,0,AvatarAtlas,icon_evilfox_3_yin,4,3,0.9,0.9,4.680000000000001,11,0.2,1,400023,1046,89717,0,0,9500,0,0,400,0,0,0,0,0,0,280,280,1,5,1,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30058
70282,傀儡魔甲,BOSS,5星阴,11102,0,AvatarAtlas,icon_gintan_5_yin,4,5,1.4,0.9,5.58,11,0.05,1,400086,1250,358868,0,0,9500,0,0,400,0,0,0,0,0,0,280,280,1,5,1,50,109102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30102
70283,江洋大盗,MONSTER,3星水,11018,0,AvatarAtlas,icon_flower_3_shui,1,3,0.9,0.9,5.9399999999999995,11,0.05,1,400010,1091,54924,0,0,9500,0,0,400,0,0,0,0,0,0,280,280,1,500,1,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30018
70284,浴雨狐妖,MONSTER,3星水,11054,0,AvatarAtlas,icon_evilfox_3_shui,1,3,0.9,0.9,4.680000000000001,11,0.2,1,400023,1115,41193,0,0,9500,0,0,400,0,0,0,0,0,0,280,280,1,500,1,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30054
70285,青叶雀,MONSTER,2星木,11037,0,AvatarAtlas,icon_maque_2_mu,2,2,0.6,0.6,5.04,11,0.2,1.5,400013,1061,71325,0,0,9500,0,0,400,0,0,0,0,0,0,280,280,1,500,1,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30037
70286,峰山木,BOSS,3星木,11065,0,AvatarAtlas,icon_treeman_3_mu,2,3,1.4,0.9,4.680000000000001,11,0.2,1,400026,1266,285303,0,0,9500,0,0,400,0,0,0,0,0,0,280,280,1,500,1,50,109065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30065
70287,峰山木,MONSTER,3星木,11065,0,AvatarAtlas,icon_treeman_3_mu,2,3,0.9,0.9,4.680000000000001,11,0.2,1,400026,1087,56755,0,0,9500,0,0,400,0,0,0,0,0,0,280,280,1,500,1,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30065
70288,黑寡妇,MONSTER,3星木,11072,0,AvatarAtlas,icon_spider_3_mu,2,3,0.9,0.9,5.9399999999999995,11,0.05,1,400029,1111,42566,0,0,9500,0,0,400,0,0,0,0,0,0,280,280,1,500,1,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30072
70289,翠翅蝶,MONSTER,3星木,11050,0,AvatarAtlas,icon_butterfly_3_mu,2,3,0.8,0.8,5.9399999999999995,11,0.05,1,400021,1057,75216,0,0,9500,0,0,400,0,0,0,0,0,0,280,280,1,500,1,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30050
70290,承旭猿,BOSS,3星木,11048,0,AvatarAtlas,icon_monkey_3_mu,2,3,1.4,0.9,5.4,11,0.2,0.8,400020,1252,300865,0,0,9500,0,0,400,0,0,0,0,0,0,280,280,1,500,1,50,109048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30048
70291,藏树狐妖,MONSTER,3星木,11055,0,AvatarAtlas,icon_evilfox_3_mu,2,3,0.9,0.9,5.9399999999999995,11,0.05,1,400023,1047,101153,0,0,9500,0,0,400,0,0,0,0,0,0,280,280,1,5,1,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30055
70292,羊力大仙,BOSS,4星木,11090,0,AvatarAtlas,icon_coatlord_4_mu,2,4,2,1.3,5.1,11,0.05,1,400066,1212,404612,0,0,9500,0,0,400,0,0,0,0,0,0,280,280,1,5,1,50,109090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30090
70293,沼泽木,MONSTER,3星水,11064,0,AvatarAtlas,icon_treeman_3_shui,1,3,0.9,0.9,5.4,11,0.2,0.8,400026,1095,54924,0,0,9500,0,0,400,0,0,0,0,0,0,280,280,1,500,1,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30064
70294,吐火浣熊,MONSTER,2星木,11011,0,AvatarAtlas,icon_civet_2_mu,2,2,0.8,0.8,5.58,11,0.2,1,400007,1121,41193,0,0,9500,0,0,400,0,0,0,0,0,0,280,280,1,500,1,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30011
70295,黑寡妇,MONSTER,3星木,11072,0,AvatarAtlas,icon_spider_3_mu,2,3,0.9,0.9,5.9399999999999995,11,0.05,1,400029,1062,73919,0,0,9500,0,0,400,0,0,0,0,0,0,280,280,1,500,1,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30072
70296,采花大盗,BOSS,3星木,11019,0,AvatarAtlas,icon_flower_3_mu,2,3,1.4,0.9,5.58,11,0.05,1,400010,1269,295678,0,0,9500,0,0,400,0,0,0,0,0,0,280,280,1,500,1,50,109053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30019
70297,巨藤符妖,MONSTER,2星木,11030,0,AvatarAtlas,icon_runeimp_2_mu,2,2,0.6,0.6,4.680000000000001,11,0.2,0.9,400003,1094,60417,0,0,9500,0,0,400,0,0,0,0,0,0,280,280,1,500,1,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30030
70298,缠藤鸟,MONSTER,2星木,11013,0,AvatarAtlas,icon_mechbird_2_mu,2,2,1,1,6.3,11,0.05,0.95,400008,1120,45312,0,0,9500,0,0,400,0,0,0,0,0,0,280,280,1,500,1,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30013
70299,爆木符人,MONSTER,3星木,11060,0,AvatarAtlas,icon_uncontrolmech_3_mu,2,3,0.8,0.8,4.680000000000001,11,0.2,1,400024,1062,80403,0,0,9500,0,0,400,0,0,0,0,0,0,280,280,1,500,1,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30060
70300,翠翅蝶,BOSS,3星木,11050,0,AvatarAtlas,icon_butterfly_3_mu,2,3,1.2,0.8,5.9399999999999995,11,0.05,1,400021,1269,321614,0,0,9500,0,0,400,0,0,0,0,0,0,280,280,1,500,1,50,109050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30050
70301,姬鬼狼蛛,MONSTER,3星火,11073,0,AvatarAtlas,icon_spider_3_huo,0,3,0.9,0.9,4.680000000000001,11,0.2,0.8,400029,1047,106340,0,0,9500,0,0,400,0,0,0,0,0,0,280,280,1,5,1,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30073
70302,虎力大仙,BOSS,4星火,11079,0,AvatarAtlas,icon_tigerlord_4_huo,0,4,1.5,1,4.680000000000001,11,0.2,1,400041,1210,425361,0,0,9500,0,0,400,0,0,0,0,0,0,280,280,1,5,1,50,109079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30079
70303,揽月猿,MONSTER,3星火,11046,0,AvatarAtlas,icon_monkey_3_huo,0,3,0.9,0.9,6.3,11,0.05,1.3,400020,0,0,0,0,9500,0,0,400,0,0,0,0,0,0,280,280,1,500,1,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30046
70304,烈烈雀,MONSTER,2星火,11038,0,AvatarAtlas,icon_maque_2_huo,0,2,0.6,0.6,5.9399999999999995,11,0.05,0.8,400013,0,0,0,0,9500,0,0,400,0,0,0,0,0,0,280,280,1,500,1,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30038
70305,光明闪蝶,MONSTER,3星火,11051,0,AvatarAtlas,icon_butterfly_3_huo,0,3,0.8,0.8,6.3,11,0.05,1.3,400021,1049,106340,0,0,9500,0,0,400,0,0,0,0,0,0,280,280,1,500,1,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30051
70306,揽月猿,BOSS,3星火,11046,0,AvatarAtlas,icon_monkey_3_huo,0,3,1.4,0.9,6.3,11,0.05,1.3,400020,1219,425361,0,0,9500,0,0,400,0,0,0,0,0,0,280,280,1,500,1,50,109046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30046
70307,烈碳符人,MONSTER,3星火,11061,0,AvatarAtlas,icon_uncontrolmech_3_huo,0,3,0.8,0.8,6.3,11,0.05,0.9,400024,1097,68031,0,0,9500,0,0,400,0,0,0,0,0,0,360,360,1,500,1,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30061
70308,光明闪蝶,MONSTER,3星火,11051,0,AvatarAtlas,icon_butterfly_3_huo,0,3,0.8,0.8,6.3,11,0.05,1.3,400021,1123,51023,0,0,9500,0,0,400,0,0,0,0,0,0,360,360,1,500,1,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30051
70309,惹火狐妖,MONSTER,3星火,11056,0,AvatarAtlas,icon_evilfox_3_huo,0,3,0.9,0.9,6.3,11,0.05,0.9,400023,1064,89494,0,0,9500,0,0,400,0,0,0,0,0,0,360,360,1,500,1,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30056
70310,狂炎木,BOSS,3星火,11066,0,AvatarAtlas,icon_treeman_3_huo,0,3,1.4,0.9,5.58,11,0.2,1,400026,1279,357976,0,0,9500,0,0,400,0,0,0,0,0,0,360,360,1,500,1,50,109066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30066
