INT,STRING,STRING,STRING,STRING,INT,INT,INT,INT,INT
646,生命上限,hp上限数值,SmalliconAtlas,skill_hp,72004,7,52450000,100,1
647,生命上限,hp上限百分比,SmalliconAtlas,skill_hpper,72004,8,8605,100,1
648,暴击伤害减免,暴击伤害减免,SmalliconAtlas,skill_damageredu,72004,31,7500,100,
649,闪避,闪避百分比,SmalliconAtlas,skill_dodge,72004,30,5000,60,
650,伤害减免,伤害减免百分比,SmalliconAtlas,skill_damageredu,72004,24,3000,60,
651,生命恢复,生命恢复,SmalliconAtlas,skill_hp,72004,32,500000,60,
652,移动速度,移动速度百分比,SmalliconAtlas,skill_dodge,72004,26,7500,60,
653,魔法上限,mp上限数值,SmalliconAtlas,skill_mp,73001,11,1020000,100,1
654,魔法上限,mp上限百分比,SmalliconAtlas,skill_mpper,73001,12,3188,100,1
655,恐惧抵抗,抗恐惧,SmalliconAtlas,skill_resfear,73001,19,2400,60,
656,魅惑抵抗,抗魅惑,SmalliconAtlas,skill_rescharm,73001,20,2400,60,
657,眩晕抵抗,抗晕,SmalliconAtlas,skill_res,73001,18,2400,60,
658,冰冻抵抗,抗冰,SmalliconAtlas,skill_resice,73001,21,2400,60,
659,魔法恢复,魔法恢复,SmalliconAtlas,skill_mp,73001,33,60000,60,
660,魔法上限,mp上限数值,SmalliconAtlas,skill_mp,73002,11,1449000,100,1
661,魔法上限,mp上限百分比,SmalliconAtlas,skill_mpper,73002,12,4415,100,1
662,恐惧抵抗,抗恐惧,SmalliconAtlas,skill_resfear,73002,19,3588,60,
663,魅惑抵抗,抗魅惑,SmalliconAtlas,skill_rescharm,73002,20,3588,60,
664,眩晕抵抗,抗晕,SmalliconAtlas,skill_res,73002,18,3588,60,
665,冰冻抵抗,抗冰,SmalliconAtlas,skill_resice,73002,21,3588,60,
666,魔法恢复,魔法恢复,SmalliconAtlas,skill_mp,73002,33,89700,60,
667,魔法上限,mp上限数值,SmalliconAtlas,skill_mp,73003,11,1878000,100,1
668,魔法上限,mp上限百分比,SmalliconAtlas,skill_mpper,73003,12,5641,100,1
669,恐惧抵抗,抗恐惧,SmalliconAtlas,skill_resfear,73003,19,4776,60,
670,魅惑抵抗,抗魅惑,SmalliconAtlas,skill_rescharm,73003,20,4776,60,
671,眩晕抵抗,抗晕,SmalliconAtlas,skill_res,73003,18,4776,60,
672,冰冻抵抗,抗冰,SmalliconAtlas,skill_resice,73003,21,4776,60,
673,魔法恢复,魔法恢复,SmalliconAtlas,skill_mp,73003,33,119400,60,
674,魔法上限,mp上限数值,SmalliconAtlas,skill_mp,73004,11,2320000,100,1
675,魔法上限,mp上限百分比,SmalliconAtlas,skill_mpper,73004,12,6905,100,1
676,恐惧抵抗,抗恐惧,SmalliconAtlas,skill_resfear,73004,19,6000,60,
677,魅惑抵抗,抗魅惑,SmalliconAtlas,skill_rescharm,73004,20,6000,60,
678,眩晕抵抗,抗晕,SmalliconAtlas,skill_res,73004,18,6000,60,
679,冰冻抵抗,抗冰,SmalliconAtlas,skill_resice,73004,21,6000,60,
680,魔法恢复,魔法恢复,SmalliconAtlas,skill_mp,73004,33,150000,60,
681,生命上限,hp上限数值,SmalliconAtlas,skill_hp,74001,7,20690000,100,1
682,生命上限,hp上限百分比,SmalliconAtlas,skill_hpper,74001,8,3635,100,1
683,攻击力,攻击,SmalliconAtlas,skill_atk,74001,1,1260000,100,1
684,攻击力,攻击百分比,SmalliconAtlas,skill_hitper,74001,2,3638,100,1
685,暴击,暴击率,SmalliconAtlas,skill_cstrike,74001,16,2000,100,1
686,暴击伤害,暴击伤害,SmalliconAtlas,skill_cdamage,74001,17,2000,100,1
687,暴击伤害减免,暴击伤害减免,SmalliconAtlas,skill_damageredu,74001,31,3000,100,
688,命中,命中百分比,SmalliconAtlas,skill_hit,74001,14,3000,60,1
689,闪避,闪避百分比,SmalliconAtlas,skill_dodge,74001,30,2000,60,
690,伤害减免,伤害减免百分比,SmalliconAtlas,skill_damageredu,74001,24,1200,60,
691,攻击速度,攻击速度百分比,SmalliconAtlas,skill_dodge,74001,28,2000,60,
692,生命恢复,生命恢复,SmalliconAtlas,skill_hp,74001,32,200000,60,
693,移动速度,移动速度百分比,SmalliconAtlas,skill_dodge,74001,26,3000,60,
694,生命上限,hp上限数值,SmalliconAtlas,skill_hp,74002,7,31170800,100,1
695,生命上限,hp上限百分比,SmalliconAtlas,skill_hpper,74002,8,5275,100,1
696,攻击力,攻击,SmalliconAtlas,skill_atk,74002,1,1893600,100,1
697,攻击力,攻击百分比,SmalliconAtlas,skill_hitper,74002,2,5281,100,1
698,暴击,暴击率,SmalliconAtlas,skill_cstrike,74002,16,2990,100,1
699,暴击伤害,暴击伤害,SmalliconAtlas,skill_cdamage,74002,17,2990,100,1
700,暴击伤害减免,暴击伤害减免,SmalliconAtlas,skill_damageredu,74002,31,4485,100,
701,命中,命中百分比,SmalliconAtlas,skill_hit,74002,14,4485,60,1
702,闪避,闪避百分比,SmalliconAtlas,skill_dodge,74002,30,2990,60,
703,伤害减免,伤害减免百分比,SmalliconAtlas,skill_damageredu,74002,24,1794,60,
704,攻击速度,攻击速度百分比,SmalliconAtlas,skill_dodge,74002,28,2990,60,
705,生命恢复,生命恢复,SmalliconAtlas,skill_hp,74002,32,299000,60,
706,移动速度,移动速度百分比,SmalliconAtlas,skill_dodge,74002,26,4485,60,
707,生命上限,hp上限数值,SmalliconAtlas,skill_hp,74003,7,41651600,100,1
708,生命上限,hp上限百分比,SmalliconAtlas,skill_hpper,74003,8,6915,100,1
709,攻击力,攻击,SmalliconAtlas,skill_atk,74003,1,2527200,100,1
710,攻击力,攻击百分比,SmalliconAtlas,skill_hitper,74003,2,6925,100,1
711,暴击,暴击率,SmalliconAtlas,skill_cstrike,74003,16,3980,100,1
712,暴击伤害,暴击伤害,SmalliconAtlas,skill_cdamage,74003,17,3980,100,1
713,暴击伤害减免,暴击伤害减免,SmalliconAtlas,skill_damageredu,74003,31,5970,100,
714,命中,命中百分比,SmalliconAtlas,skill_hit,74003,14,5970,60,1
715,闪避,闪避百分比,SmalliconAtlas,skill_dodge,74003,30,3980,60,
716,伤害减免,伤害减免百分比,SmalliconAtlas,skill_damageredu,74003,24,2388,60,
717,攻击速度,攻击速度百分比,SmalliconAtlas,skill_dodge,74003,28,3980,60,
718,生命恢复,生命恢复,SmalliconAtlas,skill_hp,74003,32,398000,60,
719,移动速度,移动速度百分比,SmalliconAtlas,skill_dodge,74003,26,5970,60,
720,生命上限,hp上限数值,SmalliconAtlas,skill_hp,74004,7,52450000,100,1
721,生命上限,hp上限百分比,SmalliconAtlas,skill_hpper,74004,8,8605,100,1
722,攻击力,攻击,SmalliconAtlas,skill_atk,74004,1,3180000,100,1
723,攻击力,攻击百分比,SmalliconAtlas,skill_hitper,74004,2,8618,100,1
724,暴击,暴击率,SmalliconAtlas,skill_cstrike,74004,16,5000,100,1
725,暴击伤害,暴击伤害,SmalliconAtlas,skill_cdamage,74004,17,5000,100,1
726,暴击伤害减免,暴击伤害减免,SmalliconAtlas,skill_damageredu,74004,31,7500,100,
727,命中,命中百分比,SmalliconAtlas,skill_hit,74004,14,7500,60,1
728,闪避,闪避百分比,SmalliconAtlas,skill_dodge,74004,30,5000,60,
729,伤害减免,伤害减免百分比,SmalliconAtlas,skill_damageredu,74004,24,3000,60,
730,攻击速度,攻击速度百分比,SmalliconAtlas,skill_dodge,74004,28,5000,60,
731,生命恢复,生命恢复,SmalliconAtlas,skill_hp,74004,32,500000,60,
732,移动速度,移动速度百分比,SmalliconAtlas,skill_dodge,74004,26,7500,60,
