INDEX,MONSTER,DRAMA_MONSTER,WAYPOINT,DESC,DELAY,GROUP
22088013,76474,0,19,名将水之境9-8,0,4
22088006,76475,0,20,名将水之境9-8,0,5
22088007,76475,0,21,名将水之境9-8,0,5
22088008,76475,0,22,名将水之境9-8,0,5
22088010,76476,0,23,名将水之境9-8,0,5
22089035,76477,0,0,名将水之境9-9,0,1
22089034,76477,0,1,名将水之境9-9,0,1
22089033,76478,0,2,名将水之境9-9,0,1
22089032,76478,0,3,名将水之境9-9,0,1
22089031,76478,0,4,名将水之境9-9,0,1
22089029,76471,0,5,名将水之境9-9,0,2
22089028,76471,0,6,名将水之境9-9,0,2
22089027,76474,0,7,名将水之境9-9,0,2
22089026,76474,0,8,名将水之境9-9,0,2
22089025,76474,0,9,名将水之境9-9,0,2
22089023,76477,0,10,名将水之境9-9,0,3
22089022,76477,0,11,名将水之境9-9,0,3
22089021,76478,0,12,名将水之境9-9,0,3
22089020,76478,0,13,名将水之境9-9,0,3
22089019,76478,0,14,名将水之境9-9,0,3
22089017,76471,0,15,名将水之境9-9,0,4
22089016,76471,0,16,名将水之境9-9,0,4
22089015,76474,0,17,名将水之境9-9,0,4
22089014,76474,0,18,名将水之境9-9,0,4
22089013,76474,0,19,名将水之境9-9,0,4
22089009,76479,0,20,名将水之境9-9,0,5
22089010,76479,0,21,名将水之境9-9,0,5
22089011,76479,0,22,名将水之境9-9,0,5
22089007,76480,0,23,名将水之境9-9,0,5
22090006,76481,0,0,名将水之境9-10,0,1
22090007,76481,0,1,名将水之境9-10,0,1
22090008,76482,0,2,名将水之境9-10,0,1
22090009,76482,0,3,名将水之境9-10,0,1
22090010,76482,0,4,名将水之境9-10,0,1
22090012,76483,0,5,名将水之境9-10,0,2
22090013,76483,0,6,名将水之境9-10,0,2
22090014,76484,0,7,名将水之境9-10,0,2
22090015,76484,0,8,名将水之境9-10,0,2
22090016,76484,0,9,名将水之境9-10,0,2
22090018,76481,0,10,名将水之境9-10,0,3
22090019,76481,0,11,名将水之境9-10,0,3
22090020,76482,0,12,名将水之境9-10,0,3
22090021,76482,0,13,名将水之境9-10,0,3
22090022,76482,0,14,名将水之境9-10,0,3
22090024,76483,0,15,名将水之境9-10,0,4
22090025,76483,0,16,名将水之境9-10,0,4
22090026,76484,0,17,名将水之境9-10,0,4
22090027,76484,0,18,名将水之境9-10,0,4
22090028,76484,0,19,名将水之境9-10,0,4
22090032,76485,0,20,名将水之境9-10,0,5
22090031,76485,0,21,名将水之境9-10,0,5
22090030,76485,0,22,名将水之境9-10,0,5
22090034,76486,0,23,名将水之境9-10,0,5
22091029,76487,0,0,名将阳之境10-1,0,1
22091028,76487,0,1,名将阳之境10-1,0,1
22091027,76488,0,2,名将阳之境10-1,0,1
22091026,76488,0,3,名将阳之境10-1,0,1
22091025,76488,0,4,名将阳之境10-1,0,1
22091023,76489,0,5,名将阳之境10-1,0,2
22091022,76489,0,6,名将阳之境10-1,0,2
22091021,76490,0,7,名将阳之境10-1,0,2
22091020,76490,0,8,名将阳之境10-1,0,2
22091019,76490,0,9,名将阳之境10-1,0,2
22091017,76487,0,10,名将阳之境10-1,0,3
22091016,76487,0,11,名将阳之境10-1,0,3
22091015,76488,0,12,名将阳之境10-1,0,3
22091014,76488,0,13,名将阳之境10-1,0,3
22091013,76488,0,14,名将阳之境10-1,0,3
22091011,76489,0,15,名将阳之境10-1,0,4
22091010,76489,0,16,名将阳之境10-1,0,4
22091009,76490,0,17,名将阳之境10-1,0,4
22091008,76490,0,18,名将阳之境10-1,0,4
22091007,76490,0,19,名将阳之境10-1,0,4
22091003,76491,0,20,名将阳之境10-1,0,5
22091004,76491,0,21,名将阳之境10-1,0,5
22091005,76491,0,22,名将阳之境10-1,0,5
22091001,76492,0,23,名将阳之境10-1,0,5
22092000,76493,0,0,名将阳之境10-2,0,1
22092001,76493,0,1,名将阳之境10-2,0,1
22092002,76494,0,2,名将阳之境10-2,0,1
22092003,76494,0,3,名将阳之境10-2,0,1
22092004,76494,0,4,名将阳之境10-2,0,1
22092006,76495,0,5,名将阳之境10-2,0,2
22092007,76495,0,6,名将阳之境10-2,0,2
22092008,76488,0,7,名将阳之境10-2,0,2
22092009,76488,0,8,名将阳之境10-2,0,2
22092010,76488,0,9,名将阳之境10-2,0,2
22092012,76493,0,10,名将阳之境10-2,0,3
22092013,76493,0,11,名将阳之境10-2,0,3
22092014,76494,0,12,名将阳之境10-2,0,3
22092015,76494,0,13,名将阳之境10-2,0,3
22092016,76494,0,14,名将阳之境10-2,0,3
22092018,76495,0,15,名将阳之境10-2,0,4
22092019,76495,0,16,名将阳之境10-2,0,4
22092020,76488,0,17,名将阳之境10-2,0,4
22092021,76488,0,18,名将阳之境10-2,0,4
22092022,76488,0,19,名将阳之境10-2,0,4
22092029,76496,0,20,名将阳之境10-2,0,5
22092028,76496,0,21,名将阳之境10-2,0,5
22092027,76496,0,22,名将阳之境10-2,0,5
22092025,76497,0,23,名将阳之境10-2,0,5
22093006,76498,0,0,名将阳之境10-3,0,1
22093007,76498,0,1,名将阳之境10-3,0,1
22093008,76499,0,2,名将阳之境10-3,0,1
22093009,76499,0,3,名将阳之境10-3,0,1
22093010,76499,0,4,名将阳之境10-3,0,1
22093012,76500,0,5,名将阳之境10-3,0,2
22093013,76500,0,6,名将阳之境10-3,0,2
22093014,76499,0,7,名将阳之境10-3,0,2
22093015,76499,0,8,名将阳之境10-3,0,2
22093016,76499,0,9,名将阳之境10-3,0,2
22093018,76498,0,10,名将阳之境10-3,0,3
22093019,76498,0,11,名将阳之境10-3,0,3
22093020,76499,0,12,名将阳之境10-3,0,3
22093021,76499,0,13,名将阳之境10-3,0,3
22093022,76499,0,14,名将阳之境10-3,0,3
22093024,76500,0,15,名将阳之境10-3,0,4
22093025,76500,0,16,名将阳之境10-3,0,4
22093026,76499,0,17,名将阳之境10-3,0,4
22093027,76499,0,18,名将阳之境10-3,0,4
22093028,76499,0,19,名将阳之境10-3,0,4
22093032,76501,0,20,名将阳之境10-3,0,5
22093031,76501,0,21,名将阳之境10-3,0,5
22093030,76501,0,22,名将阳之境10-3,0,5
22093034,76502,0,23,名将阳之境10-3,0,5
22094029,76498,0,0,名将阳之境10-4,0,1
22094028,76498,0,1,名将阳之境10-4,0,1
22094027,76503,0,2,名将阳之境10-4,0,1
22094026,76503,0,3,名将阳之境10-4,0,1
22094025,76503,0,4,名将阳之境10-4,0,1
22094023,76504,0,5,名将阳之境10-4,0,2
22094022,76504,0,6,名将阳之境10-4,0,2
22094021,76505,0,7,名将阳之境10-4,0,2
22094020,76505,0,8,名将阳之境10-4,0,2
22094019,76505,0,9,名将阳之境10-4,0,2
22094017,76498,0,10,名将阳之境10-4,0,3
22094016,76498,0,11,名将阳之境10-4,0,3
22094015,76503,0,12,名将阳之境10-4,0,3
22094014,76503,0,13,名将阳之境10-4,0,3
22094013,76503,0,14,名将阳之境10-4,0,3
22094011,76504,0,15,名将阳之境10-4,0,4
22094010,76504,0,16,名将阳之境10-4,0,4
22094009,76505,0,17,名将阳之境10-4,0,4
22094008,76505,0,18,名将阳之境10-4,0,4
22094007,76505,0,19,名将阳之境10-4,0,4
22094003,76506,0,20,名将阳之境10-4,0,5
22094004,76506,0,21,名将阳之境10-4,0,5
22094005,76506,0,22,名将阳之境10-4,0,5
22094001,76507,0,23,名将阳之境10-4,0,5
22095006,76498,0,0,名将阳之境10-5,0,1
22095007,76498,0,1,名将阳之境10-5,0,1
22095008,76499,0,2,名将阳之境10-5,0,1
22095009,76499,0,3,名将阳之境10-5,0,1
22095010,76499,0,4,名将阳之境10-5,0,1
22095012,76504,0,5,名将阳之境10-5,0,2
22095013,76504,0,6,名将阳之境10-5,0,2
22095014,76505,0,7,名将阳之境10-5,0,2
22095015,76505,0,8,名将阳之境10-5,0,2
22095016,76505,0,9,名将阳之境10-5,0,2
22095018,76498,0,10,名将阳之境10-5,0,3
22095019,76498,0,11,名将阳之境10-5,0,3
22095020,76499,0,12,名将阳之境10-5,0,3
22095021,76499,0,13,名将阳之境10-5,0,3
22095022,76499,0,14,名将阳之境10-5,0,3
22095024,76504,0,15,名将阳之境10-5,0,4
22095025,76504,0,16,名将阳之境10-5,0,4
22095026,76505,0,17,名将阳之境10-5,0,4
22095027,76505,0,18,名将阳之境10-5,0,4
22095028,76505,0,19,名将阳之境10-5,0,4
22095032,76508,0,20,名将阳之境10-5,0,5
22095031,76508,0,21,名将阳之境10-5,0,5
22095030,76508,0,22,名将阳之境10-5,0,5
22095034,76509,0,23,名将阳之境10-5,0,5
22096035,76510,0,0,名将阴之境10-6,0,1
22096034,76510,0,1,名将阴之境10-6,0,1
22096033,76511,0,2,名将阴之境10-6,0,1
22096032,76511,0,3,名将阴之境10-6,0,1
22096031,76511,0,4,名将阴之境10-6,0,1
22096029,76512,0,5,名将阴之境10-6,0,2
22096028,76512,0,6,名将阴之境10-6,0,2
22096027,76513,0,7,名将阴之境10-6,0,2
22096026,76513,0,8,名将阴之境10-6,0,2
22096025,76513,0,9,名将阴之境10-6,0,2
22096023,76510,0,10,名将阴之境10-6,0,3
22096022,76510,0,11,名将阴之境10-6,0,3
22096021,76511,0,12,名将阴之境10-6,0,3
22096020,76511,0,13,名将阴之境10-6,0,3
22096019,76511,0,14,名将阴之境10-6,0,3
22096017,76512,0,15,名将阴之境10-6,0,4
22096016,76512,0,16,名将阴之境10-6,0,4
22096015,76513,0,17,名将阴之境10-6,0,4
22096014,76513,0,18,名将阴之境10-6,0,4
22096013,76513,0,19,名将阴之境10-6,0,4
22096009,76514,0,20,名将阴之境10-6,0,5
22096010,76514,0,21,名将阴之境10-6,0,5
22096011,76514,0,22,名将阴之境10-6,0,5
22096007,76515,0,23,名将阴之境10-6,0,5
22097035,76512,0,0,名将阴之境10-7,0,1
22097034,76512,0,1,名将阴之境10-7,0,1
22097033,76513,0,2,名将阴之境10-7,0,1
22097032,76513,0,3,名将阴之境10-7,0,1
22097031,76513,0,4,名将阴之境10-7,0,1
22097029,76516,0,5,名将阴之境10-7,0,2
22097028,76516,0,6,名将阴之境10-7,0,2
22097027,76517,0,7,名将阴之境10-7,0,2
22097026,76517,0,8,名将阴之境10-7,0,2
22097025,76517,0,9,名将阴之境10-7,0,2
22097023,76512,0,10,名将阴之境10-7,0,3
22097022,76512,0,11,名将阴之境10-7,0,3
22097021,76513,0,12,名将阴之境10-7,0,3
22097020,76513,0,13,名将阴之境10-7,0,3
22097019,76513,0,14,名将阴之境10-7,0,3
22097017,76516,0,15,名将阴之境10-7,0,4
22097016,76516,0,16,名将阴之境10-7,0,4
22097015,76517,0,17,名将阴之境10-7,0,4
22097014,76517,0,18,名将阴之境10-7,0,4
22097013,76517,0,19,名将阴之境10-7,0,4
22097006,76518,0,20,名将阴之境10-7,0,5
22097007,76518,0,21,名将阴之境10-7,0,5
22097008,76518,0,22,名将阴之境10-7,0,5
22097010,76519,0,23,名将阴之境10-7,0,5
22098035,76520,0,0,名将阴之境10-8,0,1
22098034,76520,0,1,名将阴之境10-8,0,1
22098033,76521,0,2,名将阴之境10-8,0,1
22098032,76521,0,3,名将阴之境10-8,0,1
22098031,76521,0,4,名将阴之境10-8,0,1
22098029,76522,0,5,名将阴之境10-8,0,2
22098028,76522,0,6,名将阴之境10-8,0,2
22098027,76523,0,7,名将阴之境10-8,0,2
22098026,76523,0,8,名将阴之境10-8,0,2
22098025,76523,0,9,名将阴之境10-8,0,2
22098023,76520,0,10,名将阴之境10-8,0,3
22098022,76520,0,11,名将阴之境10-8,0,3
22098021,76521,0,12,名将阴之境10-8,0,3
22098020,76521,0,13,名将阴之境10-8,0,3
22098019,76521,0,14,名将阴之境10-8,0,3
22098017,76522,0,15,名将阴之境10-8,0,4
22098016,76522,0,16,名将阴之境10-8,0,4
22098015,76523,0,17,名将阴之境10-8,0,4
22098014,76523,0,18,名将阴之境10-8,0,4
22098013,76523,0,19,名将阴之境10-8,0,4
22098009,76524,0,20,名将阴之境10-8,0,5
22098010,76524,0,21,名将阴之境10-8,0,5
22098011,76524,0,22,名将阴之境10-8,0,5
22098007,76525,0,23,名将阴之境10-8,0,5
22099006,76526,0,0,名将阴之境10-9,0,1
22099007,76526,0,1,名将阴之境10-9,0,1
22099008,76523,0,2,名将阴之境10-9,0,1
22099009,76523,0,3,名将阴之境10-9,0,1
22099010,76523,0,4,名将阴之境10-9,0,1
22099012,76520,0,5,名将阴之境10-9,0,2
22099013,76520,0,6,名将阴之境10-9,0,2
22099014,76527,0,7,名将阴之境10-9,0,2
22099015,76527,0,8,名将阴之境10-9,0,2
22099016,76527,0,9,名将阴之境10-9,0,2
22099018,76526,0,10,名将阴之境10-9,0,3
22099019,76526,0,11,名将阴之境10-9,0,3
22099020,76523,0,12,名将阴之境10-9,0,3
22099021,76523,0,13,名将阴之境10-9,0,3
22099022,76523,0,14,名将阴之境10-9,0,3
22099024,76520,0,15,名将阴之境10-9,0,4
22099025,76520,0,16,名将阴之境10-9,0,4
22099026,76527,0,17,名将阴之境10-9,0,4
22099027,76527,0,18,名将阴之境10-9,0,4
22099028,76527,0,19,名将阴之境10-9,0,4
22099035,76528,0,20,名将阴之境10-9,0,5
22099034,76528,0,21,名将阴之境10-9,0,5
22099033,76528,0,22,名将阴之境10-9,0,5
22099031,76529,0,23,名将阴之境10-9,0,5
22100006,76530,0,0,名将阴之境10-10,0,1
22100007,76530,0,1,名将阴之境10-10,0,1
22100008,76531,0,2,名将阴之境10-10,0,1
22100009,76531,0,3,名将阴之境10-10,0,1
22100010,76531,0,4,名将阴之境10-10,0,1
22100012,76532,0,5,名将阴之境10-10,0,2
22100013,76532,0,6,名将阴之境10-10,0,2
22100014,76533,0,7,名将阴之境10-10,0,2
22100015,76533,0,8,名将阴之境10-10,0,2
22100016,76533,0,9,名将阴之境10-10,0,2
22100018,76530,0,10,名将阴之境10-10,0,3
22100019,76530,0,11,名将阴之境10-10,0,3
22100020,76531,0,12,名将阴之境10-10,0,3
22100021,76531,0,13,名将阴之境10-10,0,3
22100022,76531,0,14,名将阴之境10-10,0,3
22100024,76532,0,15,名将阴之境10-10,0,4
22100025,76532,0,16,名将阴之境10-10,0,4
22100026,76533,0,17,名将阴之境10-10,0,4
22100027,76533,0,18,名将阴之境10-10,0,4
22100028,76533,0,19,名将阴之境10-10,0,4
22100035,76534,0,20,名将阴之境10-10,0,5
22100034,76534,0,21,名将阴之境10-10,0,5
22100033,76534,0,22,名将阴之境10-10,0,5
22100031,76535,0,23,名将阴之境10-10,0,5
22101029,76536,0,0,名将木之境11-1,0,1
22101028,76536,0,1,名将木之境11-1,0,1
22101027,76537,0,2,名将木之境11-1,0,1
22101026,76537,0,3,名将木之境11-1,0,1
22101025,76537,0,4,名将木之境11-1,0,1
22101023,76538,0,5,名将木之境11-1,0,2
22101022,76538,0,6,名将木之境11-1,0,2
22101021,76539,0,7,名将木之境11-1,0,2
22101020,76539,0,8,名将木之境11-1,0,2
22101019,76539,0,9,名将木之境11-1,0,2
22101017,76536,0,10,名将木之境11-1,0,3
22101016,76536,0,11,名将木之境11-1,0,3
22101015,76537,0,12,名将木之境11-1,0,3
22101014,76537,0,13,名将木之境11-1,0,3
22101013,76537,0,14,名将木之境11-1,0,3
22101011,76538,0,15,名将木之境11-1,0,4
22101010,76538,0,16,名将木之境11-1,0,4
22101009,76539,0,17,名将木之境11-1,0,4
22101008,76539,0,18,名将木之境11-1,0,4
22101007,76539,0,19,名将木之境11-1,0,4
22101003,76540,0,20,名将木之境11-1,0,5
22101004,76540,0,21,名将木之境11-1,0,5
22101005,76540,0,22,名将木之境11-1,0,5
22101001,76541,0,23,名将木之境11-1,0,5
22102029,76542,0,0,名将木之境11-2,0,1
22102028,76542,0,1,名将木之境11-2,0,1
22102027,76543,0,2,名将木之境11-2,0,1
22102026,76543,0,3,名将木之境11-2,0,1
22102025,76543,0,4,名将木之境11-2,0,1
22102023,76544,0,5,名将木之境11-2,0,2
22102022,76544,0,6,名将木之境11-2,0,2
22102021,76545,0,7,名将木之境11-2,0,2
22102020,76545,0,8,名将木之境11-2,0,2
22102019,76545,0,9,名将木之境11-2,0,2
22102017,76542,0,10,名将木之境11-2,0,3
22102016,76542,0,11,名将木之境11-2,0,3
22102015,76543,0,12,名将木之境11-2,0,3
22102014,76543,0,13,名将木之境11-2,0,3
22102013,76543,0,14,名将木之境11-2,0,3
22102011,76544,0,15,名将木之境11-2,0,4
22102010,76544,0,16,名将木之境11-2,0,4
22102009,76545,0,17,名将木之境11-2,0,4
22102008,76545,0,18,名将木之境11-2,0,4
22102007,76545,0,19,名将木之境11-2,0,4
22102000,76546,0,20,名将木之境11-2,0,5
22102001,76546,0,21,名将木之境11-2,0,5
22102002,76546,0,22,名将木之境11-2,0,5
22102004,76547,0,23,名将木之境11-2,0,5
22103029,76548,0,0,名将木之境11-3,0,1
22103028,76548,0,1,名将木之境11-3,0,1
22103027,76549,0,2,名将木之境11-3,0,1
22103026,76549,0,3,名将木之境11-3,0,1
22103025,76549,0,4,名将木之境11-3,0,1
22103023,76550,0,5,名将木之境11-3,0,2
22103022,76550,0,6,名将木之境11-3,0,2
22103021,76551,0,7,名将木之境11-3,0,2
22103020,76551,0,8,名将木之境11-3,0,2
22103019,76551,0,9,名将木之境11-3,0,2
22103017,76548,0,10,名将木之境11-3,0,3
22103016,76548,0,11,名将木之境11-3,0,3
22103015,76549,0,12,名将木之境11-3,0,3
22103014,76549,0,13,名将木之境11-3,0,3
22103013,76549,0,14,名将木之境11-3,0,3
22103011,76550,0,15,名将木之境11-3,0,4
22103010,76550,0,16,名将木之境11-3,0,4
22103009,76551,0,17,名将木之境11-3,0,4
22103008,76551,0,18,名将木之境11-3,0,4
22103007,76551,0,19,名将木之境11-3,0,4
22103003,76552,0,20,名将木之境11-3,0,5
22103004,76552,0,21,名将木之境11-3,0,5
22103005,76552,0,22,名将木之境11-3,0,5
22103001,76553,0,23,名将木之境11-3,0,5
22104029,76554,0,0,名将木之境11-4,0,1
22104028,76554,0,1,名将木之境11-4,0,1
22104027,76555,0,2,名将木之境11-4,0,1
22104026,76555,0,3,名将木之境11-4,0,1
22104025,76555,0,4,名将木之境11-4,0,1
22104023,76550,0,5,名将木之境11-4,0,2
22104022,76550,0,6,名将木之境11-4,0,2
22104021,76556,0,7,名将木之境11-4,0,2
22104020,76556,0,8,名将木之境11-4,0,2
22104019,76556,0,9,名将木之境11-4,0,2
22104017,76554,0,10,名将木之境11-4,0,3
22104016,76554,0,11,名将木之境11-4,0,3
22104015,76555,0,12,名将木之境11-4,0,3
22104014,76555,0,13,名将木之境11-4,0,3
22104013,76555,0,14,名将木之境11-4,0,3
22104011,76550,0,15,名将木之境11-4,0,4
22104010,76550,0,16,名将木之境11-4,0,4
22104009,76556,0,17,名将木之境11-4,0,4
22104008,76556,0,18,名将木之境11-4,0,4
22104007,76556,0,19,名将木之境11-4,0,4
22104000,76557,0,20,名将木之境11-4,0,5
22104001,76557,0,21,名将木之境11-4,0,5
22104002,76557,0,22,名将木之境11-4,0,5
22104004,76558,0,23,名将木之境11-4,0,5
22105006,76550,0,0,名将木之境11-5,0,1
22105007,76550,0,1,名将木之境11-5,0,1
22105008,76551,0,2,名将木之境11-5,0,1
22105009,76551,0,3,名将木之境11-5,0,1
22105010,76551,0,4,名将木之境11-5,0,1
22105012,76559,0,5,名将木之境11-5,0,2
22105013,76559,0,6,名将木之境11-5,0,2
22105014,76560,0,7,名将木之境11-5,0,2
22105015,76560,0,8,名将木之境11-5,0,2
22105016,76560,0,9,名将木之境11-5,0,2
22105018,76550,0,10,名将木之境11-5,0,3
22105019,76550,0,11,名将木之境11-5,0,3
22105020,76551,0,12,名将木之境11-5,0,3
22105021,76551,0,13,名将木之境11-5,0,3
22105022,76551,0,14,名将木之境11-5,0,3
22105024,76550,0,15,名将木之境11-5,0,4
22105025,76550,0,16,名将木之境11-5,0,4
22105026,76551,0,17,名将木之境11-5,0,4
22105027,76551,0,18,名将木之境11-5,0,4
22105028,76551,0,19,名将木之境11-5,0,4
22105035,76561,0,20,名将木之境11-5,0,5
22105034,76561,0,21,名将木之境11-5,0,5
22105033,76561,0,22,名将木之境11-5,0,5
22105031,76562,0,23,名将木之境11-5,0,5
22106035,76563,0,0,名将火之境11-6,0,1
22106034,76563,0,1,名将火之境11-6,0,1
22106033,76564,0,2,名将火之境11-6,0,1
22106032,76564,0,3,名将火之境11-6,0,1
22106031,76565,0,4,名将火之境11-6,0,1
22106029,76566,0,5,名将火之境11-6,0,2
22106028,76566,0,6,名将火之境11-6,0,2
22106027,76567,0,7,名将火之境11-6,0,2
22106026,76567,0,8,名将火之境11-6,0,2
22106025,76568,0,9,名将火之境11-6,0,2
22106023,76563,0,10,名将火之境11-6,0,3
22106022,76563,0,11,名将火之境11-6,0,3
22106021,76564,0,12,名将火之境11-6,0,3
22106020,76564,0,13,名将火之境11-6,0,3
22106019,76565,0,14,名将火之境11-6,0,3
22106017,76566,0,15,名将火之境11-6,0,4
22106016,76566,0,16,名将火之境11-6,0,4
22106015,76567,0,17,名将火之境11-6,0,4
22106014,76567,0,18,名将火之境11-6,0,4
22106013,76568,0,19,名将火之境11-6,0,4
22106009,76569,0,20,名将火之境11-6,0,5
22106010,76569,0,21,名将火之境11-6,0,5
22106011,76569,0,22,名将火之境11-6,0,5
22106007,76570,0,23,名将火之境11-6,0,5
22107035,76566,0,0,名将火之境11-7,0,1
22107034,76566,0,1,名将火之境11-7,0,1
22107033,76571,0,2,名将火之境11-7,0,1
22107032,76571,0,3,名将火之境11-7,0,1
22107031,76567,0,4,名将火之境11-7,0,1
22107029,76566,0,5,名将火之境11-7,0,2
22107028,76566,0,6,名将火之境11-7,0,2
22107027,76567,0,7,名将火之境11-7,0,2
22107026,76567,0,8,名将火之境11-7,0,2
22107025,76568,0,9,名将火之境11-7,0,2
22107023,76566,0,10,名将火之境11-7,0,3
22107022,76566,0,11,名将火之境11-7,0,3
22107021,76571,0,12,名将火之境11-7,0,3
22107020,76571,0,13,名将火之境11-7,0,3
22107019,76567,0,14,名将火之境11-7,0,3
22107017,76566,0,15,名将火之境11-7,0,4
22107016,76566,0,16,名将火之境11-7,0,4
22107015,76567,0,17,名将火之境11-7,0,4
22107014,76567,0,18,名将火之境11-7,0,4
22107013,76568,0,19,名将火之境11-7,0,4
22107006,76572,0,20,名将火之境11-7,0,5
22107007,76572,0,21,名将火之境11-7,0,5
22107008,76572,0,22,名将火之境11-7,0,5
22107010,76573,0,23,名将火之境11-7,0,5
22108035,76574,0,0,名将火之境11-8,0,1
22108034,76574,0,1,名将火之境11-8,0,1
22108033,76575,0,2,名将火之境11-8,0,1
22108032,76575,0,3,名将火之境11-8,0,1
22108031,76576,0,4,名将火之境11-8,0,1
22108029,76577,0,5,名将火之境11-8,0,2
22108028,76577,0,6,名将火之境11-8,0,2
22108027,76578,0,7,名将火之境11-8,0,2
22108026,76578,0,8,名将火之境11-8,0,2
22108025,76579,0,9,名将火之境11-8,0,2
22108023,76574,0,10,名将火之境11-8,0,3
22108022,76574,0,11,名将火之境11-8,0,3
22108021,76575,0,12,名将火之境11-8,0,3
22108020,76575,0,13,名将火之境11-8,0,3
22108019,76576,0,14,名将火之境11-8,0,3
22108017,76577,0,15,名将火之境11-8,0,4
22108016,76577,0,16,名将火之境11-8,0,4
22108015,76578,0,17,名将火之境11-8,0,4
22108014,76578,0,18,名将火之境11-8,0,4
22108013,76579,0,19,名将火之境11-8,0,4
22108009,76580,0,20,名将火之境11-8,0,5
22108010,76580,0,21,名将火之境11-8,0,5
22108011,76580,0,22,名将火之境11-8,0,5
22108007,76581,0,23,名将火之境11-8,0,5
22109006,76582,0,0,名将火之境11-9,0,1
22109007,76582,0,1,名将火之境11-9,0,1
22109008,76583,0,2,名将火之境11-9,0,1
22109009,76583,0,3,名将火之境11-9,0,1
22109010,76584,0,4,名将火之境11-9,0,1
22109012,76585,0,5,名将火之境11-9,0,2
22109013,76585,0,6,名将火之境11-9,0,2
22109014,76586,0,7,名将火之境11-9,0,2
22109015,76586,0,8,名将火之境11-9,0,2
22109016,76587,0,9,名将火之境11-9,0,2
22109018,76582,0,10,名将火之境11-9,0,3
22109019,76582,0,11,名将火之境11-9,0,3
22109020,76583,0,12,名将火之境11-9,0,3
22109021,76583,0,13,名将火之境11-9,0,3
22109022,76584,0,14,名将火之境11-9,0,3
22109024,76585,0,15,名将火之境11-9,0,4
22109025,76585,0,16,名将火之境11-9,0,4
22109026,76586,0,17,名将火之境11-9,0,4
22109027,76586,0,18,名将火之境11-9,0,4
22109028,76587,0,19,名将火之境11-9,0,4
22109035,76588,0,20,名将火之境11-9,0,5
22109034,76588,0,21,名将火之境11-9,0,5
22109033,76588,0,22,名将火之境11-9,0,5
22109031,76589,0,23,名将火之境11-9,0,5
22110029,76590,0,0,名将火之境11-10,0,1
22110028,76590,0,1,名将火之境11-10,0,1
22110027,76591,0,2,名将火之境11-10,0,1
22110026,76591,0,3,名将火之境11-10,0,1
22110025,76592,0,4,名将火之境11-10,0,1
22110023,76593,0,5,名将火之境11-10,0,2
22110022,76593,0,6,名将火之境11-10,0,2
22110021,76594,0,7,名将火之境11-10,0,2
22110020,76594,0,8,名将火之境11-10,0,2
22110019,76595,0,9,名将火之境11-10,0,2
22110017,76590,0,10,名将火之境11-10,0,3
22110016,76590,0,11,名将火之境11-10,0,3
22110015,76591,0,12,名将火之境11-10,0,3
22110014,76591,0,13,名将火之境11-10,0,3
22110013,76592,0,14,名将火之境11-10,0,3
22110011,76593,0,15,名将火之境11-10,0,4
22110010,76593,0,16,名将火之境11-10,0,4
22110009,76594,0,17,名将火之境11-10,0,4
22110008,76594,0,18,名将火之境11-10,0,4
22110007,76595,0,19,名将火之境11-10,0,4
22110000,76596,0,20,名将火之境11-10,0,5
22110001,76596,0,21,名将火之境11-10,0,5
22110002,76596,0,22,名将火之境11-10,0,5
22110004,76597,0,23,名将火之境11-10,0,5
22111006,76598,0,0,名将水之境12-1,0,1
22111007,76598,0,1,名将水之境12-1,0,1
22111008,76599,0,2,名将水之境12-1,0,1
22111009,76599,0,3,名将水之境12-1,0,1
22111010,76599,0,4,名将水之境12-1,0,1
22111012,76600,0,5,名将水之境12-1,0,2
22111013,76600,0,6,名将水之境12-1,0,2
22111014,76601,0,7,名将水之境12-1,0,2
22111015,76601,0,8,名将水之境12-1,0,2
22111016,76601,0,9,名将水之境12-1,0,2
22111018,76598,0,10,名将水之境12-1,0,3
22111019,76598,0,11,名将水之境12-1,0,3
22111020,76599,0,12,名将水之境12-1,0,3
22111021,76599,0,13,名将水之境12-1,0,3
22111022,76599,0,14,名将水之境12-1,0,3
22111024,76600,0,15,名将水之境12-1,0,4
22111025,76600,0,16,名将水之境12-1,0,4
22111026,76601,0,17,名将水之境12-1,0,4
22111027,76601,0,18,名将水之境12-1,0,4
22111028,76601,0,19,名将水之境12-1,0,4
22111032,76602,0,20,名将水之境12-1,0,5
22111031,76602,0,21,名将水之境12-1,0,5
22111030,76602,0,22,名将水之境12-1,0,5
22111034,76603,0,23,名将水之境12-1,0,5
22112006,76604,0,0,名将水之境12-2,0,1
22112007,76604,0,1,名将水之境12-2,0,1
22112008,76601,0,2,名将水之境12-2,0,1
22112009,76601,0,3,名将水之境12-2,0,1
22112010,76601,0,4,名将水之境12-2,0,1
22112012,76605,0,5,名将水之境12-2,0,2
22112013,76605,0,6,名将水之境12-2,0,2
22112014,76606,0,7,名将水之境12-2,0,2
22112015,76606,0,8,名将水之境12-2,0,2
22112016,76606,0,9,名将水之境12-2,0,2
22112018,76604,0,10,名将水之境12-2,0,3
22112019,76604,0,11,名将水之境12-2,0,3
22112020,76601,0,12,名将水之境12-2,0,3
22112021,76601,0,13,名将水之境12-2,0,3
