INDEX,ROLE_ID,ROLE_LEVEL,COMBAT,PETID_MIN_1,PETID_MAX_1,PETID_MIN_2,PETID_MAX_2,PETID_MIN_3,PETID_MAX_3
2441,50118,18,9406,30518,30518,30441,30441,30483,30483
2442,50018,18,9376,30396,30396,30593,30593,30381,30381
2443,50018,18,9377,30396,30396,30593,30593,30381,30381
2444,50118,18,9388,30453,30453,30441,30441,30503,30503
2445,50018,18,9384,30518,30518,30381,30381,30503,30503
2446,50018,18,9359,30518,30518,30441,30441,30483,30483
2447,50018,18,9391,30453,30453,30411,30411,30503,30503
2448,50118,18,9347,30453,30453,30441,30441,30503,30503
2449,50018,18,9347,30396,30396,30593,30593,30381,30381
2450,50118,18,9340,30426,30426,30411,30411,30468,30468
2451,50118,18,9412,30453,30453,30411,30411,30503,30503
2452,50118,18,9404,30453,30453,30441,30441,30503,30503
2453,50018,18,9343,30570,30570,30545,30545,30468,30468
2454,50118,18,9348,30426,30426,30533,30533,30545,30545
2455,50118,18,9429,30570,30570,30593,30593,30468,30468
2456,50018,18,9401,30396,30396,30593,30593,30381,30381
2457,50118,18,9407,30426,30426,30533,30533,30545,30545
2458,50118,18,9412,30426,30426,30533,30533,30545,30545
2459,50018,18,9425,30453,30453,30441,30441,30503,30503
2460,50118,18,9362,30426,30426,30593,30593,30503,30503
2461,50118,18,9413,30396,30396,30593,30593,30381,30381
2462,50118,18,9341,30396,30396,30441,30441,30545,30545
2463,50018,18,9421,30570,30570,30483,30483,30545,30545
2464,50118,18,9332,30453,30453,30483,30483,30381,30381
2465,50018,18,9359,30453,30453,30483,30483,30381,30381
2466,50018,18,9378,30396,30396,30355,30355,30381,30381
2467,50018,18,9345,30518,30518,30441,30441,30483,30483
2468,50118,18,9392,30453,30453,30483,30483,30381,30381
2469,50018,18,9332,30453,30453,30483,30483,30381,30381
2470,50018,18,9408,30570,30570,30545,30545,30468,30468
2471,50018,18,9400,30518,30518,30441,30441,30483,30483
2472,50118,18,9355,30396,30396,30441,30441,30545,30545
2473,50018,18,9358,30570,30570,30545,30545,30468,30468
2474,50118,18,9393,30453,30453,30483,30483,30381,30381
2475,50018,18,9347,30518,30518,30533,30533,30483,30483
2476,50018,18,9430,30453,30453,30411,30411,30503,30503
2477,50018,18,9414,30426,30426,30593,30593,30503,30503
2478,50018,18,9332,30396,30396,30355,30355,30381,30381
2479,50018,18,9412,30570,30570,30483,30483,30545,30545
2480,50018,18,9388,30396,30396,30355,30355,30381,30381
2481,50118,18,9413,30570,30570,30483,30483,30545,30545
2482,50018,18,9390,30396,30396,30441,30441,30545,30545
2483,50018,18,9398,30518,30518,30381,30381,30503,30503
2484,50118,18,9386,30453,30453,30483,30483,30381,30381
2485,50118,18,9365,30396,30396,30593,30593,30381,30381
2486,50118,18,9400,30426,30426,30533,30533,30545,30545
2487,50018,18,9359,30518,30518,30381,30381,30503,30503
2488,50018,18,9367,30518,30518,30441,30441,30483,30483
2489,50018,18,9410,30518,30518,30381,30381,30503,30503
2490,50118,18,9417,30570,30570,30593,30593,30468,30468
2491,50118,18,9393,30396,30396,30593,30593,30381,30381
2492,50118,18,9343,30518,30518,30381,30381,30503,30503
2493,50018,18,9422,30518,30518,30381,30381,30503,30503
2494,50118,18,9410,30453,30453,30411,30411,30503,30503
2495,50118,18,9424,30453,30453,30483,30483,30381,30381
2496,50118,18,9428,30396,30396,30355,30355,30381,30381
2497,50018,18,9403,30453,30453,30441,30441,30503,30503
2498,50118,18,9399,30396,30396,30441,30441,30545,30545
2499,50118,18,9383,30453,30453,30411,30411,30503,30503
2500,50118,16,5374,30425,30425,30410,30410,30467,30467
2501,50118,16,5332,30517,30517,30532,30532,30482,30482
2502,50018,16,5372,30517,30517,30532,30532,30482,30482
2503,50018,16,5391,30452,30452,30440,30440,30502,30502
2504,50118,16,5371,30517,30517,30440,30440,30482,30482
2505,50118,16,5335,30395,30395,30592,30592,30380,30380
2506,50018,16,5375,30569,30569,30482,30482,30544,30544
2507,50118,16,5396,30452,30452,30482,30482,30380,30380
2508,50118,16,5325,30452,30452,30482,30482,30380,30380
2509,50018,16,5333,30569,30569,30482,30482,30544,30544
2510,50018,16,5370,30569,30569,30592,30592,30467,30467
2511,50118,16,5384,30517,30517,30440,30440,30482,30482
2512,50018,16,5387,30569,30569,30592,30592,30467,30467
2513,50118,16,5313,30517,30517,30532,30532,30482,30482
2514,50118,16,5402,30569,30569,30482,30482,30544,30544
2515,50018,16,5344,30452,30452,30440,30440,30502,30502
2516,50118,16,5357,30517,30517,30532,30532,30482,30482
2517,50018,16,5337,30517,30517,30532,30532,30482,30482
2518,50018,16,5396,30395,30395,30440,30440,30544,30544
2519,50018,16,5371,30569,30569,30482,30482,30544,30544
2520,50018,16,5336,30569,30569,30592,30592,30467,30467
2521,50118,16,5339,30569,30569,30592,30592,30467,30467
2522,50118,16,5377,30517,30517,30532,30532,30482,30482
2523,50018,16,5363,30517,30517,30380,30380,30502,30502
2524,50118,16,5369,30452,30452,30482,30482,30380,30380
2525,50018,16,5356,30452,30452,30440,30440,30502,30502
2526,50118,16,5373,30425,30425,30532,30532,30544,30544
2527,50018,16,5390,30517,30517,30440,30440,30482,30482
2528,50118,16,5352,30517,30517,30440,30440,30482,30482
2529,50018,16,5330,30425,30425,30410,30410,30467,30467
2530,50118,16,5396,30569,30569,30592,30592,30467,30467
2531,50118,16,5333,30569,30569,30592,30592,30467,30467
2532,50018,16,5355,30395,30395,30440,30440,30544,30544
2533,50118,16,5401,30425,30425,30592,30592,30502,30502
2534,50118,16,5365,30517,30517,30440,30440,30482,30482
2535,50018,16,5346,30517,30517,30532,30532,30482,30482
2536,50118,16,5369,30517,30517,30532,30532,30482,30482
2537,50018,16,5368,30395,30395,30592,30592,30380,30380
2538,50018,16,5380,30395,30395,30440,30440,30544,30544
2539,50018,16,5364,30569,30569,30592,30592,30467,30467
2540,50018,16,5363,30517,30517,30532,30532,30482,30482
2541,50018,16,5377,30452,30452,30440,30440,30502,30502
2542,50118,16,5312,30425,30425,30410,30410,30467,30467
2543,50118,16,5398,30569,30569,30544,30544,30467,30467
2544,50018,16,5386,30517,30517,30440,30440,30482,30482
2545,50118,16,5329,30517,30517,30380,30380,30502,30502
2546,50018,16,5349,30395,30395,30592,30592,30380,30380
2547,50118,16,5366,30517,30517,30380,30380,30502,30502
2548,50018,16,5386,30425,30425,30592,30592,30502,30502
2549,50118,16,5382,30425,30425,30410,30410,30467,30467
2550,50018,16,5391,30395,30395,30592,30592,30380,30380
2551,50118,16,5377,30452,30452,30482,30482,30380,30380
2552,50118,16,5342,30425,30425,30592,30592,30502,30502
2553,50018,16,5353,30452,30452,30482,30482,30380,30380
2554,50018,16,5316,30452,30452,30482,30482,30380,30380
2555,50118,16,5386,30569,30569,30544,30544,30467,30467
2556,50018,16,5334,30452,30452,30482,30482,30380,30380
2557,50018,16,5354,30569,30569,30592,30592,30467,30467
2558,50018,16,5335,30395,30395,30592,30592,30380,30380
2559,50018,16,5366,30425,30425,30592,30592,30502,30502
2560,50118,16,5333,30569,30569,30592,30592,30467,30467
2561,50018,16,5346,30517,30517,30532,30532,30482,30482
2562,50118,16,5364,30425,30425,30592,30592,30502,30502
2563,50118,16,5312,30517,30517,30440,30440,30482,30482
2564,50018,16,5352,30425,30425,30410,30410,30467,30467
2565,50018,16,5384,30425,30425,30532,30532,30544,30544
2566,50118,16,5363,30569,30569,30592,30592,30467,30467
2567,50118,16,5402,30452,30452,30440,30440,30502,30502
2568,50118,16,5337,30452,30452,30410,30410,30502,30502
2569,50118,16,5337,30395,30395,30592,30592,30380,30380
2570,50118,16,5370,30569,30569,30482,30482,30544,30544
2571,50018,16,5343,30452,30452,30440,30440,30502,30502
2572,50018,16,5341,30569,30569,30544,30544,30467,30467
2573,50118,16,5374,30452,30452,30482,30482,30380,30380
2574,50018,16,5367,30425,30425,30532,30532,30544,30544
2575,50118,16,5377,30452,30452,30482,30482,30380,30380
2576,50118,16,5381,30425,30425,30592,30592,30502,30502
2577,50118,16,5399,30517,30517,30532,30532,30482,30482
2578,50018,16,5365,30395,30395,30440,30440,30544,30544
2579,50118,16,5385,30569,30569,30592,30592,30467,30467
2580,50018,16,5385,30395,30395,30440,30440,30544,30544
2581,50118,16,5392,30425,30425,30532,30532,30544,30544
2582,50018,16,5380,30425,30425,30410,30410,30467,30467
2583,50118,16,5411,30517,30517,30380,30380,30502,30502
2584,50118,16,5337,30395,30395,30440,30440,30544,30544
2585,50118,16,5342,30569,30569,30544,30544,30467,30467
2586,50118,16,5344,30425,30425,30592,30592,30502,30502
2587,50018,16,5342,30517,30517,30440,30440,30482,30482
2588,50018,16,5372,30569,30569,30482,30482,30544,30544
2589,50018,16,5349,30569,30569,30544,30544,30467,30467
2590,50118,16,5361,30395,30395,30440,30440,30544,30544
2591,50118,16,5340,30517,30517,30440,30440,30482,30482
2592,50018,16,5401,30569,30569,30592,30592,30467,30467
2593,50018,16,5385,30395,30395,30440,30440,30544,30544
2594,50018,16,5391,30425,30425,30410,30410,30467,30467
2595,50018,16,5407,30452,30452,30482,30482,30380,30380
2596,50118,16,5410,30425,30425,30410,30410,30467,30467
2597,50018,16,5340,30395,30395,30354,30354,30380,30380
2598,50118,16,5363,30517,30517,30440,30440,30482,30482
2599,50118,16,5351,30569,30569,30592,30592,30467,30467
2600,50018,16,5357,30569,30569,30592,30592,30467,30467
2601,50018,16,5406,30452,30452,30410,30410,30502,30502
2602,50018,16,5364,30517,30517,30380,30380,30502,30502
2603,50018,16,5371,30395,30395,30354,30354,30380,30380
2604,50018,16,5321,30425,30425,30410,30410,30467,30467
2605,50118,16,5323,30395,30395,30440,30440,30544,30544
2606,50018,16,5399,30395,30395,30440,30440,30544,30544
2607,50118,16,5386,30395,30395,30592,30592,30380,30380
2608,50018,16,5331,30517,30517,30380,30380,30502,30502
2609,50018,16,5328,30517,30517,30380,30380,30502,30502
2610,50018,16,5350,30517,30517,30440,30440,30482,30482
2611,50118,16,5347,30569,30569,30544,30544,30467,30467
2612,50018,16,5372,30569,30569,30592,30592,30467,30467
2613,50018,16,5351,30517,30517,30532,30532,30482,30482
2614,50118,16,5365,30395,30395,30592,30592,30380,30380
2615,50118,16,5393,30452,30452,30410,30410,30502,30502
2616,50118,16,5404,30569,30569,30544,30544,30467,30467
2617,50018,16,5356,30425,30425,30410,30410,30467,30467
2618,50118,16,5325,30569,30569,30544,30544,30467,30467
2619,50118,16,5337,30395,30395,30440,30440,30544,30544
2620,50118,16,5312,30395,30395,30354,30354,30380,30380
2621,50118,16,5398,30517,30517,30532,30532,30482,30482
2622,50118,16,5371,30395,30395,30354,30354,30380,30380
2623,50118,16,5337,30517,30517,30440,30440,30482,30482
2624,50118,16,5326,30452,30452,30482,30482,30380,30380
2625,50018,16,5410,30452,30452,30410,30410,30502,30502
2626,50018,16,5356,30395,30395,30592,30592,30380,30380
2627,50018,16,5372,30452,30452,30482,30482,30380,30380
2628,50018,16,5404,30452,30452,30482,30482,30380,30380
2629,50118,16,5374,30569,30569,30592,30592,30467,30467
2630,50118,16,5386,30425,30425,30410,30410,30467,30467
2631,50118,16,5337,30425,30425,30592,30592,30502,30502
2632,50018,16,5373,30569,30569,30592,30592,30467,30467
2633,50118,16,5317,30425,30425,30532,30532,30544,30544
2634,50118,16,5327,30569,30569,30482,30482,30544,30544
2635,50118,16,5381,30452,30452,30410,30410,30502,30502
2636,50018,16,5386,30395,30395,30592,30592,30380,30380
2637,50018,16,5320,30517,30517,30532,30532,30482,30482
2638,50018,16,5322,30425,30425,30410,30410,30467,30467
2639,50118,16,5360,30517,30517,30532,30532,30482,30482
2640,50018,16,5397,30395,30395,30354,30354,30380,30380
2641,50118,16,5352,30569,30569,30482,30482,30544,30544
2642,50018,16,5342,30452,30452,30440,30440,30502,30502
2643,50118,16,5356,30517,30517,30532,30532,30482,30482
2644,50118,16,5392,30569,30569,30482,30482,30544,30544
2645,50118,16,5394,30452,30452,30482,30482,30380,30380
2646,50118,16,5381,30569,30569,30592,30592,30467,30467
2647,50018,16,5364,30517,30517,30440,30440,30482,30482
2648,50118,16,5383,30452,30452,30410,30410,30502,30502
2649,50018,16,5375,30425,30425,30410,30410,30467,30467
2650,50118,16,5386,30452,30452,30440,30440,30502,30502
2651,50018,16,5402,30395,30395,30354,30354,30380,30380
2652,50118,16,5352,30452,30452,30440,30440,30502,30502
2653,50018,16,5400,30569,30569,30592,30592,30467,30467
2654,50018,16,5385,30425,30425,30410,30410,30467,30467
2655,50018,16,5325,30517,30517,30440,30440,30482,30482
2656,50118,16,5356,30425,30425,30592,30592,30502,30502
2657,50018,16,5368,30517,30517,30380,30380,30502,30502
2658,50018,16,5344,30425,30425,30532,30532,30544,30544
2659,50018,16,5371,30569,30569,30544,30544,30467,30467
2660,50118,16,5400,30395,30395,30354,30354,30380,30380
2661,50118,16,5410,30569,30569,30592,30592,30467,30467
2662,50118,16,5323,30395,30395,30440,30440,30544,30544
2663,50018,16,5408,30452,30452,30482,30482,30380,30380
2664,50118,16,5371,30395,30395,30592,30592,30380,30380
2665,50118,16,5381,30569,30569,30544,30544,30467,30467
2666,50018,16,5326,30517,30517,30380,30380,30502,30502
2667,50018,16,5383,30517,30517,30532,30532,30482,30482
2668,50118,16,5360,30425,30425,30592,30592,30502,30502
2669,50118,16,5355,30517,30517,30380,30380,30502,30502
2670,50018,16,5396,30517,30517,30380,30380,30502,30502
2671,50118,16,5338,30569,30569,30592,30592,30467,30467
2672,50018,16,5344,30425,30425,30532,30532,30544,30544
2673,50118,16,5374,30395,30395,30440,30440,30544,30544
2674,50118,16,5365,30569,30569,30482,30482,30544,30544
2675,50118,16,5385,30569,30569,30482,30482,30544,30544
2676,50018,16,5350,30569,30569,30544,30544,30467,30467
2677,50118,16,5356,30569,30569,30544,30544,30467,30467
2678,50018,16,5367,30395,30395,30592,30592,30380,30380
2679,50118,16,5351,30425,30425,30532,30532,30544,30544
2680,50118,16,5369,30425,30425,30532,30532,30544,30544
2681,50118,16,5337,30517,30517,30380,30380,30502,30502
2682,50018,16,5377,30569,30569,30592,30592,30467,30467
2683,50118,16,5349,30395,30395,30354,30354,30380,30380
2684,50018,16,5349,30395,30395,30354,30354,30380,30380
2685,50018,16,5334,30425,30425,30532,30532,30544,30544
2686,50018,16,5382,30425,30425,30532,30532,30544,30544
2687,50118,16,5320,30569,30569,30592,30592,30467,30467
2688,50118,16,5326,30425,30425,30410,30410,30467,30467
2689,50118,16,5357,30517,30517,30532,30532,30482,30482
2690,50118,16,5347,30425,30425,30410,30410,30467,30467
2691,50018,16,5394,30569,30569,30592,30592,30467,30467
2692,50118,16,5408,30569,30569,30482,30482,30544,30544
2693,50118,16,5386,30395,30395,30354,30354,30380,30380
2694,50118,16,5313,30395,30395,30440,30440,30544,30544
2695,50118,16,5330,30395,30395,30440,30440,30544,30544
2696,50118,16,5374,30569,30569,30482,30482,30544,30544
2697,50118,16,5356,30395,30395,30440,30440,30544,30544
2698,50018,16,5405,30569,30569,30482,30482,30544,30544
2699,50118,16,5368,30395,30395,30440,30440,30544,30544
2700,50118,16,5324,30395,30395,30440,30440,30544,30544
2701,50018,16,5348,30517,30517,30532,30532,30482,30482
2702,50118,16,5352,30517,30517,30440,30440,30482,30482
2703,50118,16,5332,30395,30395,30592,30592,30380,30380
2704,50118,16,5399,30395,30395,30440,30440,30544,30544
2705,50018,16,5331,30452,30452,30482,30482,30380,30380
2706,50118,16,5379,30395,30395,30592,30592,30380,30380
2707,50118,16,5321,30569,30569,30544,30544,30467,30467
2708,50018,16,5374,30425,30425,30592,30592,30502,30502
2709,50018,16,5376,30517,30517,30440,30440,30482,30482
2710,50018,16,5315,30452,30452,30410,30410,30502,30502
2711,50018,16,5328,30569,30569,30482,30482,30544,30544
2712,50118,16,5355,30395,30395,30440,30440,30544,30544
2713,50118,16,5313,30452,30452,30440,30440,30502,30502
2714,50018,16,5344,30569,30569,30592,30592,30467,30467
2715,50118,16,5329,30452,30452,30482,30482,30380,30380
2716,50118,16,5328,30517,30517,30532,30532,30482,30482
2717,50118,16,5320,30517,30517,30380,30380,30502,30502
2718,50018,16,5328,30395,30395,30592,30592,30380,30380
2719,50118,16,5379,30395,30395,30354,30354,30380,30380
2720,50018,16,5394,30395,30395,30354,30354,30380,30380
2721,50018,16,5330,30425,30425,30410,30410,30467,30467
2722,50018,16,5374,30395,30395,30440,30440,30544,30544
2723,50118,16,5384,30395,30395,30592,30592,30380,30380
2724,50018,16,5370,30452,30452,30440,30440,30502,30502
2725,50118,16,5322,30569,30569,30592,30592,30467,30467
2726,50018,16,5409,30425,30425,30592,30592,30502,30502
2727,50018,16,5346,30425,30425,30592,30592,30502,30502
2728,50118,16,5334,30517,30517,30380,30380,30502,30502
2729,50018,16,5340,30395,30395,30592,30592,30380,30380
2730,50118,16,5364,30452,30452,30482,30482,30380,30380
2731,50118,16,5382,30425,30425,30592,30592,30502,30502
2732,50018,16,5404,30395,30395,30592,30592,30380,30380
2733,50118,16,5372,30395,30395,30592,30592,30380,30380
2734,50018,16,5400,30452,30452,30482,30482,30380,30380
2735,50018,16,5338,30517,30517,30380,30380,30502,30502
2736,50018,16,5402,30425,30425,30410,30410,30467,30467
2737,50018,16,5402,30452,30452,30482,30482,30380,30380
2738,50018,16,5339,30517,30517,30532,30532,30482,30482
2739,50018,16,5355,30569,30569,30544,30544,30467,30467
2740,50118,16,5339,30569,30569,30544,30544,30467,30467
2741,50018,16,5395,30452,30452,30440,30440,30502,30502
2742,50018,16,5336,30452,30452,30440,30440,30502,30502
2743,50118,16,5344,30517,30517,30380,30380,30502,30502
2744,50118,16,5364,30517,30517,30532,30532,30482,30482
2745,50018,16,5394,30395,30395,30354,30354,30380,30380
2746,50118,16,5386,30517,30517,30440,30440,30482,30482
2747,50018,16,5396,30452,30452,30482,30482,30380,30380
2748,50118,16,5395,30452,30452,30440,30440,30502,30502
2749,50118,16,5382,30517,30517,30440,30440,30482,30482
2750,50018,16,5380,30517,30517,30440,30440,30482,30482
2751,50118,16,5372,30569,30569,30544,30544,30467,30467
2752,50018,16,5344,30452,30452,30410,30410,30502,30502
2753,50118,16,5358,30517,30517,30440,30440,30482,30482
2754,50118,16,5330,30425,30425,30592,30592,30502,30502
2755,50018,16,5365,30569,30569,30482,30482,30544,30544
2756,50018,16,5351,30569,30569,30482,30482,30544,30544
2757,50018,16,5365,30452,30452,30410,30410,30502,30502
2758,50018,16,5336,30569,30569,30482,30482,30544,30544
2759,50118,16,5331,30517,30517,30380,30380,30502,30502
2760,50118,16,5350,30517,30517,30380,30380,30502,30502
2761,50118,16,5408,30452,30452,30482,30482,30380,30380
2762,50118,16,5324,30569,30569,30482,30482,30544,30544
2763,50118,16,5314,30517,30517,30440,30440,30482,30482
2764,50018,16,5360,30569,30569,30592,30592,30467,30467
2765,50018,16,5355,30569,30569,30592,30592,30467,30467
2766,50118,16,5382,30395,30395,30354,30354,30380,30380
2767,50118,16,5331,30425,30425,30592,30592,30502,30502
2768,50118,16,5384,30425,30425,30410,30410,30467,30467
2769,50118,16,5317,30569,30569,30592,30592,30467,30467
2770,50118,16,5354,30569,30569,30482,30482,30544,30544
2771,50118,16,5378,30395,30395,30592,30592,30380,30380
2772,50018,16,5357,30569,30569,30544,30544,30467,30467
2773,50018,16,5352,30425,30425,30592,30592,30502,30502
2774,50118,16,5409,30452,30452,30482,30482,30380,30380
2775,50018,16,5395,30517,30517,30440,30440,30482,30482
2776,50018,16,5336,30395,30395,30440,30440,30544,30544
2777,50018,16,5320,30452,30452,30440,30440,30502,30502
2778,50018,16,5365,30517,30517,30532,30532,30482,30482
2779,50118,16,5339,30569,30569,30544,30544,30467,30467
2780,50018,16,5362,30395,30395,30592,30592,30380,30380
2781,50018,16,5394,30452,30452,30482,30482,30380,30380
2782,50018,16,5318,30569,30569,30592,30592,30467,30467
2783,50118,16,5388,30425,30425,30592,30592,30502,30502
2784,50118,16,5371,30517,30517,30380,30380,30502,30502
2785,50118,16,5335,30569,30569,30592,30592,30467,30467
2786,50118,16,5394,30569,30569,30544,30544,30467,30467
2787,50118,16,5387,30569,30569,30592,30592,30467,30467
2788,50118,16,5312,30395,30395,30592,30592,30380,30380
2789,50018,16,5314,30452,30452,30440,30440,30502,30502
2790,50118,16,5360,30569,30569,30592,30592,30467,30467
2791,50018,16,5374,30517,30517,30380,30380,30502,30502
2792,50118,16,5363,30452,30452,30410,30410,30502,30502
2793,50018,16,5398,30569,30569,30482,30482,30544,30544
2794,50118,16,5392,30569,30569,30592,30592,30467,30467
2795,50118,16,5314,30517,30517,30440,30440,30482,30482
2796,50018,16,5342,30452,30452,30440,30440,30502,30502
2797,50118,16,5359,30425,30425,30592,30592,30502,30502
2798,50118,16,5404,30569,30569,30592,30592,30467,30467
2799,50118,16,5406,30395,30395,30440,30440,30544,30544
2800,50118,16,5333,30425,30425,30532,30532,30544,30544
2801,50018,16,5356,30395,30395,30592,30592,30380,30380
2802,50018,16,5341,30395,30395,30354,30354,30380,30380
2803,50118,16,5375,30452,30452,30482,30482,30380,30380
2804,50118,16,5314,30425,30425,30410,30410,30467,30467
2805,50118,16,5324,30425,30425,30592,30592,30502,30502
2806,50118,16,5338,30395,30395,30592,30592,30380,30380
2807,50018,16,5331,30395,30395,30592,30592,30380,30380
2808,50018,16,5318,30569,30569,30592,30592,30467,30467
2809,50118,16,5355,30425,30425,30410,30410,30467,30467
2810,50018,16,5387,30425,30425,30410,30410,30467,30467
2811,50118,16,5399,30452,30452,30410,30410,30502,30502
2812,50018,16,5315,30395,30395,30354,30354,30380,30380
2813,50018,16,5347,30517,30517,30380,30380,30502,30502
2814,50118,16,5377,30452,30452,30440,30440,30502,30502
2815,50118,16,5394,30452,30452,30482,30482,30380,30380
2816,50118,16,5377,30569,30569,30544,30544,30467,30467
2817,50118,16,5369,30452,30452,30410,30410,30502,30502
2818,50018,16,5366,30517,30517,30440,30440,30482,30482
2819,50018,16,5369,30425,30425,30592,30592,30502,30502
2820,50118,16,5329,30425,30425,30592,30592,30502,30502
2821,50118,16,5315,30517,30517,30532,30532,30482,30482
2822,50018,16,5408,30517,30517,30380,30380,30502,30502
2823,50118,16,5408,30452,30452,30410,30410,30502,30502
2824,50018,16,5323,30395,30395,30592,30592,30380,30380
2825,50118,16,5382,30395,30395,30592,30592,30380,30380
2826,50118,16,5333,30569,30569,30482,30482,30544,30544
2827,50118,16,5315,30425,30425,30410,30410,30467,30467
2828,50018,16,5352,30569,30569,30592,30592,30467,30467
2829,50018,16,5349,30517,30517,30380,30380,30502,30502
2830,50118,16,5363,30569,30569,30592,30592,30467,30467
2831,50018,16,5374,30452,30452,30410,30410,30502,30502
2832,50118,16,5332,30452,30452,30440,30440,30502,30502
2833,50118,16,5403,30395,30395,30592,30592,30380,30380
2834,50018,16,5355,30517,30517,30440,30440,30482,30482
2835,50118,16,5377,30569,30569,30482,30482,30544,30544
2836,50118,16,5407,30425,30425,30410,30410,30467,30467
2837,50118,16,5370,30517,30517,30380,30380,30502,30502
2838,50118,16,5342,30569,30569,30482,30482,30544,30544
2839,50118,16,5336,30425,30425,30592,30592,30502,30502
2840,50118,16,5345,30517,30517,30440,30440,30482,30482
2841,50018,16,5400,30425,30425,30592,30592,30502,30502
2842,50118,16,5340,30517,30517,30440,30440,30482,30482
2843,50018,16,5350,30425,30425,30410,30410,30467,30467
2844,50118,16,5366,30395,30395,30354,30354,30380,30380
2845,50118,16,5366,30425,30425,30410,30410,30467,30467
2846,50018,16,5401,30569,30569,30482,30482,30544,30544
2847,50118,16,5371,30452,30452,30410,30410,30502,30502
2848,50018,16,5411,30517,30517,30380,30380,30502,30502
2849,50118,16,5373,30452,30452,30440,30440,30502,30502
2850,50018,16,5379,30569,30569,30592,30592,30467,30467
2851,50118,16,5389,30425,30425,30532,30532,30544,30544
2852,50118,16,5389,30517,30517,30440,30440,30482,30482
2853,50118,16,5336,30569,30569,30592,30592,30467,30467
2854,50018,16,5411,30569,30569,30592,30592,30467,30467
2855,50018,16,5362,30569,30569,30592,30592,30467,30467
2856,50118,16,5339,30452,30452,30410,30410,30502,30502
2857,50018,16,5378,30452,30452,30482,30482,30380,30380
2858,50018,16,5327,30452,30452,30482,30482,30380,30380
2859,50118,16,5340,30425,30425,30532,30532,30544,30544
2860,50018,16,5334,30517,30517,30440,30440,30482,30482
2861,50118,16,5408,30425,30425,30532,30532,30544,30544
2862,50118,16,5335,30395,30395,30354,30354,30380,30380
2863,50018,16,5374,30452,30452,30410,30410,30502,30502
2864,50018,16,5323,30517,30517,30532,30532,30482,30482
2865,50118,16,5342,30517,30517,30380,30380,30502,30502
2866,50118,16,5381,30425,30425,30592,30592,30502,30502
2867,50118,16,5334,30425,30425,30410,30410,30467,30467
2868,50118,16,5400,30452,30452,30440,30440,30502,30502
2869,50118,16,5367,30517,30517,30380,30380,30502,30502
2870,50118,16,5355,30517,30517,30440,30440,30482,30482
2871,50018,16,5407,30425,30425,30592,30592,30502,30502
2872,50118,16,5358,30452,30452,30410,30410,30502,30502
2873,50118,16,5348,30395,30395,30440,30440,30544,30544
2874,50018,16,5376,30395,30395,30592,30592,30380,30380
2875,50018,16,5398,30425,30425,30592,30592,30502,30502
2876,50118,16,5355,30395,30395,30592,30592,30380,30380
2877,50118,16,5400,30569,30569,30482,30482,30544,30544
2878,50018,16,5388,30452,30452,30482,30482,30380,30380
2879,50018,16,5316,30395,30395,30354,30354,30380,30380
2880,50118,16,5350,30425,30425,30592,30592,30502,30502
2881,50018,16,5405,30452,30452,30440,30440,30502,30502
2882,50118,16,5336,30452,30452,30482,30482,30380,30380
2883,50118,16,5344,30517,30517,30440,30440,30482,30482
2884,50018,16,5323,30569,30569,30482,30482,30544,30544
2885,50018,16,5381,30517,30517,30532,30532,30482,30482
2886,50018,16,5385,30452,30452,30440,30440,30502,30502
2887,50018,16,5354,30517,30517,30380,30380,30502,30502
2888,50018,16,5408,30395,30395,30592,30592,30380,30380
2889,50018,16,5356,30569,30569,30482,30482,30544,30544
2890,50018,16,5370,30425,30425,30592,30592,30502,30502
2891,50018,16,5389,30517,30517,30532,30532,30482,30482
2892,50118,16,5322,30425,30425,30532,30532,30544,30544
2893,50118,16,5346,30395,30395,30440,30440,30544,30544
2894,50018,16,5361,30569,30569,30544,30544,30467,30467
2895,50018,16,5383,30425,30425,30532,30532,30544,30544
2896,50118,16,5379,30569,30569,30482,30482,30544,30544
2897,50018,16,5383,30395,30395,30592,30592,30380,30380
2898,50118,16,5343,30425,30425,30532,30532,30544,30544
2899,50018,16,5344,30452,30452,30482,30482,30380,30380
2900,50018,16,5403,30569,30569,30544,30544,30467,30467
2901,50018,16,5336,30425,30425,30410,30410,30467,30467
2902,50018,16,5358,30395,30395,30440,30440,30544,30544
2903,50018,16,5329,30425,30425,30532,30532,30544,30544
2904,50118,16,5381,30452,30452,30482,30482,30380,30380
2905,50118,16,5358,30517,30517,30532,30532,30482,30482
2906,50018,16,5360,30395,30395,30592,30592,30380,30380
2907,50118,16,5370,30569,30569,30482,30482,30544,30544
2908,50018,16,5343,30517,30517,30532,30532,30482,30482
2909,50018,16,5313,30517,30517,30440,30440,30482,30482
2910,50118,16,5379,30452,30452,30482,30482,30380,30380
2911,50118,16,5370,30425,30425,30532,30532,30544,30544
2912,50118,16,5390,30425,30425,30592,30592,30502,30502
2913,50018,16,5402,30517,30517,30532,30532,30482,30482
2914,50118,16,5407,30425,30425,30592,30592,30502,30502
2915,50118,16,5388,30569,30569,30592,30592,30467,30467
2916,50018,16,5371,30569,30569,30592,30592,30467,30467
2917,50118,16,5392,30452,30452,30410,30410,30502,30502
2918,50118,16,5313,30452,30452,30482,30482,30380,30380
2919,50018,16,5381,30569,30569,30592,30592,30467,30467
